prediction_example_id,fold_id,participant_id,group,trial_id,target_trial_id,song_id,episode,presentation_label,stimulus_id,mix_id,baseline_model,model_label,formula,observed_rating,posterior_mean_expected_rating,posterior_expected_sd,posterior_expected_hdi_lower,posterior_expected_hdi_upper,posterior_probability_highest,is_predicted_winner,is_final_predicted_winner,is_exact_predicted_tie,fit_method,posterior_expected_draws_outside_0_100_prop
real_loto__P025__trial_06,150,P025,group_01,P025__trial_06,P025__trial_06,id_like_to_know,EDR-2,A,id_like_to_know_pxl_s3,mix_65f41f41d3ab,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),90.0,59.610965691767476,6.526174939401237,47.37008482204764,71.5486186657247,0.185,False,False,False,laplace,0.0
real_loto__P025__trial_06,150,P025,group_01,P025__trial_06,P025__trial_06,id_like_to_know,EDR-2,B,id_like_to_know_pxl_s2,mix_6f8b655d7999,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),100.0,64.36397783456225,6.28704773368114,52.28384684704006,75.17254191610164,0.769,True,True,False,laplace,0.0
real_loto__P025__trial_06,150,P025,group_01,P025__trial_06,P025__trial_06,id_like_to_know,EDR-2,C,id_like_to_know_pxl_s1,mix_9ffcd672af17,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),10.0,54.64026743207605,6.296234041542576,42.07402216808243,65.8420745371316,0.017,False,False,False,laplace,0.0
real_loto__P025__trial_06,150,P025,group_01,P025__trial_06,P025__trial_06,id_like_to_know,EDR-2,D,id_like_to_know_pxl_s5,mix_82d60d7c7fc5,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),24.0,48.361894560165815,6.387535877399978,37.510684763561,61.32140980069835,0.003,False,False,False,laplace,0.0
real_loto__P025__trial_06,150,P025,group_01,P025__trial_06,P025__trial_06,id_like_to_know,EDR-2,E,id_like_to_know_pxl_s7,mix_b393d3919c78,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),37.0,55.23002669550631,6.297276277540698,42.46856494234233,66.24393042602073,0.026,False,False,False,laplace,0.0
