prediction_example_id,fold_id,participant_id,group,trial_id,target_trial_id,song_id,episode,presentation_label,stimulus_id,mix_id,baseline_model,model_label,formula,observed_rating,posterior_mean_expected_rating,posterior_expected_sd,posterior_expected_hdi_lower,posterior_expected_hdi_upper,posterior_probability_highest,is_predicted_winner,is_final_predicted_winner,is_exact_predicted_tie,fit_method,posterior_expected_draws_outside_0_100_prop
real_loto__P008__trial_05,47,P008,group_01,P008__trial_05,P008__trial_05,id_like_to_know,EDR-1,A,id_like_to_know_pxl_s1,mix_9ffcd672af17,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),90.0,42.36637486372979,6.4885252055391724,30.766562120837822,54.10466921755974,0.007,False,False,False,laplace,0.0
real_loto__P008__trial_05,47,P008,group_01,P008__trial_05,P008__trial_05,id_like_to_know,EDR-1,B,id_like_to_know_pxl_s5,mix_82d60d7c7fc5,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),33.0,37.753520955501266,6.6711110363579325,25.517628950161935,50.598523066314925,0.0,False,False,False,laplace,0.0
real_loto__P008__trial_05,47,P008,group_01,P008__trial_05,P008__trial_05,id_like_to_know,EDR-1,C,id_like_to_know_pxl_s2,mix_6f8b655d7999,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),45.0,55.19278617665968,6.639471651435224,42.36843845971141,67.06567792722981,0.794,True,True,False,laplace,0.0
real_loto__P008__trial_05,47,P008,group_01,P008__trial_05,P008__trial_05,id_like_to_know,EDR-1,D,id_like_to_know_pxl_s7,mix_b393d3919c78,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),66.0,44.49232070250384,6.497782553546473,33.8449080815195,57.583201796312395,0.021,False,False,False,laplace,0.0
real_loto__P008__trial_05,47,P008,group_01,P008__trial_05,P008__trial_05,id_like_to_know,EDR-1,E,id_like_to_know_pxl_s3,mix_65f41f41d3ab,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),22.0,50.443859061739715,6.532834619170433,38.928636369193,62.617442486684034,0.178,False,False,False,laplace,0.0
