prediction_example_id,fold_id,participant_id,group,trial_id,target_trial_id,song_id,episode,presentation_label,stimulus_id,mix_id,baseline_model,model_label,formula,observed_rating,posterior_mean_expected_rating,posterior_expected_sd,posterior_expected_hdi_lower,posterior_expected_hdi_upper,posterior_probability_highest,is_predicted_winner,is_final_predicted_winner,is_exact_predicted_tie,fit_method,posterior_expected_draws_outside_0_100_prop
real_loto__P030__trial_04,178,P030,group_02,P030__trial_04,P030__trial_04,pouring_room,EDR-2,A,pouring_room_mcg_t,mix_be2ccd4c43ff,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),63.0,33.616114463130245,6.628920642778153,22.143553680746415,47.34813604154592,0.0,False,False,False,laplace,0.0
real_loto__P030__trial_04,178,P030,group_02,P030__trial_04,P030__trial_04,pouring_room,EDR-2,B,pouring_room_mcg_v,mix_e08faaf8bbb3,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),93.0,56.84917572327376,6.3794331664973765,45.26685468958565,68.94111283790699,0.001,False,False,False,laplace,0.0
real_loto__P030__trial_04,178,P030,group_02,P030__trial_04,P030__trial_04,pouring_room,EDR-2,C,pouring_room_mcg_x,mix_cbf8555ee2b2,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),48.0,56.86011320388087,6.56372851030114,45.465224449057516,69.67704561377951,0.0,False,False,False,laplace,0.0
real_loto__P030__trial_04,178,P030,group_02,P030__trial_04,P030__trial_04,pouring_room,EDR-2,D,pouring_room_mcg_pro1,mix_132e75f34470,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),76.0,72.58901612279621,6.433980448669041,60.501226530320764,84.58555621052851,0.358,False,False,False,laplace,0.0
real_loto__P030__trial_04,178,P030,group_02,P030__trial_04,P030__trial_04,pouring_room,EDR-2,E,pouring_room_mcg_r,mix_0ba76f420c1d,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),100.0,74.54429766795772,6.611789226121161,62.505805695180655,86.97273657167234,0.641,True,True,False,laplace,0.0
