prediction_example_id,fold_id,participant_id,group,trial_id,target_trial_id,song_id,episode,presentation_label,stimulus_id,mix_id,baseline_model,model_label,formula,observed_rating,posterior_mean_expected_rating,posterior_expected_sd,posterior_expected_hdi_lower,posterior_expected_hdi_upper,posterior_probability_highest,is_predicted_winner,is_final_predicted_winner,is_exact_predicted_tie,fit_method,posterior_expected_draws_outside_0_100_prop
real_loto__P021__trial_04,124,P021,group_01,P021__trial_04,P021__trial_04,lead_me,FM-1,A,lead_me_du_d,mix_f1f7973e5bac,categorical_design,Stimulus baseline,rating ~ episode + group + (1 | participant_id) + (1 | stimulus_id),50.0,44.702208458920644,6.403950675687726,31.87704810185429,55.718571831912755,0.104,False,False,False,laplace,0.0
real_loto__P021__trial_04,124,P021,group_01,P021__trial_04,P021__trial_04,lead_me,FM-1,B,lead_me_du_e,mix_271852ba8676,categorical_design,Stimulus baseline,rating ~ episode + group + (1 | participant_id) + (1 | stimulus_id),49.0,28.274381040307148,6.258975298026315,16.975440494642083,40.13224171602959,0.0,False,False,False,laplace,0.0
real_loto__P021__trial_04,124,P021,group_01,P021__trial_04,P021__trial_04,lead_me,FM-1,C,lead_me_pxl_l1,mix_d5b28dfc8a93,categorical_design,Stimulus baseline,rating ~ episode + group + (1 | participant_id) + (1 | stimulus_id),47.0,38.280549748608365,6.484452084120393,25.580712725069517,49.510312670233546,0.0,False,False,False,laplace,0.0
real_loto__P021__trial_04,124,P021,group_01,P021__trial_04,P021__trial_04,lead_me,FM-1,D,lead_me_mcg_pro2,mix_d3e3580b6e30,categorical_design,Stimulus baseline,rating ~ episode + group + (1 | participant_id) + (1 | stimulus_id),47.0,51.43477640891212,6.251982317646211,40.42412364753855,63.39695322686005,0.883,True,True,False,laplace,0.0
real_loto__P021__trial_04,124,P021,group_01,P021__trial_04,P021__trial_04,lead_me,FM-1,E,lead_me_pxl_l4,mix_c7d9a071ba25,categorical_design,Stimulus baseline,rating ~ episode + group + (1 | participant_id) + (1 | stimulus_id),49.0,40.1970731281479,6.306759937436524,27.991423451877147,51.03420082063844,0.013,False,False,False,laplace,0.0
