prediction_example_id,fold_id,participant_id,group,trial_id,target_trial_id,song_id,episode,presentation_label,stimulus_id,mix_id,baseline_model,model_label,formula,observed_rating,posterior_mean_expected_rating,posterior_expected_sd,posterior_expected_hdi_lower,posterior_expected_hdi_upper,posterior_probability_highest,is_predicted_winner,is_final_predicted_winner,is_exact_predicted_tie,fit_method,posterior_expected_draws_outside_0_100_prop
real_loto__P024__trial_01,139,P024,group_01,P024__trial_01,P024__trial_01,id_like_to_know,FM-1,A,id_like_to_know_pxl_s7,mix_b393d3919c78,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),30.0,46.40126929799396,6.4888869404880944,34.04121197588263,58.73191324491326,0.016,False,False,False,laplace,0.0
real_loto__P024__trial_01,139,P024,group_01,P024__trial_01,P024__trial_01,id_like_to_know,FM-1,B,id_like_to_know_pxl_s3,mix_65f41f41d3ab,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),77.0,50.67226485298309,6.5466246481720125,38.44978270987354,61.852173863318626,0.163,False,False,False,laplace,0.0
real_loto__P024__trial_01,139,P024,group_01,P024__trial_01,P024__trial_01,id_like_to_know,FM-1,C,id_like_to_know_pxl_s1,mix_9ffcd672af17,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),43.0,44.72807157641852,6.4800388237719195,32.51304125237759,56.812545183153894,0.01,False,False,False,laplace,0.0
real_loto__P024__trial_01,139,P024,group_01,P024__trial_01,P024__trial_01,id_like_to_know,FM-1,D,id_like_to_know_pxl_s5,mix_82d60d7c7fc5,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),15.0,39.417661367408954,6.695389808882878,28.227962923785807,53.65411061925028,0.0,False,False,False,laplace,0.0
real_loto__P024__trial_01,139,P024,group_01,P024__trial_01,P024__trial_01,id_like_to_know,FM-1,E,id_like_to_know_pxl_s2,mix_6f8b655d7999,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),86.0,55.70563396799716,6.359894559150902,44.00268614471812,67.55867372502308,0.811,True,True,False,laplace,0.0
