prediction_example_id,fold_id,participant_id,group,trial_id,target_trial_id,song_id,episode,presentation_label,stimulus_id,mix_id,baseline_model,model_label,formula,observed_rating,posterior_mean_expected_rating,posterior_expected_sd,posterior_expected_hdi_lower,posterior_expected_hdi_upper,posterior_probability_highest,is_predicted_winner,is_final_predicted_winner,is_exact_predicted_tie,fit_method,posterior_expected_draws_outside_0_100_prop
real_loto__P028__trial_04,166,P028,group_01,P028__trial_04,P028__trial_04,id_like_to_know,FM-1,A,id_like_to_know_pxl_s5,mix_82d60d7c7fc5,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),23.0,30.689119928049827,6.527995699854663,19.523751348794438,43.71674944404919,0.001,False,False,False,laplace,0.0
real_loto__P028__trial_04,166,P028,group_01,P028__trial_04,P028__trial_04,id_like_to_know,FM-1,B,id_like_to_know_pxl_s1,mix_9ffcd672af17,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),87.0,35.07472911756366,6.4137167796641,21.074863909037855,45.784286555081735,0.01,False,False,False,laplace,0.0
real_loto__P028__trial_04,166,P028,group_01,P028__trial_04,P028__trial_04,id_like_to_know,FM-1,C,id_like_to_know_pxl_s2,mix_6f8b655d7999,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),75.0,46.99733608408788,6.566499008795858,34.301206945707534,59.456528463811175,0.818,True,True,False,laplace,0.0
real_loto__P028__trial_04,166,P028,group_01,P028__trial_04,P028__trial_04,id_like_to_know,FM-1,D,id_like_to_know_pxl_s3,mix_65f41f41d3ab,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),96.0,41.67496008820623,6.2412251512063035,30.43074553914716,53.34849051201524,0.14,False,False,False,laplace,0.0
real_loto__P028__trial_04,166,P028,group_01,P028__trial_04,P028__trial_04,id_like_to_know,FM-1,E,id_like_to_know_pxl_s7,mix_b393d3919c78,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),10.0,37.857737081925094,6.606314612592393,26.498278643523427,50.1747620711748,0.031,False,False,False,laplace,0.0
