prediction_example_id,fold_id,participant_id,group,trial_id,target_trial_id,song_id,episode,presentation_label,stimulus_id,mix_id,baseline_model,model_label,formula,observed_rating,posterior_mean_expected_rating,posterior_expected_sd,posterior_expected_hdi_lower,posterior_expected_hdi_upper,posterior_probability_highest,is_predicted_winner,is_final_predicted_winner,is_exact_predicted_tie,fit_method,posterior_expected_draws_outside_0_100_prop
real_loto__P017__trial_06,102,P017,group_02,P017__trial_06,P017__trial_06,in_the_meantime,FM-1,A,in_the_meantime_du_h,mix_302f0efe8a80,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),73.0,70.3620111106412,6.56148177529276,58.273285352781976,82.74528240191745,0.989,True,True,False,laplace,0.0
real_loto__P017__trial_06,102,P017,group_02,P017__trial_06,P017__trial_06,in_the_meantime,FM-1,B,in_the_meantime_du_i,mix_9baa86357fd4,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),100.0,54.98600055404737,6.7173262737971156,41.75726106715014,66.11264689813329,0.002,False,False,False,laplace,0.0
real_loto__P017__trial_06,102,P017,group_02,P017__trial_06,P017__trial_06,in_the_meantime,FM-1,C,in_the_meantime_du_k,mix_56e65a3ce054,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),26.0,21.542426176246593,6.494027621545618,10.109101014011696,34.033591753685734,0.0,False,False,False,laplace,0.0
real_loto__P017__trial_06,102,P017,group_02,P017__trial_06,P017__trial_06,in_the_meantime,FM-1,D,in_the_meantime_qut_b,mix_c7bdcba64775,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),0.0,45.898785290723474,6.494042183049279,33.57127187250736,57.314508951896826,0.0,False,False,False,laplace,0.0
real_loto__P017__trial_06,102,P017,group_02,P017__trial_06,P017__trial_06,in_the_meantime,FM-1,E,in_the_meantime_qut_pro,mix_cdaef40f2b94,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),13.0,57.52988602486318,6.54909962635844,45.81481135850309,70.0246374842002,0.009,False,False,False,laplace,0.0
