prediction_example_id,fold_id,participant_id,group,trial_id,target_trial_id,song_id,episode,presentation_label,stimulus_id,mix_id,baseline_model,model_label,formula,observed_rating,posterior_mean_expected_rating,posterior_expected_sd,posterior_expected_hdi_lower,posterior_expected_hdi_upper,posterior_probability_highest,is_predicted_winner,is_final_predicted_winner,is_exact_predicted_tie,fit_method,posterior_expected_draws_outside_0_100_prop
real_loto__P024__trial_04,142,P024,group_01,P024__trial_04,P024__trial_04,lead_me,EDR-1,A,lead_me_mcg_pro2,mix_d3e3580b6e30,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),92.0,62.917041653972845,6.350878812060288,52.14904077002848,75.48951563112821,0.821,True,True,False,laplace,0.0
real_loto__P024__trial_04,142,P024,group_01,P024__trial_04,P024__trial_04,lead_me,EDR-1,B,lead_me_du_d,mix_f1f7973e5bac,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),7.0,57.72297129411454,6.140200179910788,46.1020653565973,68.84900222977633,0.165,False,False,False,laplace,0.0
real_loto__P024__trial_04,142,P024,group_01,P024__trial_04,P024__trial_04,lead_me,EDR-1,C,lead_me_pxl_l1,mix_d5b28dfc8a93,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),72.0,49.485176800856685,6.310828885987176,38.37239620947981,61.747540156219586,0.002,False,False,False,laplace,0.0
real_loto__P024__trial_04,142,P024,group_01,P024__trial_04,P024__trial_04,lead_me,EDR-1,D,lead_me_du_e,mix_271852ba8676,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),0.0,40.131643812387686,6.520204594574482,27.805492819689924,51.88873551666565,0.0,False,False,False,laplace,0.0
real_loto__P024__trial_04,142,P024,group_01,P024__trial_04,P024__trial_04,lead_me,EDR-1,E,lead_me_pxl_l4,mix_c7d9a071ba25,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),35.0,52.107917695035745,6.25514517662304,41.496046784621285,64.10878967778157,0.012,False,False,False,laplace,0.0
