prediction_example_id,fold_id,participant_id,group,trial_id,target_trial_id,song_id,episode,presentation_label,stimulus_id,mix_id,baseline_model,model_label,formula,observed_rating,posterior_mean_expected_rating,posterior_expected_sd,posterior_expected_hdi_lower,posterior_expected_hdi_upper,posterior_probability_highest,is_predicted_winner,is_final_predicted_winner,is_exact_predicted_tie,fit_method,posterior_expected_draws_outside_0_100_prop
real_loto__P003__trial_03,15,P003,group_01,P003__trial_03,P003__trial_03,lead_me,EDR-2,A,lead_me_pxl_l1,mix_d5b28dfc8a93,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),12.0,52.464147767411596,5.974559902014488,41.51414399825637,64.24218625469472,0.002,False,False,False,laplace,0.0
real_loto__P003__trial_03,15,P003,group_01,P003__trial_03,P003__trial_03,lead_me,EDR-2,B,lead_me_mcg_pro2,mix_d3e3580b6e30,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),31.0,65.86491354053777,6.598277523729394,54.51933936110878,78.99183567606673,0.916,True,True,False,laplace,0.0
real_loto__P003__trial_03,15,P003,group_01,P003__trial_03,P003__trial_03,lead_me,EDR-2,C,lead_me_pxl_l4,mix_c7d9a071ba25,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),25.0,53.786572400368236,6.2480826357057175,42.581089171520944,65.89787879028992,0.007,False,False,False,laplace,0.0
real_loto__P003__trial_03,15,P003,group_01,P003__trial_03,P003__trial_03,lead_me,EDR-2,D,lead_me_du_e,mix_271852ba8676,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),86.0,39.995060501189876,6.264805686232336,28.865362068400888,52.43518579473662,0.0,False,False,False,laplace,0.0
real_loto__P003__trial_03,15,P003,group_01,P003__trial_03,P003__trial_03,lead_me,EDR-2,E,lead_me_du_d,mix_f1f7973e5bac,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),73.0,57.949701877194016,6.238905149301837,45.61253001388835,69.39402302494403,0.075,False,False,False,laplace,0.0
