prediction_example_id,fold_id,participant_id,group,trial_id,target_trial_id,song_id,episode,presentation_label,stimulus_id,mix_id,baseline_model,model_label,formula,observed_rating,posterior_mean_expected_rating,posterior_expected_sd,posterior_expected_hdi_lower,posterior_expected_hdi_upper,posterior_probability_highest,is_predicted_winner,is_final_predicted_winner,is_exact_predicted_tie,fit_method,posterior_expected_draws_outside_0_100_prop
real_loto__P028__trial_02,164,P028,group_01,P028__trial_02,P028__trial_02,lead_me,EDR-2,A,lead_me_pxl_l1,mix_d5b28dfc8a93,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),94.0,41.90561324411964,6.420271004451912,30.011963714388607,53.186079000929475,0.001,False,False,False,laplace,0.0
real_loto__P028__trial_02,164,P028,group_01,P028__trial_02,P028__trial_02,lead_me,EDR-2,B,lead_me_du_e,mix_271852ba8676,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),8.0,32.62108185441319,6.539931647998969,21.296177623576966,45.34117193867039,0.0,False,False,False,laplace,0.0
real_loto__P028__trial_02,164,P028,group_01,P028__trial_02,P028__trial_02,lead_me,EDR-2,C,lead_me_du_d,mix_f1f7973e5bac,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),20.0,50.02108969471785,6.3185522670813965,37.99188972118195,61.69482315259184,0.123,False,False,False,laplace,0.0
real_loto__P028__trial_02,164,P028,group_01,P028__trial_02,P028__trial_02,lead_me,EDR-2,D,lead_me_pxl_l4,mix_c7d9a071ba25,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),69.0,43.737318461470785,6.384619458886473,32.856313408016206,56.7459656793551,0.007,False,False,False,laplace,0.0
real_loto__P028__trial_02,164,P028,group_01,P028__trial_02,P028__trial_02,lead_me,EDR-2,E,lead_me_mcg_pro2,mix_d3e3580b6e30,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),81.0,55.854525179044394,6.51280555913281,43.838780417930764,67.7354100313954,0.869,True,True,False,laplace,0.0
