prediction_example_id,fold_id,participant_id,group,trial_id,target_trial_id,song_id,episode,presentation_label,stimulus_id,mix_id,baseline_model,model_label,formula,observed_rating,posterior_mean_expected_rating,posterior_expected_sd,posterior_expected_hdi_lower,posterior_expected_hdi_upper,posterior_probability_highest,is_predicted_winner,is_final_predicted_winner,is_exact_predicted_tie,fit_method,posterior_expected_draws_outside_0_100_prop
real_loto__P022__trial_05,131,P022,group_01,P022__trial_05,P022__trial_05,lead_me,EDR-1,A,lead_me_pxl_l1,mix_d5b28dfc8a93,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),15.0,50.57336956565721,6.400069551468019,39.19651856399126,63.79910860987075,0.006,False,False,False,laplace,0.0
real_loto__P022__trial_05,131,P022,group_01,P022__trial_05,P022__trial_05,lead_me,EDR-1,B,lead_me_mcg_pro2,mix_d3e3580b6e30,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),93.0,62.93818204828682,6.208254495859633,50.96026034620352,74.02276069467466,0.869,True,True,False,laplace,0.0
real_loto__P022__trial_05,131,P022,group_01,P022__trial_05,P022__trial_05,lead_me,EDR-1,C,lead_me_pxl_l4,mix_c7d9a071ba25,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),39.0,51.69980915906932,6.478277132848009,38.738647191071856,63.39380628055072,0.011,False,False,False,laplace,0.0
real_loto__P022__trial_05,131,P022,group_01,P022__trial_05,P022__trial_05,lead_me,EDR-1,D,lead_me_du_d,mix_f1f7973e5bac,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),27.0,56.987879258312404,6.203579404408804,45.35487173760765,68.03368816303106,0.114,False,False,False,laplace,0.0
real_loto__P022__trial_05,131,P022,group_01,P022__trial_05,P022__trial_05,lead_me,EDR-1,E,lead_me_du_e,mix_271852ba8676,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),58.0,38.860538646666306,6.471989301187222,27.042262333329646,51.14149375219956,0.0,False,False,False,laplace,0.0
