prediction_example_id,fold_id,participant_id,group,trial_id,target_trial_id,song_id,episode,presentation_label,stimulus_id,mix_id,baseline_model,model_label,formula,observed_rating,posterior_mean_expected_rating,posterior_expected_sd,posterior_expected_hdi_lower,posterior_expected_hdi_upper,posterior_probability_highest,is_predicted_winner,is_final_predicted_winner,is_exact_predicted_tie,fit_method,posterior_expected_draws_outside_0_100_prop
real_loto__P015__trial_01,85,P015,group_01,P015__trial_01,P015__trial_01,lead_me,EDR-1,A,lead_me_pxl_l1,mix_d5b28dfc8a93,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),100.0,69.12855279993617,6.41850346527812,57.64746667711478,81.41234596311755,0.004,False,False,False,laplace,0.0
real_loto__P015__trial_01,85,P015,group_01,P015__trial_01,P015__trial_01,lead_me,EDR-1,B,lead_me_du_e,mix_271852ba8676,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),50.0,59.28825566453273,6.426815238482409,47.32164396111016,71.4622075133311,0.0,False,False,False,laplace,0.0
real_loto__P015__trial_01,85,P015,group_01,P015__trial_01,P015__trial_01,lead_me,EDR-1,C,lead_me_pxl_l4,mix_c7d9a071ba25,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),79.0,71.06122765999189,6.4373466323483814,59.466549490447406,83.74371128041565,0.007,False,False,False,laplace,0.0
real_loto__P015__trial_01,85,P015,group_01,P015__trial_01,P015__trial_01,lead_me,EDR-1,D,lead_me_du_d,mix_f1f7973e5bac,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),43.0,76.91181517343935,6.422572035301169,64.93898913859553,88.62632322082972,0.117,False,False,False,laplace,0.0
real_loto__P015__trial_01,85,P015,group_01,P015__trial_01,P015__trial_01,lead_me,EDR-1,E,lead_me_mcg_pro2,mix_d3e3580b6e30,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),89.0,83.13326668603176,6.528085121746386,69.11046434770086,94.29031107263187,0.872,True,True,False,laplace,0.004
