prediction_example_id,fold_id,participant_id,group,trial_id,target_trial_id,song_id,episode,presentation_label,stimulus_id,mix_id,baseline_model,model_label,formula,observed_rating,posterior_mean_expected_rating,posterior_expected_sd,posterior_expected_hdi_lower,posterior_expected_hdi_upper,posterior_probability_highest,is_predicted_winner,is_final_predicted_winner,is_exact_predicted_tie,fit_method,posterior_expected_draws_outside_0_100_prop
real_loto__P028__trial_01,163,P028,group_01,P028__trial_01,P028__trial_01,id_like_to_know,EDR-2,A,id_like_to_know_pxl_s2,mix_6f8b655d7999,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),75.0,60.8733116252964,6.481718392516113,48.90923475903176,72.63424204658094,0.824,True,True,False,laplace,0.0
real_loto__P028__trial_01,163,P028,group_01,P028__trial_01,P028__trial_01,id_like_to_know,EDR-2,B,id_like_to_know_pxl_s7,mix_b393d3919c78,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),19.0,51.481598209023,6.580511891977614,38.89536304645217,64.31544989293326,0.025,False,False,False,laplace,0.0
real_loto__P028__trial_01,163,P028,group_01,P028__trial_01,P028__trial_01,id_like_to_know,EDR-2,C,id_like_to_know_pxl_s5,mix_82d60d7c7fc5,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),9.0,44.474944329223234,6.335831155247647,31.045595303572377,55.63021379149595,0.0,False,False,False,laplace,0.0
real_loto__P028__trial_01,163,P028,group_01,P028__trial_01,P028__trial_01,id_like_to_know,EDR-2,D,id_like_to_know_pxl_s3,mix_65f41f41d3ab,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),91.0,55.269337726031665,6.489916421940808,41.85271937371167,66.14785487029499,0.132,False,False,False,laplace,0.0
real_loto__P028__trial_01,163,P028,group_01,P028__trial_01,P028__trial_01,id_like_to_know,EDR-2,E,id_like_to_know_pxl_s1,mix_9ffcd672af17,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),0.0,50.68450092437108,6.460286493236577,38.99477529890384,63.51968275178839,0.019,False,False,False,laplace,0.0
