prediction_example_id,fold_id,participant_id,group,trial_id,target_trial_id,song_id,episode,presentation_label,stimulus_id,mix_id,baseline_model,model_label,formula,observed_rating,posterior_mean_expected_rating,posterior_expected_sd,posterior_expected_hdi_lower,posterior_expected_hdi_upper,posterior_probability_highest,is_predicted_winner,is_final_predicted_winner,is_exact_predicted_tie,fit_method,posterior_expected_draws_outside_0_100_prop
real_loto__P025__trial_03,147,P025,group_01,P025__trial_03,P025__trial_03,id_like_to_know,FM-1,A,id_like_to_know_pxl_s3,mix_65f41f41d3ab,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),94.0,49.64891456783687,6.381675428563632,38.21751207508646,61.820359069877476,0.142,False,False,False,laplace,0.0
real_loto__P025__trial_03,147,P025,group_01,P025__trial_03,P025__trial_03,id_like_to_know,FM-1,B,id_like_to_know_pxl_s1,mix_9ffcd672af17,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),7.0,44.894420785648215,6.608196638786705,32.548664169091076,57.28301866138515,0.017,False,False,False,laplace,0.0
real_loto__P025__trial_03,147,P025,group_01,P025__trial_03,P025__trial_03,id_like_to_know,FM-1,C,id_like_to_know_pxl_s5,mix_82d60d7c7fc5,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),19.0,38.49602295206139,6.462536755306545,25.79527165825166,50.15426144334408,0.001,False,False,False,laplace,0.0
real_loto__P025__trial_03,147,P025,group_01,P025__trial_03,P025__trial_03,id_like_to_know,FM-1,D,id_like_to_know_pxl_s2,mix_6f8b655d7999,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),76.0,55.02635472135092,6.360369306517137,43.67988199003765,67.66931627410047,0.824,True,True,False,laplace,0.0
real_loto__P025__trial_03,147,P025,group_01,P025__trial_03,P025__trial_03,id_like_to_know,FM-1,E,id_like_to_know_pxl_s7,mix_b393d3919c78,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),64.0,44.954772858484034,6.4022984069342845,32.564766892273525,56.34413331164296,0.016,False,False,False,laplace,0.0
