prediction_example_id,fold_id,participant_id,group,trial_id,target_trial_id,song_id,episode,presentation_label,stimulus_id,mix_id,baseline_model,model_label,formula,observed_rating,posterior_mean_expected_rating,posterior_expected_sd,posterior_expected_hdi_lower,posterior_expected_hdi_upper,posterior_probability_highest,is_predicted_winner,is_final_predicted_winner,is_exact_predicted_tie,fit_method,posterior_expected_draws_outside_0_100_prop
real_loto__P008__trial_06,48,P008,group_01,P008__trial_06,P008__trial_06,lead_me,EDR-1,A,lead_me_pxl_l1,mix_d5b28dfc8a93,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),93.0,37.644012526781545,6.663425990189088,25.7670387078252,50.66101402435166,0.002,False,False,False,laplace,0.0
real_loto__P008__trial_06,48,P008,group_01,P008__trial_06,P008__trial_06,lead_me,EDR-1,B,lead_me_du_d,mix_f1f7973e5bac,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),26.0,45.8750207781807,6.404228452545845,34.79960904651539,58.84927616482793,0.11,False,False,False,laplace,0.0
real_loto__P008__trial_06,48,P008,group_01,P008__trial_06,P008__trial_06,lead_me,EDR-1,C,lead_me_mcg_pro2,mix_d3e3580b6e30,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),38.0,52.48210475849079,6.470703105918608,39.584353951903,63.612396231169505,0.884,True,True,False,laplace,0.0
real_loto__P008__trial_06,48,P008,group_01,P008__trial_06,P008__trial_06,lead_me,EDR-1,D,lead_me_pxl_l4,mix_c7d9a071ba25,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),49.0,40.06586436262689,6.4622340933645726,27.421718915415383,51.941900101366286,0.004,False,False,False,laplace,0.0
real_loto__P008__trial_06,48,P008,group_01,P008__trial_06,P008__trial_06,lead_me,EDR-1,E,lead_me_du_e,mix_271852ba8676,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),73.0,27.16122693454521,6.466540933788565,15.751506651477293,39.75581181408302,0.0,False,False,False,laplace,0.0
