prediction_example_id,fold_id,participant_id,group,trial_id,target_trial_id,song_id,episode,presentation_label,stimulus_id,mix_id,baseline_model,model_label,formula,observed_rating,posterior_mean_expected_rating,posterior_expected_sd,posterior_expected_hdi_lower,posterior_expected_hdi_upper,posterior_probability_highest,is_predicted_winner,is_final_predicted_winner,is_exact_predicted_tie,fit_method,posterior_expected_draws_outside_0_100_prop
real_loto__P003__trial_06,18,P003,group_01,P003__trial_06,P003__trial_06,lead_me,FM-1,A,lead_me_pxl_l4,mix_c7d9a071ba25,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),16.0,43.6647903286764,6.657206041648071,31.67622514827994,56.98357677088451,0.013,False,False,False,laplace,0.0
real_loto__P003__trial_06,18,P003,group_01,P003__trial_06,P003__trial_06,lead_me,FM-1,B,lead_me_du_e,mix_271852ba8676,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),86.0,29.996959301475407,6.704358255577154,16.613524793437776,41.274017415458886,0.0,False,False,False,laplace,0.0
real_loto__P003__trial_06,18,P003,group_01,P003__trial_06,P003__trial_06,lead_me,FM-1,C,lead_me_du_d,mix_f1f7973e5bac,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),31.0,48.54982734538846,6.464922475721827,36.28684486925371,60.79143618535073,0.1,False,False,False,laplace,0.0
real_loto__P003__trial_06,18,P003,group_01,P003__trial_06,P003__trial_06,lead_me,FM-1,D,lead_me_pxl_l1,mix_d5b28dfc8a93,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),41.0,41.46390758364869,6.42437966591007,29.26410859594438,53.259733490136675,0.002,False,False,False,laplace,0.0
real_loto__P003__trial_06,18,P003,group_01,P003__trial_06,P003__trial_06,lead_me,FM-1,E,lead_me_mcg_pro2,mix_d3e3580b6e30,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),55.0,55.18763479901262,6.575243595967338,42.24179160579417,66.73769514770807,0.885,True,True,False,laplace,0.0
