prediction_example_id,fold_id,participant_id,group,trial_id,target_trial_id,song_id,episode,presentation_label,stimulus_id,mix_id,baseline_model,model_label,formula,observed_rating,posterior_mean_expected_rating,posterior_expected_sd,posterior_expected_hdi_lower,posterior_expected_hdi_upper,posterior_probability_highest,is_predicted_winner,is_final_predicted_winner,is_exact_predicted_tie,fit_method,posterior_expected_draws_outside_0_100_prop
real_loto__P022__trial_03,129,P022,group_01,P022__trial_03,P022__trial_03,lead_me,FM-1,A,lead_me_pxl_l4,mix_c7d9a071ba25,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),31.0,46.61660696350527,6.423610482024199,34.6623476252705,58.4923974558193,0.009,False,False,False,laplace,0.0
real_loto__P022__trial_03,129,P022,group_01,P022__trial_03,P022__trial_03,lead_me,FM-1,B,lead_me_mcg_pro2,mix_d3e3580b6e30,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),100.0,57.44379054238851,6.539234408598124,46.844835614539164,71.27414901812206,0.831,True,True,False,laplace,0.0
real_loto__P022__trial_03,129,P022,group_01,P022__trial_03,P022__trial_03,lead_me,FM-1,C,lead_me_pxl_l1,mix_d5b28dfc8a93,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),13.0,45.43720068837375,6.53899290474257,33.5444197556737,58.489989163462795,0.003,False,False,False,laplace,0.0
real_loto__P022__trial_03,129,P022,group_01,P022__trial_03,P022__trial_03,lead_me,FM-1,D,lead_me_du_e,mix_271852ba8676,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),0.0,35.18405223724645,6.495280983193522,23.150727795731427,46.73037599610045,0.0,False,False,False,laplace,0.0
real_loto__P022__trial_03,129,P022,group_01,P022__trial_03,P022__trial_03,lead_me,FM-1,E,lead_me_du_d,mix_f1f7973e5bac,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),22.0,52.1899060833922,6.250498975701678,40.131327407643354,63.10554853266927,0.157,False,False,False,laplace,0.0
