prediction_example_id,fold_id,participant_id,group,trial_id,target_trial_id,song_id,episode,presentation_label,stimulus_id,mix_id,baseline_model,model_label,formula,observed_rating,posterior_mean_expected_rating,posterior_expected_sd,posterior_expected_hdi_lower,posterior_expected_hdi_upper,posterior_probability_highest,is_predicted_winner,is_final_predicted_winner,is_exact_predicted_tie,fit_method,posterior_expected_draws_outside_0_100_prop
real_loto__P016__trial_05,95,P016,group_01,P016__trial_05,P016__trial_05,lead_me,EDR-1,A,lead_me_du_e,mix_271852ba8676,categorical_design,Stimulus baseline,rating ~ episode + group + (1 | participant_id) + (1 | stimulus_id),49.0,36.71996921329542,6.451252195263912,23.922346056588133,48.32910307907835,0.0,False,False,False,laplace,0.0
real_loto__P016__trial_05,95,P016,group_01,P016__trial_05,P016__trial_05,lead_me,EDR-1,B,lead_me_du_d,mix_f1f7973e5bac,categorical_design,Stimulus baseline,rating ~ episode + group + (1 | participant_id) + (1 | stimulus_id),40.0,53.40912597237459,6.307465529991009,42.595884937899704,65.84862203573842,0.095,False,False,False,laplace,0.0
real_loto__P016__trial_05,95,P016,group_01,P016__trial_05,P016__trial_05,lead_me,EDR-1,C,lead_me_pxl_l4,mix_c7d9a071ba25,categorical_design,Stimulus baseline,rating ~ episode + group + (1 | participant_id) + (1 | stimulus_id),59.0,48.39151543723339,6.331387666436593,36.82563489532199,59.8115506195668,0.009,False,False,False,laplace,0.0
real_loto__P016__trial_05,95,P016,group_01,P016__trial_05,P016__trial_05,lead_me,EDR-1,D,lead_me_mcg_pro2,mix_d3e3580b6e30,categorical_design,Stimulus baseline,rating ~ episode + group + (1 | participant_id) + (1 | stimulus_id),30.0,60.354314244949386,6.582621853408864,47.03663442025534,71.71865131926899,0.894,True,True,False,laplace,0.0
real_loto__P016__trial_05,95,P016,group_01,P016__trial_05,P016__trial_05,lead_me,EDR-1,E,lead_me_pxl_l1,mix_d5b28dfc8a93,categorical_design,Stimulus baseline,rating ~ episode + group + (1 | participant_id) + (1 | stimulus_id),22.0,47.040518474212874,6.046082891040481,36.449552453965694,59.21033766039712,0.002,False,False,False,laplace,0.0
