prediction_example_id,fold_id,participant_id,group,trial_id,target_trial_id,song_id,episode,presentation_label,stimulus_id,mix_id,baseline_model,model_label,formula,observed_rating,posterior_mean_expected_rating,posterior_expected_sd,posterior_expected_hdi_lower,posterior_expected_hdi_upper,posterior_probability_highest,is_predicted_winner,is_final_predicted_winner,is_exact_predicted_tie,fit_method,posterior_expected_draws_outside_0_100_prop
real_loto__P025__trial_03,147,P025,group_01,P025__trial_03,P025__trial_03,id_like_to_know,FM-1,A,id_like_to_know_pxl_s3,mix_65f41f41d3ab,categorical_design,Stimulus baseline,rating ~ episode + group + (1 | participant_id) + (1 | stimulus_id),94.0,49.01428430959275,6.280575581296959,37.95620002780974,61.27729466539412,0.132,False,False,False,laplace,0.0
real_loto__P025__trial_03,147,P025,group_01,P025__trial_03,P025__trial_03,id_like_to_know,FM-1,B,id_like_to_know_pxl_s1,mix_9ffcd672af17,categorical_design,Stimulus baseline,rating ~ episode + group + (1 | participant_id) + (1 | stimulus_id),7.0,44.75818683270614,6.342586877523169,32.59541615317696,56.97082282406682,0.02,False,False,False,laplace,0.0
real_loto__P025__trial_03,147,P025,group_01,P025__trial_03,P025__trial_03,id_like_to_know,FM-1,C,id_like_to_know_pxl_s5,mix_82d60d7c7fc5,categorical_design,Stimulus baseline,rating ~ episode + group + (1 | participant_id) + (1 | stimulus_id),19.0,38.8235425871053,6.245104457362901,26.76591873087392,49.837891909072276,0.0,False,False,False,laplace,0.0
real_loto__P025__trial_03,147,P025,group_01,P025__trial_03,P025__trial_03,id_like_to_know,FM-1,D,id_like_to_know_pxl_s2,mix_6f8b655d7999,categorical_design,Stimulus baseline,rating ~ episode + group + (1 | participant_id) + (1 | stimulus_id),76.0,54.45323088048395,6.389567196314739,42.920718149770636,66.81050708750527,0.82,True,True,False,laplace,0.0
real_loto__P025__trial_03,147,P025,group_01,P025__trial_03,P025__trial_03,id_like_to_know,FM-1,E,id_like_to_know_pxl_s7,mix_b393d3919c78,categorical_design,Stimulus baseline,rating ~ episode + group + (1 | participant_id) + (1 | stimulus_id),64.0,44.988212577447946,6.424459562276566,32.856752275936195,56.7787556727515,0.028,False,False,False,laplace,0.0
