prediction_example_id,fold_id,participant_id,group,trial_id,target_trial_id,song_id,episode,presentation_label,stimulus_id,mix_id,baseline_model,model_label,formula,observed_rating,posterior_mean_expected_rating,posterior_expected_sd,posterior_expected_hdi_lower,posterior_expected_hdi_upper,posterior_probability_highest,is_predicted_winner,is_final_predicted_winner,is_exact_predicted_tie,fit_method,posterior_expected_draws_outside_0_100_prop
real_loto__P016__trial_01,91,P016,group_01,P016__trial_01,P016__trial_01,lead_me,FM-1,A,lead_me_pxl_l1,mix_d5b28dfc8a93,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),61.0,36.772828713897724,6.520903334607284,24.59020267171683,48.58284760926411,0.003,False,False,False,laplace,0.0
real_loto__P016__trial_01,91,P016,group_01,P016__trial_01,P016__trial_01,lead_me,FM-1,B,lead_me_du_d,mix_f1f7973e5bac,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),48.0,43.82379362968754,6.4519601118031815,33.345718744656054,57.377498007851116,0.093,False,False,False,laplace,0.0
real_loto__P016__trial_01,91,P016,group_01,P016__trial_01,P016__trial_01,lead_me,FM-1,C,lead_me_du_e,mix_271852ba8676,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),24.0,26.718049960998382,6.529241800593466,14.948700572585194,38.71435948816712,0.0,False,False,False,laplace,0.0
real_loto__P016__trial_01,91,P016,group_01,P016__trial_01,P016__trial_01,lead_me,FM-1,D,lead_me_pxl_l4,mix_c7d9a071ba25,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),75.0,38.03472866354616,6.684407953786464,25.249781804029773,49.638412499558264,0.0,False,False,False,laplace,0.0
real_loto__P016__trial_01,91,P016,group_01,P016__trial_01,P016__trial_01,lead_me,FM-1,E,lead_me_mcg_pro2,mix_d3e3580b6e30,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),48.0,51.19529519613597,6.511408749088222,38.057550682526376,62.64271884616415,0.904,True,True,False,laplace,0.0
