prediction_example_id,fold_id,participant_id,group,trial_id,target_trial_id,song_id,episode,presentation_label,stimulus_id,mix_id,baseline_model,model_label,formula,observed_rating,posterior_mean_expected_rating,posterior_expected_sd,posterior_expected_hdi_lower,posterior_expected_hdi_upper,posterior_probability_highest,is_predicted_winner,is_final_predicted_winner,is_exact_predicted_tie,fit_method,posterior_expected_draws_outside_0_100_prop
real_loto__P027__trial_06,162,P027,group_02,P027__trial_06,P027__trial_06,pouring_room,EDR-2,A,pouring_room_mcg_t,mix_be2ccd4c43ff,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),24.0,29.4118372036176,6.707510911927497,16.922547553632732,42.06550702275969,0.0,False,False,False,laplace,0.0
real_loto__P027__trial_06,162,P027,group_02,P027__trial_06,P027__trial_06,pouring_room,EDR-2,B,pouring_room_mcg_pro1,mix_132e75f34470,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),91.0,67.48631763470571,6.710789453632463,54.68980766314296,79.76968132303311,0.365,False,False,False,laplace,0.0
real_loto__P027__trial_06,162,P027,group_02,P027__trial_06,P027__trial_06,pouring_room,EDR-2,C,pouring_room_mcg_v,mix_e08faaf8bbb3,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),74.0,52.151311283589706,6.861737151655321,39.72693966591559,65.18332349841756,0.0,False,False,False,laplace,0.0
real_loto__P027__trial_06,162,P027,group_02,P027__trial_06,P027__trial_06,pouring_room,EDR-2,D,pouring_room_mcg_x,mix_cbf8555ee2b2,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),36.0,51.63623407168538,6.443153053452068,39.465272815628495,63.58379411744334,0.0,False,False,False,laplace,0.0
real_loto__P027__trial_06,162,P027,group_02,P027__trial_06,P027__trial_06,pouring_room,EDR-2,E,pouring_room_mcg_r,mix_0ba76f420c1d,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),82.0,69.60389223446018,6.665126213783501,58.18833829437362,83.1732111854435,0.635,True,True,False,laplace,0.0
