prediction_example_id,fold_id,participant_id,group,trial_id,target_trial_id,song_id,episode,presentation_label,stimulus_id,mix_id,baseline_model,model_label,formula,observed_rating,posterior_mean_expected_rating,posterior_expected_sd,posterior_expected_hdi_lower,posterior_expected_hdi_upper,posterior_probability_highest,is_predicted_winner,is_final_predicted_winner,is_exact_predicted_tie,fit_method,posterior_expected_draws_outside_0_100_prop
real_loto__P019__trial_05,113,P019,group_02,P019__trial_05,P019__trial_05,in_the_meantime,FM-1,A,in_the_meantime_du_h,mix_302f0efe8a80,categorical_design,Stimulus baseline,rating ~ episode + group + (1 | participant_id) + (1 | stimulus_id),100.0,66.34552789857912,6.451785977888859,54.025953107419284,77.71622640293705,0.978,True,True,False,laplace,0.0
real_loto__P019__trial_05,113,P019,group_02,P019__trial_05,P019__trial_05,in_the_meantime,FM-1,B,in_the_meantime_du_k,mix_56e65a3ce054,categorical_design,Stimulus baseline,rating ~ episode + group + (1 | participant_id) + (1 | stimulus_id),0.0,20.48142976316855,6.375090030612057,8.794024278269205,32.27073076025281,0.0,False,False,False,laplace,0.001
real_loto__P019__trial_05,113,P019,group_02,P019__trial_05,P019__trial_05,in_the_meantime,FM-1,C,in_the_meantime_du_i,mix_9baa86357fd4,categorical_design,Stimulus baseline,rating ~ episode + group + (1 | participant_id) + (1 | stimulus_id),94.0,53.457151856051425,6.424874818336221,41.314137053609656,65.4611531080487,0.01,False,False,False,laplace,0.0
real_loto__P019__trial_05,113,P019,group_02,P019__trial_05,P019__trial_05,in_the_meantime,FM-1,D,in_the_meantime_qut_b,mix_c7bdcba64775,categorical_design,Stimulus baseline,rating ~ episode + group + (1 | participant_id) + (1 | stimulus_id),11.0,42.435929019197545,6.468697682937052,30.756265272966832,54.16494637718933,0.0,False,False,False,laplace,0.0
real_loto__P019__trial_05,113,P019,group_02,P019__trial_05,P019__trial_05,in_the_meantime,FM-1,E,in_the_meantime_qut_pro,mix_cdaef40f2b94,categorical_design,Stimulus baseline,rating ~ episode + group + (1 | participant_id) + (1 | stimulus_id),76.0,53.18806284601676,6.73481243130753,40.908145163570936,65.63853426437785,0.012,False,False,False,laplace,0.0
