prediction_example_id,fold_id,participant_id,group,trial_id,target_trial_id,song_id,episode,presentation_label,stimulus_id,mix_id,baseline_model,model_label,formula,observed_rating,posterior_mean_expected_rating,posterior_expected_sd,posterior_expected_hdi_lower,posterior_expected_hdi_upper,posterior_probability_highest,is_predicted_winner,is_final_predicted_winner,is_exact_predicted_tie,fit_method,posterior_expected_draws_outside_0_100_prop
real_loto__P024__trial_06,144,P024,group_01,P024__trial_06,P024__trial_06,lead_me,EDR-2,A,lead_me_mcg_pro2,mix_d3e3580b6e30,categorical_design,Stimulus baseline,rating ~ episode + group + (1 | participant_id) + (1 | stimulus_id),100.0,59.68595600575251,6.111454031684682,48.32315005255323,70.81909913096543,0.871,True,True,False,laplace,0.0
real_loto__P024__trial_06,144,P024,group_01,P024__trial_06,P024__trial_06,lead_me,EDR-2,B,lead_me_pxl_l4,mix_c7d9a071ba25,categorical_design,Stimulus baseline,rating ~ episode + group + (1 | participant_id) + (1 | stimulus_id),66.0,49.02929602551453,6.269323687393465,37.89003201277875,60.79738786618585,0.014,False,False,False,laplace,0.0
real_loto__P024__trial_06,144,P024,group_01,P024__trial_06,P024__trial_06,lead_me,EDR-2,C,lead_me_du_e,mix_271852ba8676,categorical_design,Stimulus baseline,rating ~ episode + group + (1 | participant_id) + (1 | stimulus_id),0.0,38.238272973202065,6.26018304072212,27.5667468925542,50.605016949577085,0.0,False,False,False,laplace,0.0
real_loto__P024__trial_06,144,P024,group_01,P024__trial_06,P024__trial_06,lead_me,EDR-2,D,lead_me_du_d,mix_f1f7973e5bac,categorical_design,Stimulus baseline,rating ~ episode + group + (1 | participant_id) + (1 | stimulus_id),86.0,53.08896738936896,6.408339363641017,41.943048573363455,66.21762394488117,0.109,False,False,False,laplace,0.0
real_loto__P024__trial_06,144,P024,group_01,P024__trial_06,P024__trial_06,lead_me,EDR-2,E,lead_me_pxl_l1,mix_d5b28dfc8a93,categorical_design,Stimulus baseline,rating ~ episode + group + (1 | participant_id) + (1 | stimulus_id),75.0,46.58203578877468,6.343463479711206,34.90074715068715,58.43288152628034,0.006,False,False,False,laplace,0.0
