prediction_example_id,fold_id,participant_id,group,trial_id,target_trial_id,song_id,episode,presentation_label,stimulus_id,mix_id,baseline_model,model_label,formula,observed_rating,posterior_mean_expected_rating,posterior_expected_sd,posterior_expected_hdi_lower,posterior_expected_hdi_upper,posterior_probability_highest,is_predicted_winner,is_final_predicted_winner,is_exact_predicted_tie,fit_method,posterior_expected_draws_outside_0_100_prop
real_loto__P010__trial_04,58,P010,group_01,P010__trial_04,P010__trial_04,lead_me,EDR-1,A,lead_me_du_e,mix_271852ba8676,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),91.0,68.03700694729632,6.199243403834906,56.885237833989265,80.15336047471006,0.0,False,False,False,laplace,0.0
real_loto__P010__trial_04,58,P010,group_01,P010__trial_04,P010__trial_04,lead_me,EDR-1,B,lead_me_du_d,mix_f1f7973e5bac,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),64.0,86.24170670451802,6.46274941596696,74.28930903634867,97.3762518691166,0.104,False,False,False,laplace,0.017
real_loto__P010__trial_04,58,P010,group_01,P010__trial_04,P010__trial_04,lead_me,EDR-1,C,lead_me_pxl_l1,mix_d5b28dfc8a93,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),44.0,79.93958339561618,6.503910104232872,66.65191554064367,90.63374251705746,0.006,False,False,False,laplace,0.002
real_loto__P010__trial_04,58,P010,group_01,P010__trial_04,P010__trial_04,lead_me,EDR-1,D,lead_me_pxl_l4,mix_c7d9a071ba25,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),100.0,80.43793662791903,6.4909074745691875,67.70449584361779,91.69389533397744,0.006,False,False,False,laplace,0.002
real_loto__P010__trial_04,58,P010,group_01,P010__trial_04,P010__trial_04,lead_me,EDR-1,E,lead_me_mcg_pro2,mix_d3e3580b6e30,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),72.0,93.13800810021395,6.51930182472641,81.93720976336786,106.02227818544576,0.884,True,True,False,laplace,0.151
