prediction_example_id,fold_id,participant_id,group,trial_id,target_trial_id,song_id,episode,presentation_label,stimulus_id,mix_id,baseline_model,model_label,formula,observed_rating,posterior_mean_expected_rating,posterior_expected_sd,posterior_expected_hdi_lower,posterior_expected_hdi_upper,posterior_probability_highest,is_predicted_winner,is_final_predicted_winner,is_exact_predicted_tie,fit_method,posterior_expected_draws_outside_0_100_prop
real_loto__P018__trial_05,107,P018,group_02,P018__trial_05,P018__trial_05,pouring_room,EDR-1,A,pouring_room_mcg_r,mix_0ba76f420c1d,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),100.0,68.38243317072825,6.689188682382056,55.1599221571347,80.05180042813309,0.648,True,True,False,laplace,0.0
real_loto__P018__trial_05,107,P018,group_02,P018__trial_05,P018__trial_05,pouring_room,EDR-1,B,pouring_room_mcg_x,mix_cbf8555ee2b2,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),100.0,49.49717340833957,6.365549391706126,36.788836704327586,60.77106889453533,0.0,False,False,False,laplace,0.0
real_loto__P018__trial_05,107,P018,group_02,P018__trial_05,P018__trial_05,pouring_room,EDR-1,C,pouring_room_mcg_v,mix_e08faaf8bbb3,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),100.0,50.45522625123829,6.453752298739395,39.53469255536567,63.823948820186246,0.0,False,False,False,laplace,0.0
real_loto__P018__trial_05,107,P018,group_02,P018__trial_05,P018__trial_05,pouring_room,EDR-1,D,pouring_room_mcg_t,mix_be2ccd4c43ff,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),100.0,26.707493376533755,6.576837326689116,15.502790135183746,39.719719729656354,0.0,False,False,False,laplace,0.0
real_loto__P018__trial_05,107,P018,group_02,P018__trial_05,P018__trial_05,pouring_room,EDR-1,E,pouring_room_mcg_pro1,mix_132e75f34470,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),100.0,66.11900190390784,6.5889472010598675,54.398831176236925,78.57855580829812,0.352,False,False,False,laplace,0.0
