prediction_example_id,fold_id,participant_id,group,trial_id,target_trial_id,song_id,episode,presentation_label,stimulus_id,mix_id,baseline_model,model_label,formula,observed_rating,posterior_mean_expected_rating,posterior_expected_sd,posterior_expected_hdi_lower,posterior_expected_hdi_upper,posterior_probability_highest,is_predicted_winner,is_final_predicted_winner,is_exact_predicted_tie,fit_method,posterior_expected_draws_outside_0_100_prop
real_loto__P014__trial_02,80,P014,group_01,P014__trial_02,P014__trial_02,id_like_to_know,EDR-2,A,id_like_to_know_pxl_s2,mix_6f8b655d7999,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),21.0,70.06488902434153,6.315700454134568,57.60050192179319,80.7399950277601,0.862,True,True,False,laplace,0.0
real_loto__P014__trial_02,80,P014,group_01,P014__trial_02,P014__trial_02,id_like_to_know,EDR-2,B,id_like_to_know_pxl_s5,mix_82d60d7c7fc5,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),7.0,52.94142020479038,6.101571061584935,41.723128857343255,64.40490310214828,0.002,False,False,False,laplace,0.0
real_loto__P014__trial_02,80,P014,group_01,P014__trial_02,P014__trial_02,id_like_to_know,EDR-2,C,id_like_to_know_pxl_s1,mix_9ffcd672af17,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),55.0,57.60653693369815,6.359112218757529,45.93095247594454,69.21526663370115,0.01,False,False,False,laplace,0.0
real_loto__P014__trial_02,80,P014,group_01,P014__trial_02,P014__trial_02,id_like_to_know,EDR-2,D,id_like_to_know_pxl_s3,mix_65f41f41d3ab,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),83.0,63.781068068682956,6.338718431024354,52.10184344525753,75.71954001070635,0.118,False,False,False,laplace,0.0
real_loto__P014__trial_02,80,P014,group_01,P014__trial_02,P014__trial_02,id_like_to_know,EDR-2,E,id_like_to_know_pxl_s7,mix_b393d3919c78,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),100.0,57.93720228307712,6.148184668425774,45.280305681909255,68.48453429670634,0.008,False,False,False,laplace,0.0
