prediction_example_id,fold_id,participant_id,group,trial_id,target_trial_id,song_id,episode,presentation_label,stimulus_id,mix_id,baseline_model,model_label,formula,observed_rating,posterior_mean_expected_rating,posterior_expected_sd,posterior_expected_hdi_lower,posterior_expected_hdi_upper,posterior_probability_highest,is_predicted_winner,is_final_predicted_winner,is_exact_predicted_tie,fit_method,posterior_expected_draws_outside_0_100_prop
real_loto__P008__trial_06,48,P008,group_01,P008__trial_06,P008__trial_06,lead_me,EDR-1,A,lead_me_pxl_l1,mix_d5b28dfc8a93,categorical_design,Stimulus baseline,rating ~ episode + group + (1 | participant_id) + (1 | stimulus_id),93.0,37.90502753814869,6.15039223126667,26.405510638973155,49.160144163851285,0.0,False,False,False,laplace,0.0
real_loto__P008__trial_06,48,P008,group_01,P008__trial_06,P008__trial_06,lead_me,EDR-1,B,lead_me_du_d,mix_f1f7973e5bac,categorical_design,Stimulus baseline,rating ~ episode + group + (1 | participant_id) + (1 | stimulus_id),26.0,45.338023551254324,6.055261128543319,34.71139363616121,56.962219609648756,0.094,False,False,False,laplace,0.0
real_loto__P008__trial_06,48,P008,group_01,P008__trial_06,P008__trial_06,lead_me,EDR-1,C,lead_me_mcg_pro2,mix_d3e3580b6e30,categorical_design,Stimulus baseline,rating ~ episode + group + (1 | participant_id) + (1 | stimulus_id),38.0,52.25150394435901,6.125777495998488,40.700856842039514,62.71866399762408,0.898,True,True,False,laplace,0.0
real_loto__P008__trial_06,48,P008,group_01,P008__trial_06,P008__trial_06,lead_me,EDR-1,D,lead_me_pxl_l4,mix_c7d9a071ba25,categorical_design,Stimulus baseline,rating ~ episode + group + (1 | participant_id) + (1 | stimulus_id),49.0,40.536450182300136,6.1193297621054965,30.362225009401385,52.90797067855501,0.008,False,False,False,laplace,0.0
real_loto__P008__trial_06,48,P008,group_01,P008__trial_06,P008__trial_06,lead_me,EDR-1,E,lead_me_du_e,mix_271852ba8676,categorical_design,Stimulus baseline,rating ~ episode + group + (1 | participant_id) + (1 | stimulus_id),73.0,28.100037512802853,6.197767204866246,16.335382427270474,38.79622367939632,0.0,False,False,False,laplace,0.0
