prediction_example_id,fold_id,participant_id,group,trial_id,target_trial_id,song_id,episode,presentation_label,stimulus_id,mix_id,baseline_model,model_label,formula,observed_rating,posterior_mean_expected_rating,posterior_expected_sd,posterior_expected_hdi_lower,posterior_expected_hdi_upper,posterior_probability_highest,is_predicted_winner,is_final_predicted_winner,is_exact_predicted_tie,fit_method,posterior_expected_draws_outside_0_100_prop
real_loto__P003__trial_05,17,P003,group_01,P003__trial_05,P003__trial_05,id_like_to_know,FM-1,A,id_like_to_know_pxl_s3,mix_65f41f41d3ab,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),14.0,50.66672387396035,6.462643799437437,39.12024748537265,62.98896373231368,0.238,False,False,False,laplace,0.0
real_loto__P003__trial_05,17,P003,group_01,P003__trial_05,P003__trial_05,id_like_to_know,FM-1,B,id_like_to_know_pxl_s5,mix_82d60d7c7fc5,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),46.0,37.607424536903686,6.522702522051209,25.79139713523461,50.350284790650754,0.0,False,False,False,laplace,0.0
real_loto__P003__trial_05,17,P003,group_01,P003__trial_05,P003__trial_05,id_like_to_know,FM-1,C,id_like_to_know_pxl_s1,mix_9ffcd672af17,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),61.0,43.19355161405388,6.526070168947833,31.842228623476608,56.9768384110283,0.009,False,False,False,laplace,0.0
real_loto__P003__trial_05,17,P003,group_01,P003__trial_05,P003__trial_05,id_like_to_know,FM-1,D,id_like_to_know_pxl_s7,mix_b393d3919c78,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),87.0,43.938264263286705,6.334732203968512,33.160988586557444,56.279556286520496,0.012,False,False,False,laplace,0.0
real_loto__P003__trial_05,17,P003,group_01,P003__trial_05,P003__trial_05,id_like_to_know,FM-1,E,id_like_to_know_pxl_s2,mix_6f8b655d7999,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),78.0,54.31005454735125,6.463915166868455,43.254630245235774,66.85005533358358,0.741,True,True,False,laplace,0.0
