prediction_example_id,fold_id,participant_id,group,trial_id,target_trial_id,song_id,episode,presentation_label,stimulus_id,mix_id,baseline_model,model_label,formula,observed_rating,posterior_mean_expected_rating,posterior_expected_sd,posterior_expected_hdi_lower,posterior_expected_hdi_upper,posterior_probability_highest,is_predicted_winner,is_final_predicted_winner,is_exact_predicted_tie,fit_method,posterior_expected_draws_outside_0_100_prop
real_loto__P008__trial_03,45,P008,group_01,P008__trial_03,P008__trial_03,lead_me,EDR-2,A,lead_me_mcg_pro2,mix_d3e3580b6e30,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),71.0,58.6339620313876,6.6325444878057285,46.11323628026177,71.253835937055,0.859,True,True,False,laplace,0.0
real_loto__P008__trial_03,45,P008,group_01,P008__trial_03,P008__trial_03,lead_me,EDR-2,B,lead_me_pxl_l4,mix_c7d9a071ba25,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),31.0,47.35351868059844,6.5798864115133995,33.53111620229534,58.38351913973962,0.014,False,False,False,laplace,0.0
real_loto__P008__trial_03,45,P008,group_01,P008__trial_03,P008__trial_03,lead_me,EDR-2,C,lead_me_du_e,mix_271852ba8676,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),8.0,35.42890562026142,6.335695048064042,24.3874511205002,47.92646075590814,0.0,False,False,False,laplace,0.0
real_loto__P008__trial_03,45,P008,group_01,P008__trial_03,P008__trial_03,lead_me,EDR-2,D,lead_me_du_d,mix_f1f7973e5bac,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),48.0,52.23263096584159,6.427755615625922,40.81798464405864,63.97039530296026,0.124,False,False,False,laplace,0.0
real_loto__P008__trial_03,45,P008,group_01,P008__trial_03,P008__trial_03,lead_me,EDR-2,E,lead_me_pxl_l1,mix_d5b28dfc8a93,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),17.0,45.950247516206566,6.414813966444511,32.834657618901694,56.61521341094352,0.003,False,False,False,laplace,0.0
