prediction_example_id,fold_id,participant_id,group,trial_id,target_trial_id,song_id,episode,presentation_label,stimulus_id,mix_id,baseline_model,model_label,formula,observed_rating,posterior_mean_expected_rating,posterior_expected_sd,posterior_expected_hdi_lower,posterior_expected_hdi_upper,posterior_probability_highest,is_predicted_winner,is_final_predicted_winner,is_exact_predicted_tie,fit_method,posterior_expected_draws_outside_0_100_prop
real_loto__P029__trial_04,172,P029,group_02,P029__trial_04,P029__trial_04,in_the_meantime,EDR-2,A,in_the_meantime_qut_pro,mix_cdaef40f2b94,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),32.0,54.37049107060097,6.7031780113323185,42.56753081795027,67.28159399293345,0.021,False,False,False,laplace,0.0
real_loto__P029__trial_04,172,P029,group_02,P029__trial_04,P029__trial_04,in_the_meantime,EDR-2,B,in_the_meantime_du_k,mix_56e65a3ce054,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),0.0,19.34888083430021,6.586737134958427,7.513008791838168,31.009978783258063,0.0,False,False,False,laplace,0.002
real_loto__P029__trial_04,172,P029,group_02,P029__trial_04,P029__trial_04,in_the_meantime,EDR-2,C,in_the_meantime_du_h,mix_302f0efe8a80,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),100.0,66.8022887850544,6.597008758888972,53.950254250548326,78.87416387111661,0.972,True,True,False,laplace,0.0
real_loto__P029__trial_04,172,P029,group_02,P029__trial_04,P029__trial_04,in_the_meantime,EDR-2,D,in_the_meantime_qut_b,mix_c7bdcba64775,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),93.0,41.182091688019895,6.560335918037467,28.858045863406993,53.6662554746207,0.0,False,False,False,laplace,0.0
real_loto__P029__trial_04,172,P029,group_02,P029__trial_04,P029__trial_04,in_the_meantime,EDR-2,E,in_the_meantime_du_i,mix_9baa86357fd4,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),7.0,54.23137160134489,6.693007635715056,42.13145195266155,67.22931223096384,0.007,False,False,False,laplace,0.0
