prediction_example_id,fold_id,participant_id,group,trial_id,target_trial_id,song_id,episode,presentation_label,stimulus_id,mix_id,baseline_model,model_label,formula,observed_rating,posterior_mean_expected_rating,posterior_expected_sd,posterior_expected_hdi_lower,posterior_expected_hdi_upper,posterior_probability_highest,is_predicted_winner,is_final_predicted_winner,is_exact_predicted_tie,fit_method,posterior_expected_draws_outside_0_100_prop
real_loto__P014__trial_06,84,P014,group_01,P014__trial_06,P014__trial_06,lead_me,EDR-1,A,lead_me_du_e,mix_271852ba8676,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),4.0,41.42752702251036,6.2902893159470485,28.96483486679916,52.25830629927954,0.0,False,False,False,laplace,0.0
real_loto__P014__trial_06,84,P014,group_01,P014__trial_06,P014__trial_06,lead_me,EDR-1,B,lead_me_pxl_l1,mix_d5b28dfc8a93,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),76.0,50.7557296539128,6.318550151997631,37.53336743829347,61.72950974094488,0.004,False,False,False,laplace,0.0
real_loto__P014__trial_06,84,P014,group_01,P014__trial_06,P014__trial_06,lead_me,EDR-1,C,lead_me_pxl_l4,mix_c7d9a071ba25,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),61.0,52.89255986201846,6.308154288151887,41.40960657046896,65.1077722009061,0.003,False,False,False,laplace,0.0
real_loto__P014__trial_06,84,P014,group_01,P014__trial_06,P014__trial_06,lead_me,EDR-1,D,lead_me_du_d,mix_f1f7973e5bac,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),17.0,58.81554834471609,6.203231817760242,46.186921039974315,69.23972188257352,0.154,False,False,False,laplace,0.0
real_loto__P014__trial_06,84,P014,group_01,P014__trial_06,P014__trial_06,lead_me,EDR-1,E,lead_me_mcg_pro2,mix_d3e3580b6e30,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),100.0,64.24972809904789,6.219765727366064,52.41888370946449,75.83462740165865,0.839,True,True,False,laplace,0.0
