prediction_example_id,fold_id,participant_id,group,trial_id,target_trial_id,song_id,episode,presentation_label,stimulus_id,mix_id,baseline_model,model_label,formula,observed_rating,posterior_mean_expected_rating,posterior_expected_sd,posterior_expected_hdi_lower,posterior_expected_hdi_upper,posterior_probability_highest,is_predicted_winner,is_final_predicted_winner,is_exact_predicted_tie,fit_method,posterior_expected_draws_outside_0_100_prop
real_loto__P023__trial_03,135,P023,group_02,P023__trial_03,P023__trial_03,in_the_meantime,EDR-1,A,in_the_meantime_qut_b,mix_c7bdcba64775,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),87.0,46.76406017283202,6.743907414797042,33.23298336545167,58.5653433845428,0.0,False,False,False,laplace,0.0
real_loto__P023__trial_03,135,P023,group_02,P023__trial_03,P023__trial_03,in_the_meantime,EDR-1,B,in_the_meantime_du_h,mix_302f0efe8a80,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),79.0,72.50767592469775,6.7160292318073695,59.93354172457002,85.27817680903799,0.977,True,True,False,laplace,0.0
real_loto__P023__trial_03,135,P023,group_02,P023__trial_03,P023__trial_03,in_the_meantime,EDR-1,C,in_the_meantime_du_k,mix_56e65a3ce054,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),5.0,24.77465157050136,6.778918988228904,11.745014144314553,37.320435463280134,0.0,False,False,False,laplace,0.0
real_loto__P023__trial_03,135,P023,group_02,P023__trial_03,P023__trial_03,in_the_meantime,EDR-1,D,in_the_meantime_qut_pro,mix_cdaef40f2b94,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),17.0,60.152272023295126,6.736806610630727,47.33511553058322,72.91910330014716,0.014,False,False,False,laplace,0.0
real_loto__P023__trial_03,135,P023,group_02,P023__trial_03,P023__trial_03,in_the_meantime,EDR-1,E,in_the_meantime_du_i,mix_9baa86357fd4,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),61.0,58.246421150245425,6.70614128548922,45.76124230800896,71.46182309051184,0.009,False,False,False,laplace,0.0
