prediction_example_id,fold_id,participant_id,group,trial_id,target_trial_id,song_id,episode,presentation_label,stimulus_id,mix_id,baseline_model,model_label,formula,observed_rating,posterior_mean_expected_rating,posterior_expected_sd,posterior_expected_hdi_lower,posterior_expected_hdi_upper,posterior_probability_highest,is_predicted_winner,is_final_predicted_winner,is_exact_predicted_tie,fit_method,posterior_expected_draws_outside_0_100_prop
real_loto__P014__trial_03,81,P014,group_01,P014__trial_03,P014__trial_03,lead_me,FM-1,A,lead_me_du_e,mix_271852ba8676,categorical_design,Stimulus baseline,rating ~ episode + group + (1 | participant_id) + (1 | stimulus_id),44.0,32.67457888593791,6.54774023315096,20.502236382239413,45.227645930841156,0.0,False,False,False,laplace,0.0
real_loto__P014__trial_03,81,P014,group_01,P014__trial_03,P014__trial_03,lead_me,FM-1,B,lead_me_mcg_pro2,mix_d3e3580b6e30,categorical_design,Stimulus baseline,rating ~ episode + group + (1 | participant_id) + (1 | stimulus_id),60.0,55.59095133418038,5.955671747704543,44.01548693371552,67.30471760337389,0.853,True,True,False,laplace,0.0
real_loto__P014__trial_03,81,P014,group_01,P014__trial_03,P014__trial_03,lead_me,FM-1,C,lead_me_du_d,mix_f1f7973e5bac,categorical_design,Stimulus baseline,rating ~ episode + group + (1 | participant_id) + (1 | stimulus_id),11.0,49.965445034148985,6.495505190487685,37.04703212607737,61.65876112322826,0.142,False,False,False,laplace,0.0
real_loto__P014__trial_03,81,P014,group_01,P014__trial_03,P014__trial_03,lead_me,FM-1,D,lead_me_pxl_l4,mix_c7d9a071ba25,categorical_design,Stimulus baseline,rating ~ episode + group + (1 | participant_id) + (1 | stimulus_id),76.0,44.058280142598115,6.286012494725856,32.028358140864356,55.1714466239264,0.004,False,False,False,laplace,0.0
real_loto__P014__trial_03,81,P014,group_01,P014__trial_03,P014__trial_03,lead_me,FM-1,E,lead_me_pxl_l1,mix_d5b28dfc8a93,categorical_design,Stimulus baseline,rating ~ episode + group + (1 | participant_id) + (1 | stimulus_id),100.0,41.798714010180454,6.529310818513738,28.43612125895468,52.80616169119326,0.001,False,False,False,laplace,0.0
