prediction_example_id,fold_id,participant_id,group,trial_id,target_trial_id,song_id,episode,presentation_label,stimulus_id,mix_id,baseline_model,model_label,formula,observed_rating,posterior_mean_expected_rating,posterior_expected_sd,posterior_expected_hdi_lower,posterior_expected_hdi_upper,posterior_probability_highest,is_predicted_winner,is_final_predicted_winner,is_exact_predicted_tie,fit_method,posterior_expected_draws_outside_0_100_prop
real_loto__P018__trial_03,105,P018,group_02,P018__trial_03,P018__trial_03,pouring_room,FM-1,A,pouring_room_mcg_v,mix_e08faaf8bbb3,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),0.0,64.27402514967689,6.599050816320179,52.753819576389766,76.73093984175598,0.0,False,False,False,laplace,0.0
real_loto__P018__trial_03,105,P018,group_02,P018__trial_03,P018__trial_03,pouring_room,FM-1,B,pouring_room_mcg_pro1,mix_132e75f34470,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),0.0,79.77930028815781,6.292131439248727,67.71205413894394,90.45726861924824,0.337,False,False,False,laplace,0.001
real_loto__P018__trial_03,105,P018,group_02,P018__trial_03,P018__trial_03,pouring_room,FM-1,C,pouring_room_mcg_t,mix_be2ccd4c43ff,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),0.0,40.35825819799859,6.40827915921291,28.338793961837013,52.50861721034678,0.0,False,False,False,laplace,0.0
real_loto__P018__trial_03,105,P018,group_02,P018__trial_03,P018__trial_03,pouring_room,FM-1,D,pouring_room_mcg_r,mix_0ba76f420c1d,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),0.0,82.05623365347175,6.469886858489612,69.96970132975989,94.13262234815744,0.663,True,True,False,laplace,0.002
real_loto__P018__trial_03,105,P018,group_02,P018__trial_03,P018__trial_03,pouring_room,FM-1,E,pouring_room_mcg_x,mix_cbf8555ee2b2,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),0.0,63.16007561435072,6.514583656208079,51.25713414741137,75.24218292418468,0.0,False,False,False,laplace,0.0
