prediction_example_id,fold_id,participant_id,group,trial_id,target_trial_id,song_id,episode,presentation_label,stimulus_id,mix_id,baseline_model,model_label,formula,observed_rating,posterior_mean_expected_rating,posterior_expected_sd,posterior_expected_hdi_lower,posterior_expected_hdi_upper,posterior_probability_highest,is_predicted_winner,is_final_predicted_winner,is_exact_predicted_tie,fit_method,posterior_expected_draws_outside_0_100_prop
real_loto__P028__trial_02,164,P028,group_01,P028__trial_02,P028__trial_02,lead_me,EDR-2,A,lead_me_pxl_l1,mix_d5b28dfc8a93,categorical_design,Stimulus baseline,rating ~ episode + group + (1 | participant_id) + (1 | stimulus_id),94.0,41.664024706620076,6.529324052658571,28.62790696189439,53.74804475300394,0.004,False,False,False,laplace,0.0
real_loto__P028__trial_02,164,P028,group_01,P028__trial_02,P028__trial_02,lead_me,EDR-2,B,lead_me_du_e,mix_271852ba8676,categorical_design,Stimulus baseline,rating ~ episode + group + (1 | participant_id) + (1 | stimulus_id),8.0,33.398141142383,6.3173399715833085,22.581780247594768,45.73641671909796,0.0,False,False,False,laplace,0.0
real_loto__P028__trial_02,164,P028,group_01,P028__trial_02,P028__trial_02,lead_me,EDR-2,C,lead_me_du_d,mix_f1f7973e5bac,categorical_design,Stimulus baseline,rating ~ episode + group + (1 | participant_id) + (1 | stimulus_id),20.0,49.39449006791027,6.288015261901324,39.018798183979364,62.6033425005846,0.139,False,False,False,laplace,0.0
real_loto__P028__trial_02,164,P028,group_01,P028__trial_02,P028__trial_02,lead_me,EDR-2,D,lead_me_pxl_l4,mix_c7d9a071ba25,categorical_design,Stimulus baseline,rating ~ episode + group + (1 | participant_id) + (1 | stimulus_id),69.0,43.8890298176121,6.446439825435876,30.748794574802915,55.27539501133859,0.012,False,False,False,laplace,0.0
real_loto__P028__trial_02,164,P028,group_01,P028__trial_02,P028__trial_02,lead_me,EDR-2,E,lead_me_mcg_pro2,mix_d3e3580b6e30,categorical_design,Stimulus baseline,rating ~ episode + group + (1 | participant_id) + (1 | stimulus_id),81.0,55.02578912606211,6.447703513218493,42.859740773683285,66.32861445382842,0.845,True,True,False,laplace,0.0
