prediction_example_id,fold_id,participant_id,group,trial_id,target_trial_id,song_id,episode,presentation_label,stimulus_id,mix_id,baseline_model,model_label,formula,observed_rating,posterior_mean_expected_rating,posterior_expected_sd,posterior_expected_hdi_lower,posterior_expected_hdi_upper,posterior_probability_highest,is_predicted_winner,is_final_predicted_winner,is_exact_predicted_tie,fit_method,posterior_expected_draws_outside_0_100_prop
real_loto__P023__trial_02,134,P023,group_02,P023__trial_02,P023__trial_02,in_the_meantime,FM-1,A,in_the_meantime_du_k,mix_56e65a3ce054,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),7.0,18.57266830661445,6.289537474581857,6.021951037491725,29.204453865371455,0.0,False,False,False,laplace,0.001
real_loto__P023__trial_02,134,P023,group_02,P023__trial_02,P023__trial_02,in_the_meantime,FM-1,B,in_the_meantime_qut_b,mix_c7bdcba64775,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),17.0,42.076402347505194,6.306683558131432,29.685945216807667,53.02026208636015,0.0,False,False,False,laplace,0.0
real_loto__P023__trial_02,134,P023,group_02,P023__trial_02,P023__trial_02,in_the_meantime,FM-1,C,in_the_meantime_du_i,mix_9baa86357fd4,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),75.0,51.99319944545775,6.583380154342156,39.17214508549791,63.53374808056577,0.008,False,False,False,laplace,0.0
real_loto__P023__trial_02,134,P023,group_02,P023__trial_02,P023__trial_02,in_the_meantime,FM-1,D,in_the_meantime_du_h,mix_302f0efe8a80,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),95.0,66.09031157061379,6.419503864778715,52.52082458143265,76.64924030601765,0.977,True,True,False,laplace,0.0
real_loto__P023__trial_02,134,P023,group_02,P023__trial_02,P023__trial_02,in_the_meantime,FM-1,E,in_the_meantime_qut_pro,mix_cdaef40f2b94,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),25.0,53.74319878968652,6.456010469436789,41.91424248455353,65.29545173224984,0.015,False,False,False,laplace,0.0
