prediction_example_id,fold_id,participant_id,group,trial_id,target_trial_id,song_id,episode,presentation_label,stimulus_id,mix_id,baseline_model,model_label,formula,observed_rating,posterior_mean_expected_rating,posterior_expected_sd,posterior_expected_hdi_lower,posterior_expected_hdi_upper,posterior_probability_highest,is_predicted_winner,is_final_predicted_winner,is_exact_predicted_tie,fit_method,posterior_expected_draws_outside_0_100_prop
real_loto__P022__trial_03,129,P022,group_01,P022__trial_03,P022__trial_03,lead_me,FM-1,A,lead_me_pxl_l4,mix_c7d9a071ba25,categorical_design,Stimulus baseline,rating ~ episode + group + (1 | participant_id) + (1 | stimulus_id),31.0,47.293035177518775,6.319835798108697,36.128828088142704,59.574268796993714,0.015,False,False,False,laplace,0.0
real_loto__P022__trial_03,129,P022,group_01,P022__trial_03,P022__trial_03,lead_me,FM-1,B,lead_me_mcg_pro2,mix_d3e3580b6e30,categorical_design,Stimulus baseline,rating ~ episode + group + (1 | participant_id) + (1 | stimulus_id),100.0,57.29243375077873,6.321710024143676,45.535489162869865,68.44155325857913,0.835,True,True,False,laplace,0.0
real_loto__P022__trial_03,129,P022,group_01,P022__trial_03,P022__trial_03,lead_me,FM-1,C,lead_me_pxl_l1,mix_d5b28dfc8a93,categorical_design,Stimulus baseline,rating ~ episode + group + (1 | participant_id) + (1 | stimulus_id),13.0,45.55548831993302,6.3943586528133,33.26636624833287,57.1829426308157,0.001,False,False,False,laplace,0.0
real_loto__P022__trial_03,129,P022,group_01,P022__trial_03,P022__trial_03,lead_me,FM-1,D,lead_me_du_e,mix_271852ba8676,categorical_design,Stimulus baseline,rating ~ episode + group + (1 | participant_id) + (1 | stimulus_id),0.0,35.86351402178303,6.29898693598033,23.778568975582992,47.43148883831587,0.0,False,False,False,laplace,0.0
real_loto__P022__trial_03,129,P022,group_01,P022__trial_03,P022__trial_03,lead_me,FM-1,E,lead_me_du_d,mix_f1f7973e5bac,categorical_design,Stimulus baseline,rating ~ episode + group + (1 | participant_id) + (1 | stimulus_id),22.0,51.87033309067921,6.4105229278406615,41.02173472089024,64.55436779692127,0.149,False,False,False,laplace,0.0
