prediction_example_id,fold_id,participant_id,group,trial_id,target_trial_id,song_id,episode,presentation_label,stimulus_id,mix_id,baseline_model,model_label,formula,observed_rating,posterior_mean_expected_rating,posterior_expected_sd,posterior_expected_hdi_lower,posterior_expected_hdi_upper,posterior_probability_highest,is_predicted_winner,is_final_predicted_winner,is_exact_predicted_tie,fit_method,posterior_expected_draws_outside_0_100_prop
real_loto__P016__trial_05,95,P016,group_01,P016__trial_05,P016__trial_05,lead_me,EDR-1,A,lead_me_du_e,mix_271852ba8676,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),49.0,36.07431063692944,6.325898640540641,25.000270732966136,48.414729569021155,0.0,False,False,False,laplace,0.0
real_loto__P016__trial_05,95,P016,group_01,P016__trial_05,P016__trial_05,lead_me,EDR-1,B,lead_me_du_d,mix_f1f7973e5bac,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),40.0,53.80652962580057,6.3275393967686036,41.38891989062017,65.514710294546,0.083,False,False,False,laplace,0.0
real_loto__P016__trial_05,95,P016,group_01,P016__trial_05,P016__trial_05,lead_me,EDR-1,C,lead_me_pxl_l4,mix_c7d9a071ba25,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),59.0,48.170316466241815,6.213916928651243,36.4418925594632,59.22794031172338,0.007,False,False,False,laplace,0.0
real_loto__P016__trial_05,95,P016,group_01,P016__trial_05,P016__trial_05,lead_me,EDR-1,D,lead_me_mcg_pro2,mix_d3e3580b6e30,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),30.0,61.00769619588108,6.356185754371182,49.82579036867527,73.30869295585137,0.907,True,True,False,laplace,0.0
real_loto__P016__trial_05,95,P016,group_01,P016__trial_05,P016__trial_05,lead_me,EDR-1,E,lead_me_pxl_l1,mix_d5b28dfc8a93,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),22.0,47.24213772328841,6.3116101329224,35.527213694448335,58.55603992729699,0.003,False,False,False,laplace,0.0
