prediction_example_id,fold_id,participant_id,group,trial_id,target_trial_id,song_id,episode,presentation_label,stimulus_id,mix_id,baseline_model,model_label,formula,observed_rating,posterior_mean_expected_rating,posterior_expected_sd,posterior_expected_hdi_lower,posterior_expected_hdi_upper,posterior_probability_highest,is_predicted_winner,is_final_predicted_winner,is_exact_predicted_tie,fit_method,posterior_expected_draws_outside_0_100_prop
real_loto__P020__trial_06,120,P020,group_02,P020__trial_06,P020__trial_06,pouring_room,EDR-1,A,pouring_room_mcg_r,mix_0ba76f420c1d,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),97.0,88.36281594424868,6.882857814340163,76.1597268358255,102.09879582250724,0.605,True,True,False,laplace,0.05
real_loto__P020__trial_06,120,P020,group_02,P020__trial_06,P020__trial_06,pouring_room,EDR-1,B,pouring_room_mcg_x,mix_cbf8555ee2b2,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),84.0,69.69201426583618,6.826558936003505,56.92615806425122,82.31677656424331,0.001,False,False,False,laplace,0.0
real_loto__P020__trial_06,120,P020,group_02,P020__trial_06,P020__trial_06,pouring_room,EDR-1,C,pouring_room_mcg_pro1,mix_132e75f34470,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),78.0,86.8626080009936,6.7287603706535295,75.09570681193664,99.51557442607348,0.394,False,False,False,laplace,0.022
real_loto__P020__trial_06,120,P020,group_02,P020__trial_06,P020__trial_06,pouring_room,EDR-1,D,pouring_room_mcg_t,mix_be2ccd4c43ff,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),69.0,47.62765678878872,6.926415380079101,35.121556988169715,60.41970650740119,0.0,False,False,False,laplace,0.0
real_loto__P020__trial_06,120,P020,group_02,P020__trial_06,P020__trial_06,pouring_room,EDR-1,E,pouring_room_mcg_v,mix_e08faaf8bbb3,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),88.0,71.38164310618578,6.862747962244205,58.00881228775332,83.69360927359688,0.0,False,False,False,laplace,0.0
