prediction_example_id,fold_id,participant_id,group,trial_id,target_trial_id,song_id,episode,presentation_label,stimulus_id,mix_id,baseline_model,model_label,formula,observed_rating,posterior_mean_expected_rating,posterior_expected_sd,posterior_expected_hdi_lower,posterior_expected_hdi_upper,posterior_probability_highest,is_predicted_winner,is_final_predicted_winner,is_exact_predicted_tie,fit_method,posterior_expected_draws_outside_0_100_prop
real_loto__P021__trial_05,125,P021,group_01,P021__trial_05,P021__trial_05,lead_me,EDR-2,A,lead_me_du_e,mix_271852ba8676,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),47.0,38.54607629992781,6.5767083479413335,25.867947489201867,50.88410647313271,0.0,False,False,False,laplace,0.0
real_loto__P021__trial_05,125,P021,group_01,P021__trial_05,P021__trial_05,lead_me,EDR-2,B,lead_me_pxl_l1,mix_d5b28dfc8a93,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),47.0,49.27029145226437,6.564103963678252,36.29008752398562,61.5890594952039,0.0,False,False,False,laplace,0.0
real_loto__P021__trial_05,125,P021,group_01,P021__trial_05,P021__trial_05,lead_me,EDR-2,C,lead_me_pxl_l4,mix_c7d9a071ba25,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),46.0,51.11825057108299,6.264167659193861,40.427605199063144,63.38570578393314,0.005,False,False,False,laplace,0.0
real_loto__P021__trial_05,125,P021,group_01,P021__trial_05,P021__trial_05,lead_me,EDR-2,D,lead_me_du_d,mix_f1f7973e5bac,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),45.0,56.21088225175611,6.358767079709193,45.011679590307864,68.71588620658228,0.092,False,False,False,laplace,0.0
real_loto__P021__trial_05,125,P021,group_01,P021__trial_05,P021__trial_05,lead_me,EDR-2,E,lead_me_mcg_pro2,mix_d3e3580b6e30,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),47.0,63.17727249407139,6.490587698451226,50.89437314500239,75.08555439581207,0.903,True,True,False,laplace,0.0
