artist,song,original_dataset_filename,original_mix_name,mix_id,bark_pc_01,bark_pc_02,bark_pc_03,bark_pc_04,bark_pc_05,bark_pc_06,bark_pc_07,bark_pc_08,bark_pc_09,bark_pc_10,bark_pc_11,bark_pc_12,bark_pc_13,bark_pc_14,bark_pc_15,bark_pc_16,bark_pc_17,bark_pc_18,bark_pc_19,bark_pc_20,bark_pc_21,bark_pc_22,bark_pc_23,bark_pc_24,bark_pc_25,bark_pc_26,bark_pc_27,bark_pc_28,bark_pc_29,bark_pc_30,bark_pc_31,bark_pc_32,bark_pc_33,bark_pc_34,bark_pc_35,bark_pc_36,bark_pc_37
The DoneFors,Lead Me,CNS-B.mp3,CNS-B,mix_7734100f29f3,1.01207594947,-2.71328327293,-2.9189413107,-0.70724188491,-0.0715673465812,0.677911699216,0.164040404804,1.33324803516,-0.943704982141,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The DoneFors,Lead Me,McG-C.mp3,McG-C,mix_7b5a2d66116b,0.803914596317,-2.13820701338,0.801914386457,0.95418319888,0.738833001812,1.47933611932,-0.837005678055,0.492416850632,0.428199717537,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The DoneFors,Lead Me,DU-B.mp3,DU-B,mix_7cdfb2503e88,-1.8427730429,-3.91126091083,1.68912765589,1.22872989687,2.39412840765,-1.20084123419,1.04670469564,-1.0973374257,-1.63146199272,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The DoneFors,Lead Me,CNS-C.mp3,CNS-C,mix_824f6c7e53d0,1.11527217244,2.21933664119,0.780607436222,-0.245204486723,1.03649422316,0.574095856003,0.387594443953,0.946482114569,-0.514030537464,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The DoneFors,Lead Me,CNS-A.mp3,CNS-A,mix_8617440e42f5,-1.06875958665,0.185774424442,-1.00203694073,0.262082220777,0.469500569572,0.312988739427,-1.42499796847,1.19834938866,-0.701471490715,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The DoneFors,Lead Me,QUT-A.mp3,QUT-A,mix_864280f1b98b,2.8903799271,-3.66194296166,2.45874030945,0.494737450065,0.372309941513,-1.11761200044,0.0759433388677,-0.268499306688,-1.88076652036,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The DoneFors,Lead Me,DU-A.mp3,DU-A,mix_8f1477339518,-6.07490845528,-0.385896014632,-0.489182209551,3.36807924032,-0.823796248049,0.112557768817,4.21309140331,-0.632089248577,0.947459210099,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The DoneFors,Lead Me,PXL-L2.mp3,PXL-L2,mix_92e2bdebe300,-8.44037801996,7.07011896776,2.59538344354,-2.4232762066,0.434561447415,0.830652211527,0.970269867405,-0.62339688296,-1.57155785001,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The DoneFors,Lead Me,McG-A.mp3,McG-A,mix_9346b5d4ade2,3.14153463449,1.41687686391,-0.273767570271,0.507412779787,0.117210832904,0.475587511355,0.0187929456733,1.12838749097,0.553691158718,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The DoneFors,Lead Me,DU-C.mp3,DU-C,mix_a321c1267965,2.61709301408,0.687037890167,5.88807616136,1.60460226254,0.700584874843,-2.31787240718,-0.636651039868,1.08564747049,1.58825157699,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The DoneFors,Lead Me,UCP-A2.mp3,UCP-A2,mix_a5df7e0b4222,-5.09366954637,2.74071443629,3.1735028084,2.20836480085,-1.29392370802,-1.76004585354,-0.147236358108,1.1442045477,0.0690957517909,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The DoneFors,Lead Me,CNS-5.mp3,CNS-5,mix_b5102e72a550,3.15223592366,-0.867273323141,-2.97449480606,1.67305094201,0.45846743636,-0.28923989004,1.28483110308,-0.897216953966,0.0867929173456,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The DoneFors,Lead Me,PXL-L4.mp3,PXL-L4,mix_c7d9a071ba25,0.408087643377,-1.33372203907,-3.97216398355,-2.91495527253,1.40240314641,-0.104283024284,1.00672566455,-0.938322579342,2.13524475494,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The DoneFors,Lead Me,UCP-A1.mp3,UCP-A1,mix_d2a4240adfd8,-0.974186295152,1.52738417965,0.507340549934,-1.04786954501,0.528103120494,-0.208674721512,-0.684567484891,0.478395143292,-0.200941533863,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The DoneFors,Lead Me,QUT-pro.mp3,QUT-pro,mix_d2cf329ea054,7.82606441147,1.76849517544,1.74679508708,-0.562482509499,-2.72612724164,1.10667095792,-0.254074875644,-1.16695818777,0.129576825013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The DoneFors,Lead Me,McG-pro2.mp3,McG-pro2,mix_d3e3580b6e30,1.04794035492,-0.27220207694,-2.43986232911,1.93929838398,-0.369932472119,-0.196725541424,-0.302577114505,-0.831801929916,-0.597764007559,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The DoneFors,Lead Me,PXL-L1.mp3,PXL-L1,mix_d5b28dfc8a93,-10.9608109845,1.43088092867,2.16534256444,-2.45561950461,0.300016871343,-0.730121411034,-1.01835878993,-0.54550924207,0.766794539336,,,,,,,,,,,,,,,,,,,,,,,,,,,,
