artist,song,triplet_id,mix_1,mix_1_original_name,mix_2,mix_2_original_name,mix_3,mix_3_original_name,institution_1,institution_2,institution_3,unique_institution_count,contains_medoid,pairwise_distance_1,pairwise_distance_2,pairwise_distance_3,minimum_pairwise_distance,mean_pairwise_distance,maximum_pairwise_distance,scalar_only_minimum_distance,bark_only_minimum_distance,rms_excluded_minimum_distance,manhattan_minimum_distance,average_distance_to_song_centre,maximum_distance_to_song_centre,average_robust_outlier_score,maximum_robust_outlier_score,QC_warning_count,near_duplicate_flag,algorithm_eligibility,technical_rejection_reason
Broken Crank,Red To Blue,RedToBlue_00049,mix_5b76bf1a027d,McG-H,mix_808780e357c9,McG-pro1,mix_f4f9bdec5b71,McG-E,McG,McG,McG,1,false,2.23894494772,1.26629521273,1.67457596096,1.26629521273,1.7266053738,2.23894494772,0.816326200259,0.716143692079,1.29123260327,3.07696444204,1.17513785562,1.39447643443,3.59952383111,4.24046272824,1,false,true,
Broken Crank,Red To Blue,RedToBlue_00050,mix_5b76bf1a027d,McG-H,mix_8978729ff911,McG-D,mix_906e7f7daf44,McG-pro,McG,McG,McG,1,false,2.24923461006,2.23894494772,2.04203337214,2.04203337214,2.17673764331,2.24923461006,0.851467747079,1.85398521391,1.97041719542,4.53296610638,1.34295992858,1.39447643443,3.61132393758,4.24046272824,1,false,true,
Broken Crank,Red To Blue,RedToBlue_00051,mix_5b76bf1a027d,McG-H,mix_8978729ff911,McG-D,mix_b4b312ffa4d6,McG-G,McG,McG,McG,1,false,2.24923461006,2.13713915477,2.53529929995,2.13713915477,2.30722435493,2.53529929995,0.592417269168,1.9748405378,2.13818508507,4.55500590267,1.4437383205,1.6303140859,3.65214199643,4.24046272824,1,false,true,
Broken Crank,Red To Blue,RedToBlue_00052,mix_5b76bf1a027d,McG-H,mix_8978729ff911,McG-D,mix_dcc6aef84d67,McG-F,McG,McG,McG,1,false,2.24923461006,2.09028469258,2.42683208672,2.09028469258,2.25545046312,2.42683208672,1.01947824171,0.837419011174,2.14036141673,4.28489595324,1.59561718641,2.08595068362,4.12013955337,5.3496853034,1,false,true,
Broken Crank,Red To Blue,RedToBlue_00053,mix_5b76bf1a027d,McG-H,mix_8978729ff911,McG-D,mix_e2654ec905ad,McG-A,McG,McG,McG,1,true,2.24923461006,1.49724817604,1.40760770597,1.40760770597,1.71803016402,2.24923461006,0.687370038861,0.998750822347,1.41023342699,3.36259674623,1.08811014836,1.39447643443,2.73869784924,4.24046272824,1,false,true,
Broken Crank,Red To Blue,RedToBlue_00054,mix_5b76bf1a027d,McG-H,mix_8978729ff911,McG-D,mix_f4f9bdec5b71,McG-E,McG,McG,McG,1,false,2.24923461006,1.26629521273,1.6431346488,1.26629521273,1.71955482387,2.24923461006,0.536522392703,0.716143692079,1.29123260327,3.07696444204,1.16795303263,1.39447643443,3.24853455526,4.24046272824,1,false,true,
Broken Crank,Red To Blue,RedToBlue_00055,mix_5b76bf1a027d,McG-H,mix_906e7f7daf44,McG-pro,mix_b4b312ffa4d6,McG-G,McG,McG,McG,1,false,2.23894494772,2.13713915477,2.10439877562,2.10439877562,2.16016095937,2.23894494772,0.594739306367,1.85398521391,2.06925482438,4.5576131484,1.45092314349,1.6303140859,4.00313127227,4.24046272824,1,false,true,
Broken Crank,Red To Blue,RedToBlue_00056,mix_5b76bf1a027d,McG-H,mix_906e7f7daf44,McG-pro,mix_dcc6aef84d67,McG-F,McG,McG,McG,1,false,2.23894494772,2.09028469258,3.00983848936,2.09028469258,2.44635604322,3.00983848936,1.2552343628,0.837419011174,2.14036141673,4.28489595324,1.60280200939,2.08595068362,4.47112882922,5.3496853034,1,false,true,
Broken Crank,Red To Blue,RedToBlue_00057,mix_5b76bf1a027d,McG-H,mix_906e7f7daf44,McG-pro,mix_e2654ec905ad,McG-A,McG,McG,McG,1,true,2.23894494772,1.49724817604,1.50858652104,1.49724817604,1.7482598816,2.23894494772,0.893118368891,0.998750822347,1.33103371866,3.26639988439,1.09529497135,1.39447643443,3.08968712509,4.24046272824,1,false,true,
Broken Crank,Red To Blue,RedToBlue_00058,mix_5b76bf1a027d,McG-H,mix_906e7f7daf44,McG-pro,mix_f4f9bdec5b71,McG-E,McG,McG,McG,1,false,2.23894494772,1.26629521273,1.67457596096,1.26629521273,1.7266053738,2.23894494772,0.816326200259,0.716143692079,1.29123260327,3.07696444204,1.17513785562,1.39447643443,3.59952383111,4.24046272824,1,false,true,
