mix,role,start_seconds,end_seconds,rms_mean,crest_factor_mean,stereo_width,stereo_imbalance,side_mid_db,bark_mid_01,bark_side_01,bark_mid_02,bark_side_02,bark_mid_03,bark_side_03,bark_mid_04,bark_side_04,bark_mid_05,bark_side_05,bark_mid_06,bark_side_06,bark_mid_07,bark_side_07,bark_mid_08,bark_side_08,bark_mid_09,bark_side_09,bark_mid_10,bark_side_10,bark_mid_11,bark_side_11,bark_mid_12,bark_side_12,bark_mid_13,bark_side_13,bark_mid_14,bark_side_14,bark_mid_15,bark_side_15,bark_mid_16,bark_side_16,bark_mid_17,bark_side_17,bark_mid_18,bark_side_18,bark_mid_19,bark_side_19,bark_mid_20,bark_side_20,bark_mid_21,bark_side_21,bark_mid_22,bark_side_22,bark_mid_23,bark_side_23,bark_mid_24,bark_side_24,pc1,pc2
DU-N,candidate,42,48,0.0595270209,17.19433856,0.05938826874,-0.006366321351,,6.400908258,1.78976119,6.210008252,3.768036458,5.590152322,3.998796376,5.080002531,3.901761877,5.144280362,4.12194071,5.390092298,4.31006631,5.167278058,4.09215386,5.10748053,4.363278196,5.401455505,4.68905793,5.674633837,4.779905184,5.125527838,4.059330188,4.963033406,3.974102006,5.046710645,4.08867717,4.899212951,3.784436875,4.936261032,3.822404299,5.003565033,3.994120482,5.29458236,4.095414737,5.401396865,4.070881427,5.838560635,4.564624532,5.951708626,4.731995347,6.197715895,4.323303203,6.466383333,3.914225919,6.504751964,3.218713458,5.07594828,0.9404771168,0.1415168162,-0.4824604939
PXL-S6,candidate,42,48,0.05952701345,20.3731487,0.04833970591,0.01486198138,,6.410404937,3.230718,6.025395068,4.311035612,5.488760766,4.176582374,5.290131344,4.201416927,5.367922131,4.190284991,5.216965959,4.196586023,5.012593739,4.090773957,5.384433683,4.541143036,5.378180422,4.452708077,5.36242584,4.509986395,5.095068081,4.25938668,4.830367474,4.015071372,4.861773413,4.092477493,4.748462784,3.966096822,5.050657903,4.19287735,5.093507856,4.181497332,5.541343207,4.424610407,5.783551755,4.592536797,6.068832204,5.040923648,6.078683581,5.051898694,5.991120215,5.100644499,5.974842481,5.34685103,5.931574569,5.440677505,4.350693682,3.945008037,0.2093445868,-0.02155270241
UCP-A1,candidate,42,48,0.05952700227,19.4248343,0.03438464552,-0.001052955631,,6.338925388,2.715287834,6.1993845,3.733463591,5.741557881,3.787535084,5.675838095,3.891850968,5.512412815,3.927079319,5.271589741,3.913893473,5.12374482,3.78649581,5.670587403,4.27800348,5.687886985,4.362934907,5.651149013,4.339469153,5.438349004,4.168412245,5.162656986,3.92153106,5.067445393,4.068734523,4.898848177,4.118839213,5.109442067,4.270272108,5.124184774,4.235910634,5.469541821,4.406562636,5.705109647,4.567290709,5.938296683,4.97437194,5.928181334,4.908387744,5.921179337,5.043981292,6.049412293,5.271270822,6.113448764,5.325012134,4.613674636,3.812040568,0.2367126837,-0.2465138199
UCP-A2,candidate,42,48,0.05952701345,19.51234043,0.04053040594,-0.01079212129,,6.232466393,2.887919351,6.036910184,3.832501819,5.691727855,3.949803997,5.577944891,3.991062518,5.540439954,4.031646576,5.331236854,4.030037591,5.221689809,3.895730423,5.970660095,4.423752628,5.831827346,4.445960738,5.850003649,4.508882867,5.674928356,4.378533985,5.292527395,4.081670361,5.212933205,4.200551622,4.928549964,4.161225713,5.132964426,4.344127441,5.139987102,4.287329674,5.520427683,4.452836026,5.767058366,4.583109265,6.012134049,4.98328877,5.983084868,4.924155124,5.949292416,5.065843227,6.043121432,5.262978162,6.070415099,5.331700972,4.490184327,3.793630799,0.3293677831,-0.1961494536
McG-A,candidate,42,48,0.05952700973,17.33021523,0.06270422041,-0.035667032,,6.24615904,3.153738316,5.831989254,3.981205386,5.555752297,4.138350338,5.265683583,4.165775163,5.492175832,4.402031706,5.4655232,4.428760479,5.351805281,4.443994601,5.804124612,5.024895543,5.670725048,4.684633405,5.766320979,4.790683305,5.578939606,4.493624781,5.227088812,4.164475741,5.156318135,4.178636555,4.879054823,3.863179879,5.084378496,3.929041403,4.906265866,3.817180395,5.350435434,4.060645028,5.537888283,4.199308817,5.720223801,4.450193278,5.639499694,4.454021268,5.515226508,4.385904317,5.467654566,4.494918081,5.434544701,4.593058758,4.625409245,3.919382501,0.245986314,-0.3912803275
McG-C,candidate,42,48,0.05952701345,18.53998814,0.06501898915,-0.0002960759739,,6.385900844,2.968243786,6.029586915,4.080096192,5.45340016,4.128285492,5.175803726,3.948227518,5.372215711,3.984740942,5.268431689,3.972924471,5.094162149,4.075679259,5.544291654,4.819475011,5.492732047,4.593066025,5.478551474,4.514739867,5.267274072,4.28086447,5.024739488,3.907583548,4.978058908,4.115908577,4.795942373,3.713369975,4.961723378,3.851499051,4.792479177,3.876405862,5.101505382,4.06599911,5.42096812,4.113527197,5.803144551,4.401917338,5.847771503,4.479457273,5.829636999,4.649105117,5.798181499,4.946330483,5.77307496,5.183294518,4.963721721,4.564278963,0.1144719464,-0.2495995739
McG-H,candidate,42,48,0.0595270209,20.64296913,0.04180985689,-0.01820229553,,6.207780469,3.268123049,6.063233835,3.920311799,5.542907809,3.831025875,5.235265249,3.824861513,5.466671665,3.954180661,5.411803834,3.963910694,5.217596735,3.998601483,5.752868191,4.654879831,5.72953262,4.499065823,5.697906506,4.439178462,5.441453412,4.274552006,5.198255749,3.99576064,5.134364683,4.128818225,5.024707105,3.95126935,5.300416119,4.179789275,5.280992903,4.162818891,5.705670577,4.381425495,5.980476136,4.571144412,6.343190963,4.963846071,6.448131141,5.072437842,6.421852158,5.263979076,6.463228704,5.605108228,6.452765408,5.908086313,5.703192722,5.199213272,0.3429475753,-0.08222401676
DU-I,candidate,46,52,0.05767210945,22.94757695,0.1626076251,0.001502551255,,6.095708918,3.72647204,6.046145463,4.852012935,5.782546382,4.724349904,5.58513036,4.696336797,5.531078611,4.705651754,5.153583813,4.566294091,4.969874181,4.519970119,5.194104068,4.680859977,5.303736213,4.874333059,5.423380083,4.839468754,5.22007152,4.749270297,5.269781333,4.70508267,5.213317825,4.836444084,5.213694972,4.678023264,5.331424622,4.860011672,5.543574207,4.93050726,5.8414607,5.167527117,6.008422278,5.148901324,6.483885595,5.734202882,6.709218452,5.930431785,6.812670732,6.03616024,6.837725839,6.144917564,6.779071013,6.081181703,5.2269029,4.562251413,0.7951469479,0.897507396
DU-J,candidate,46,52,0.05767210945,19.08870209,0.223583132,0.607134223,,5.944633454,5.049248384,6.119327083,5.35646004,5.746383728,4.983051872,5.275047712,4.636508371,5.634071787,4.792228642,5.460466718,4.764165357,5.186095589,4.758407892,5.478323128,4.891647599,5.655860824,5.094174411,5.512663551,5.020956509,5.382117177,4.814078973,5.356372221,4.671934215,5.142089869,4.697160785,4.992368558,4.454536058,5.005518029,4.539794828,5.124760225,4.631257554,5.368519922,4.800583378,5.465847166,4.838080757,5.883414033,5.318298405,6.009988342,5.470060143,5.97312974,5.494593915,5.820774925,5.416676112,5.588446021,5.226835393,3.789125394,3.418575491,0.7317793701,0.7083400778
DU-K,candidate,46,52,0.05767210573,24.64438784,0.1541231871,0.01565345749,,5.834715573,4.971543069,5.881002708,4.936655326,5.56820842,4.233996281,5.282403283,3.955850404,5.481048641,3.445835232,5.128131593,2.818117116,5.017245531,2.961710309,5.246393921,3.327869361,5.371873789,2.841695053,5.199156136,3.190444263,5.243391803,3.338415436,5.277636442,2.942066429,5.319864036,3.131218382,5.273053875,3.464909992,5.343159304,3.476094421,5.461675185,3.745149346,5.650259579,4.015399318,5.596437736,3.960600919,6.202880974,4.204596979,6.398939956,3.842997532,6.125901993,3.827470694,5.974510433,3.490119851,5.394737123,2.160299225,3.303972318,-0.6006467521,-0.1395851145,0.9622611747
DU-L,candidate,46,52,0.05767210945,20.49851143,0.07089455426,-0.05724623799,,6.016667625,1.913247826,5.69527558,2.868851169,5.593021099,3.769726425,5.216706713,3.830494912,5.445475751,3.492804991,5.309934944,4.333716171,5.102977028,4.681976651,5.399329255,4.588636356,5.654835813,4.710612224,5.645584912,4.862321844,5.437929812,4.321194241,5.484958631,4.090077003,5.492368045,4.370649692,5.36142519,4.048610761,5.503482705,4.31225634,5.69761824,4.417094796,5.877850395,4.40943257,6.01167768,4.315453567,6.387315381,4.733800083,6.455879064,4.656414544,6.556767221,5.016216346,6.707898175,5.459117874,6.755964715,5.705089235,5.318091307,4.114478242,0.3817029314,0.009606559465
DU-M,candidate,46,52,0.05767211318,17.39334238,0.05048340559,-0.006657893769,,6.133059427,2.809395007,6.075419788,3.95138048,5.815895741,4.000062748,5.560604255,4.070537455,5.646603417,3.716118071,5.513909544,4.108508983,5.282023873,4.372443118,5.649568271,4.231429745,5.774071474,4.484666686,5.648317659,4.459029941,5.533229024,4.108338163,5.5197501,3.822345888,5.220701128,4.153293169,5.046478592,3.776758086,5.059506667,3.996384457,5.274991856,4.000763729,5.487230926,3.989933543,5.614147035,3.985894109,6.03991845,4.352030495,6.051061242,4.190337036,6.103439117,4.327187715,6.183791497,4.544532178,6.160750448,4.553947195,4.668434304,2.657079621,0.1979388643,-0.4484622136
DU-N,candidate,46,52,0.05767211318,17.15651011,0.03566178307,-0.009772199206,,6.373976176,1.84700711,6.238626626,3.976334057,5.772292396,3.970606647,5.137589512,3.772244594,5.089400952,4.167272406,5.363070504,4.131554717,5.190890227,3.779228186,4.895067423,3.980060565,5.399135707,4.243616837,5.727360559,4.209772919,5.023501992,3.972164446,5.049504495,4.16682305,4.986854551,4.12042144,4.89516695,3.833502064,4.913138711,3.827138136,5.102573605,3.997104183,5.314701277,4.106994033,5.400263266,4.02032363,5.879300779,4.589438416,5.995600216,4.745839766,6.257967467,4.458950325,6.514535723,4.188752479,6.54689014,3.47216452,5.126478386,1.000455662,0.03032266131,-0.5555169608
PXL-S6,candidate,46,52,0.05767210945,19.54664633,0.05024249107,0.001358732465,,6.426016803,3.217382501,6.042992776,4.36018469,5.482124632,4.245988276,5.233287758,4.183796308,5.306009863,4.194077624,5.068239901,4.216411279,4.836701413,4.221819803,5.022556642,4.274898881,5.238937315,4.452074317,5.194029409,4.566355676,5.061592344,4.252072907,5.01513303,4.144540961,4.937289317,4.068152793,4.834886693,4.06257252,5.017102703,4.172721948,5.264397874,4.260252648,5.585949894,4.491884283,5.748532949,4.662754246,6.134964671,5.160830961,6.160716045,5.154213062,6.100592242,5.237087026,6.047908147,5.463193755,5.976140476,5.517491004,4.369755162,3.988537271,0.1780308735,-0.0837194587
UCP-A1,candidate,46,52,0.05767211318,19.95978171,0.03561616316,-0.01183952298,,6.32961978,2.744082943,6.214709129,3.951891476,5.776073762,3.885362665,5.692012452,3.913494655,5.447479315,4.090170998,5.138970742,3.957775097,4.932549065,3.846020468,5.278519713,4.061264914,5.532175059,4.146286647,5.494546058,4.136297863,5.356635888,4.206982432,5.314913241,4.068038074,5.114319677,4.12818915,4.989146002,4.198350175,5.053568106,4.30569653,5.260789902,4.276681326,5.503119948,4.493033744,5.654145778,4.658899484,5.999184681,5.095963137,6.010759935,5.04559132,6.020113228,5.196161764,6.130541306,5.417231486,6.190439594,5.401202872,4.673740018,3.786465961,0.1893960106,-0.1324953731
UCP-A2,candidate,46,52,0.05767210573,20.12083292,0.04158259928,-0.03618905321,,6.222813007,2.972911517,6.06657734,4.021190953,5.873351844,4.160666827,5.642482329,4.004402577,5.444181029,4.139583594,5.269984552,4.05954025,5.178938229,3.930697935,5.552195313,4.185866535,5.773782255,4.301932516,5.851675583,4.425656217,5.56858263,4.343745546,5.452035129,4.195881438,5.168374065,4.201762196,5.011625092,4.253455955,5.07544922,4.362315589,5.296364334,4.309360688,5.532395799,4.546657915,5.719423421,4.690433883,6.073813491,5.091277871,6.060360747,5.036781831,6.02914032,5.221845332,6.103278294,5.429794132,6.13194903,5.43095994,4.528089707,3.85485442,0.294796768,-0.07593000362
McG-A,candidate,46,52,0.05767210573,15.94815444,0.06025572121,-0.03281104565,,6.32852934,3.169926372,5.915941549,4.140846399,5.656708901,4.345304939,5.25112594,4.220197712,5.375638497,4.337127622,5.295072601,4.542262649,5.194949824,4.664712631,5.358772116,4.611344415,5.549899907,4.658941745,5.592764877,4.788183677,5.410586522,4.354910906,5.353999161,4.245502761,5.200006299,4.104747522,4.983151664,3.905729892,4.977542825,3.853518906,5.033044993,3.871602914,5.352410866,4.046629446,5.460559991,4.147308797,5.744040275,4.510000495,5.733386723,4.550879062,5.610100001,4.54936937,5.526118072,4.630900887,5.501810085,4.675362495,4.749792023,4.022379192,0.1917123623,-0.5444776826
McG-C,candidate,46,52,0.05767212808,18.96101953,0.05627069622,-0.00498117879,,6.37322059,2.955483054,6.030346856,4.203824948,5.586316028,4.186407993,5.088588361,4.00605741,5.235844781,3.659473348,5.145920371,4.195363748,4.936587852,4.485556413,5.154558554,4.32449342,5.411480762,4.431410579,5.406426859,4.681893726,5.213322124,4.078785479,5.201211972,3.812881687,5.008949481,3.720957113,4.840309363,3.581113401,4.846754318,3.670655816,4.903890305,3.770534574,5.108324609,3.882237889,5.368127296,3.966059546,5.842059759,4.316291352,5.92294837,4.360871858,5.897753839,4.595310991,5.776469505,4.919500949,5.763794149,5.166740641,4.998025657,4.575972652,-0.0279354391,-0.2291358339
McG-H,candidate,46,52,0.05767210945,20.76344692,0.04737852514,-0.02778363042,,6.241225244,3.353232019,6.06902084,4.017103826,5.589176617,4.030342007,5.1940416,3.901717865,5.371280271,3.79641011,5.220678068,4.21815,5.01798853,4.430233869,5.333579859,4.355017152,5.580783885,4.467107425,5.467111623,4.617901663,5.37010006,4.18546399,5.367173123,4.018036375,5.233296621,4.03689888,5.091803127,3.947114965,5.220574914,4.129177899,5.413172763,4.161929814,5.720679617,4.37324722,5.898278318,4.566769549,6.367989878,4.993630215,6.453601404,5.089209421,6.462520272,5.328582515,6.485974078,5.673007677,6.489562315,5.967450784,5.803936027,5.288603111,0.2794848209,-0.01831614049
DU-I,candidate,50,56,0.06981814653,22.30952368,0.1364920586,-0.0195253361,,6.453600422,3.891456599,6.211330937,4.942141228,5.988396787,5.00687715,5.818144764,4.880229532,5.587976022,4.690394029,5.315418783,4.700611696,5.29514143,4.820335684,5.30328686,4.744088018,5.428552757,4.970486037,5.514513521,4.857295952,5.478183954,4.888043534,5.303660768,4.70081379,5.210945847,4.686383191,5.306223152,4.680321758,5.394816144,4.855803831,5.749542382,5.057734112,6.068570466,5.352580118,6.128005115,5.376201289,6.626818281,5.955558174,6.689171946,5.909787957,6.694176614,5.83206589,6.803557887,6.047847603,6.806050843,6.09123328,5.279696236,4.576142206,1.280403085,0.559948923
DU-J,candidate,50,56,0.06981814653,19.31492993,0.2086818367,0.6072375774,,6.248948022,5.351494736,6.262472183,5.538203959,5.99813026,5.202858891,5.616920962,4.812603506,5.558665361,4.7279602,5.554652252,4.880567272,5.682750047,5.093865703,5.534960293,4.897595878,5.777457617,5.14604278,5.571850981,5.026065702,5.627945762,4.95934612,5.376327237,4.687660737,5.169580515,4.60202892,5.15510317,4.522805169,5.130941909,4.581285733,5.336042039,4.801221451,5.63460197,5.040832776,5.62590499,5.0631281,6.104837832,5.548647549,6.083226691,5.541755487,5.924302633,5.411037307,5.855839373,5.382904468,5.643586086,5.251819776,3.819717366,3.45151248,1.248482249,0.5337851469
DU-K,candidate,50,56,0.06981814653,22.75448127,0.1773561388,0.01882501505,,6.272278595,5.423645483,6.010648406,5.342944827,5.832577906,4.611297392,5.343037745,4.306979405,5.297947176,3.826778974,5.261650084,3.222293383,5.519652481,3.378998879,5.323400751,3.725345361,5.487560405,3.181170651,5.074646848,3.508114,5.268334375,3.739182357,5.164445884,3.330526102,5.15568254,3.474110936,5.192730347,3.872227264,5.229245761,3.864225654,5.490977357,4.162862713,5.750434143,4.491660532,5.754505781,4.37320479,6.380075717,4.587970054,6.290562421,4.190073986,5.895978098,4.222561296,5.650798767,3.858999941,5.204546817,2.540178862,3.199415373,-0.1006041339,0.5233583382,0.7443653343
DU-L,candidate,50,56,0.06981814653,19.1918183,0.04795988649,-0.03170656785,,6.345258804,2.062616826,5.811436972,2.962723226,5.801127387,3.851276999,5.530538975,3.922974277,5.412132837,3.541440131,5.46005433,4.42295458,5.643829141,4.744354967,5.499352727,4.515632217,5.805610168,4.685944745,5.674031031,4.85001203,5.63248183,4.187412601,5.440937398,3.933119245,5.365090056,4.060193007,5.433247397,3.938592359,5.553191562,4.233999687,5.920809151,4.512665872,6.129437896,4.545050116,6.112890107,4.419376059,6.5249627,4.809130252,6.522236664,4.696260766,6.587982497,5.039449625,6.746401289,5.486423951,6.758178933,5.789632007,5.265254478,4.233908018,0.8315137957,-0.4013826016
DU-M,candidate,50,56,0.06981815398,16.84621473,0.03177584708,0.002004572423,,6.325369865,2.86820686,6.181755126,4.156183684,6.052836513,4.103241776,5.855615788,4.048922243,5.612054549,3.734703086,5.65542184,4.150359331,5.78296354,4.389361033,5.740328965,4.109871529,5.965510001,4.297709325,5.719571431,4.287688006,5.803374591,3.80318525,5.523399273,3.589753114,5.213751161,3.742145574,5.201635552,3.574019238,5.168734817,3.867411696,5.477982647,4.037241504,5.759469894,4.019358925,5.81599865,3.963553593,6.272721619,4.259564076,6.17304223,4.109359049,6.106902063,4.263996286,6.138798252,4.498217143,6.092456152,4.564817316,4.572399851,2.691138103,0.6162125702,-0.7544015523
DU-N,candidate,50,56,0.06981814653,15.76238368,0.03123812377,-0.001944771502,,6.650158226,1.91455362,6.483475792,3.940213907,5.979698958,4.18684257,5.290587141,3.908267969,5.1607888,3.967363417,5.528965549,4.138691156,5.477588768,4.316932371,4.966615417,3.993228815,5.485909339,4.393187916,5.771390301,4.175131348,5.193157023,4.158065623,5.073232218,4.115351354,4.949644485,3.962489965,4.971414781,3.87072594,4.978632973,3.813450342,5.2839388,4.079791628,5.498846683,4.379928785,5.501297766,4.34390292,5.975221383,4.956058461,6.007467479,4.838137107,6.205163552,4.36000765,6.46896359,3.971725775,6.504872586,3.325177991,5.077755352,1.06734565,0.5429230647,-0.8893947565
PXL-S6,candidate,50,56,0.06981814653,17.47207312,0.04008109868,-0.004968205001,,6.703575748,3.340067663,6.23728811,4.438846442,5.683030326,4.383909422,5.461024301,4.243455188,5.345439142,4.158420942,5.198573588,4.293757901,5.241161319,4.423343591,5.08801972,4.283162524,5.335404555,4.562919429,5.238562456,4.612297561,5.25671328,4.338956438,5.02298002,4.145766423,4.912527984,4.057810919,4.93985995,4.166832344,5.090496623,4.203025745,5.479967486,4.368162235,5.825579544,4.712241027,5.877014029,4.826433751,6.29078356,5.348251166,6.221545476,5.189992337,6.102023489,5.208451367,6.061529331,5.421212664,5.985160497,5.493419031,4.397065392,3.918218674,0.7021226322,-0.5260284046
UCP-A1,candidate,50,56,0.06981815398,18.74481094,0.02898535691,-0.009750700556,,6.594093799,2.800998395,6.402137898,4.02675744,6.044959957,4.162107026,5.948472199,4.028134774,5.516067099,4.00195868,5.3335256,4.030595445,5.416048644,4.138452737,5.414822075,4.086283057,5.692838102,4.246110851,5.569530712,4.172722803,5.59294791,4.336539266,5.373579265,4.136115427,5.175317556,4.16731953,5.150272739,4.320419931,5.189736137,4.3884277,5.457383609,4.371605716,5.746155095,4.69084047,5.809436404,4.785772314,6.196027388,5.175047516,6.117353343,5.02094384,6.067387508,5.088553867,6.177107022,5.335762307,6.209663565,5.359175779,4.671564912,3.748747342,0.7440395869,-0.4584138251
UCP-A2,candidate,50,56,0.06981813908,18.85256043,0.03390926495,-0.03277549148,,6.478378392,3.04476325,6.267931295,4.113915679,6.12055869,4.381535887,5.924094793,4.13302229,5.50778702,4.084348317,5.465871937,4.159537724,5.591866191,4.22708075,5.631603704,4.215311715,5.89467288,4.407432824,5.911590293,4.471793938,5.764887606,4.444673156,5.508913057,4.255560911,5.233270852,4.245617288,5.192445039,4.383423609,5.203039957,4.440140522,5.500395796,4.393372816,5.805081096,4.684696803,5.874942908,4.800698956,6.267754378,5.202417675,6.179724001,5.025598131,6.084705327,5.095582341,6.172860715,5.330439413,6.183464539,5.352530124,4.596351187,3.752674695,0.8440482081,-0.4134567526
McG-A,candidate,50,56,0.06981816143,15.96302542,0.04084459692,-0.02245915867,,6.66502552,3.250835973,6.12681261,4.061819302,5.814799093,4.385374154,5.473899278,4.259890167,5.254645517,4.159360769,5.400036314,4.543942481,5.569792322,4.768337057,5.342165416,4.528330476,5.56444088,4.685974047,5.552851796,4.782013121,5.560765491,4.417055795,5.308828428,4.163846363,5.055547902,3.973767331,5.034234058,3.9574638,4.997804749,3.884189525,5.243752327,4.00925903,5.520847278,4.199660004,5.481824615,4.234790656,5.804587804,4.594175313,5.687406247,4.475455134,5.562521794,4.463173012,5.518408158,4.562716184,5.494608115,4.655189775,4.735107059,4.000863217,0.600064432,-0.7808390507
McG-C,candidate,50,56,0.06981814653,16.88894061,0.0649291575,-0.01593384333,,6.706814852,3.064940982,6.252622934,4.56322427,5.816951224,4.698761846,5.300797134,4.325382561,5.139368104,4.074207068,5.194832378,4.538598175,5.22786155,4.808648157,5.167008908,4.500567507,5.478387862,4.622437545,5.426253341,4.834820132,5.346113444,4.290764701,5.184273603,3.98434924,4.957787505,3.812403227,4.966194057,3.789196183,4.938137584,3.832471729,5.123250211,4.001039935,5.281423174,4.218511873,5.381490828,4.268833388,5.863073266,4.806776471,5.856205067,4.832702056,5.831608439,4.86745616,5.810364597,5.078804305,5.782268717,5.241605767,4.975783799,4.569197767,0.5926376996,-0.5510529727
McG-H,candidate,50,56,0.06981814653,18.57452622,0.0364879854,-0.02275109664,,6.496486549,3.46908446,6.230224065,4.077501064,5.87720753,4.187118619,5.52230869,4.002691972,5.390469846,3.816225538,5.374411846,4.326408816,5.496963585,4.562713396,5.405076387,4.347586749,5.673958567,4.53334735,5.521899933,4.680008557,5.615543977,4.231575522,5.390803335,4.043189334,5.202365868,3.981212553,5.22236268,4.014932617,5.311836099,4.14448768,5.642716499,4.286124367,5.996400626,4.545598375,6.071726222,4.688935455,6.570729105,5.116925287,6.548759858,5.139662202,6.459779296,5.339794366,6.477378344,5.660598259,6.470157944,5.93187973,5.708770787,5.183957552,0.8159951364,-0.4751078267
DU-I,candidate,54,60,0.0681316033,22.32706734,0.1295391768,-0.06008414179,,6.379450127,3.893374464,6.213311101,4.903503939,5.908949136,4.887982851,5.876930332,4.870937745,5.787031053,4.778458409,5.463644107,4.789332588,5.47437727,4.894790113,5.379034269,4.75739636,5.700874564,5.183804446,5.406096675,4.78711733,5.282664395,4.667037095,5.111491784,4.488898672,5.197406629,4.792304944,5.319791024,4.70648347,5.445463527,4.869271821,5.611731648,4.992636176,5.945933241,5.298478858,6.060568496,5.312706022,6.516587975,5.690713298,6.612890475,5.715306128,6.677775641,5.592145687,6.947123433,5.885417134,6.834373342,5.912051637,5.162646244,4.42199827,1.190405254,0.5443016082
DU-J,candidate,54,60,0.06813161075,18.87921579,0.2271815985,0.5974163413,,6.17515495,5.2730801,6.331189375,5.555521166,5.954962582,5.261931536,5.512354823,4.832409562,5.768083076,4.946735334,5.845691542,5.121661822,5.762916716,5.061125393,5.599238717,5.011487667,5.80056846,5.374449874,5.53533674,4.966202238,5.213678921,4.718813916,5.03188269,4.515064023,5.002652661,4.674513316,5.112772982,4.566946495,5.127501287,4.602405742,5.126834152,4.647010527,5.457860425,4.904794171,5.465687793,4.935014709,5.975994625,5.402967895,6.038201299,5.500117669,5.883248641,5.316474666,6.105147827,5.518400723,5.844836347,5.308023113,3.817470403,3.370404305,1.189787858,0.5761898585
DU-K,candidate,54,60,0.06813161075,23.02733275,0.1593479365,0.02060799673,,6.22242714,5.344998939,5.968830985,5.286885258,5.857932712,4.576787029,5.50462842,4.291345531,5.433736618,3.783259669,5.632989751,3.202295688,5.739299296,3.347360301,5.345049901,3.664239453,5.553006048,3.156182591,5.200167122,3.476609707,4.917062998,3.701368438,4.70900427,3.373061406,4.939950394,3.508708085,4.886924361,3.814164916,5.161274219,3.828544314,5.412849356,4.1445652,5.658136651,4.445610265,5.52978327,4.304728781,6.109470023,4.518296608,6.118570958,4.205347056,5.711212773,4.18004514,5.755321856,3.799618707,5.37257463,2.472556109,3.285397372,-0.2224092147,0.3846155504,0.7226321043
DU-L,candidate,54,60,0.0681316182,16.96196941,0.1041829512,-0.04978322983,,6.21383004,2.026052254,5.799272835,3.027563078,5.669089778,3.735200855,5.378270268,4.083483001,5.660540241,4.402481345,5.723778289,4.405187686,5.776677199,4.863033135,5.616370622,4.845790215,5.988292822,5.414159822,5.658756124,4.601068423,5.376904676,4.596399981,5.27112702,4.38010151,5.37424977,4.641347761,5.438522669,4.401675795,5.572904349,4.532386391,5.731745331,4.674309339,5.975234197,4.897582956,5.982661848,4.834606145,6.413807522,5.049990227,6.407913081,5.096200265,6.492983535,5.118867676,6.751201007,5.37408938,6.662663263,5.526126035,5.030638151,3.88678525,1.015918885,-0.360915012
DU-M,candidate,54,60,0.0681316033,17.18102087,0.03569362313,-0.001775102806,,6.182551744,2.806650863,6.107771873,3.995432887,5.849612512,4.151410251,5.694430447,4.139132458,5.813589019,3.968103985,6.025789287,4.018336438,5.959113584,4.163466143,5.719204304,4.230863975,5.980152981,4.744452064,5.694704517,4.135184832,5.318591558,4.034093378,5.055585188,3.824424863,4.978671637,4.117351158,5.075000571,3.799393511,5.132039984,3.943124869,5.184603723,4.055410234,5.49457544,4.204585308,5.528068711,4.250979337,5.994514586,4.350835011,5.961838387,4.313200007,5.844201459,4.318330466,6.04835227,4.396329243,5.958476606,4.330768159,4.300688331,2.362856348,0.5283587093,-0.6321757908
DU-N,candidate,54,60,0.06813161075,15.73462763,0.05062318221,0.002262591152,,6.544519255,1.939208312,6.488847286,3.929570009,5.917948488,4.222363153,5.336701458,3.946240665,5.409735235,4.17930192,5.696103732,4.550611873,5.581271997,4.621646455,5.14279385,4.124303126,5.781465264,4.474246419,5.660595873,4.270445501,5.14780717,3.727874011,5.013920524,3.695810461,5.003056764,3.757304274,5.087179994,3.819073331,5.070655554,3.805206513,5.228470245,3.877797145,5.491159104,4.187259777,5.489038846,4.004515175,5.898589059,4.656077831,5.965981484,4.701608758,6.118477168,3.866058888,6.404020167,3.653717476,6.369722018,3.061788891,4.861358316,0.5060186598,0.4934179094,-0.809505984
PXL-S6,candidate,54,60,0.06813159585,18.04143677,0.04934278876,-0.01027457695,,6.624332897,3.388161844,6.270389031,4.503282117,5.711231072,4.402167395,5.492168862,4.360467552,5.507953047,4.362038781,5.515911907,4.516198835,5.432661251,4.534012354,5.20852367,4.413541094,5.521078606,4.867454777,5.273842078,4.448992221,4.986933284,4.263396831,4.780136627,4.107047662,4.839605174,4.234042605,4.979652333,4.262408831,5.159064928,4.299075933,5.312592092,4.3790989,5.709918501,4.724757631,5.7968299,4.883281644,6.230401238,5.251156655,6.197085688,5.251825278,6.060868296,5.14325382,6.195694216,5.346948117,6.028658575,5.321921337,4.271040183,3.728299853,0.693242353,-0.3858782236
UCP-A1,candidate,54,60,0.06813161075,18.77390123,0.03479444236,-0.002558675362,,6.502717823,2.785827769,6.455506422,3.909742871,6.018171664,4.054704239,5.945518273,4.031635876,5.719913956,4.138735115,5.619045736,4.254825405,5.595561894,4.29354324,5.521318013,4.157488015,5.833843578,4.487340649,5.548258656,4.192016046,5.323302314,4.202455203,5.124982629,4.1104917,5.123449871,4.293561926,5.194207724,4.356434331,5.255855949,4.555246085,5.313773485,4.558974655,5.649783001,4.855610908,5.715544078,4.988843409,6.111462502,5.155500154,6.063371186,5.133083271,5.997825076,5.06307163,6.272364869,5.213090964,6.214821516,5.180817856,4.544069389,3.565136228,0.7354925877,-0.3980256636
