mix,source_file,reference_mix,start_seconds,end_seconds,candidate_source_start_seconds,duration_seconds,alignment_offset_ms,alignment_confidence,is_current_nonmatch,is_perceptual_note_mix,is_main_study_mix,excluded,exclusion_reasons,stereo_width_diff_db,mono_corr,null_diff_db_rel,raw_level_delta_db,true_peak_ref_dbfs,true_peak_cand_dbfs,rms_mean,crest_factor_mean,stereo_width,stereo_imbalance,side_mid_db,bark_mid_01,bark_side_01,bark_mid_02,bark_side_02,bark_mid_03,bark_side_03,bark_mid_04,bark_side_04,bark_mid_05,bark_side_05,bark_mid_06,bark_side_06,bark_mid_07,bark_side_07,bark_mid_08,bark_side_08,bark_mid_09,bark_side_09,bark_mid_10,bark_side_10,bark_mid_11,bark_side_11,bark_mid_12,bark_side_12,bark_mid_13,bark_side_13,bark_mid_14,bark_side_14,bark_mid_15,bark_side_15,bark_mid_16,bark_side_16,bark_mid_17,bark_side_17,bark_mid_18,bark_side_18,bark_mid_19,bark_side_19,bark_mid_20,bark_side_20,bark_mid_21,bark_side_21,bark_mid_22,bark_side_22,bark_mid_23,bark_side_23,bark_mid_24,bark_side_24,standardised_full_distance,scalar_distance,bark_distance,distance_band,recommendation_score_lower_better,shortlisted,recommended
DU-M,C:\Users\oscar\OneDrive\Public share - Mix Eval Dataset\MixEvaluation\audio\InTheMeantime\DU-M.mp3,DU-H,50,56,50,6,0,0.4214250155,true,false,false,false,,-0.3384501218,0.4229515807,-0.8559764354,9.269067129e-07,-5.119584048,-6.274418005,0.06981815398,16.84621473,0.03177584708,0.002004572423,-14.97902853,6.325369865,2.86820686,6.181755126,4.156183684,6.052836513,4.103241776,5.855615788,4.048922243,5.612054549,3.734703086,5.65542184,4.150359331,5.78296354,4.389361033,5.740328965,4.109871529,5.965510001,4.297709325,5.719571431,4.287688006,5.803374591,3.80318525,5.523399273,3.589753114,5.213751161,3.742145574,5.201635552,3.574019238,5.168734817,3.867411696,5.477982647,4.037241504,5.759469894,4.019358925,5.81599865,3.963553593,6.272721619,4.259564076,6.17304223,4.109359049,6.106902063,4.263996286,6.138798252,4.498217143,6.092456152,4.564817316,4.572399851,2.691138103,0.9676899396,0.2134551824,0.9438541754,too_far,0.6229227387,false,false
DU-N,C:\Users\oscar\OneDrive\Public share - Mix Eval Dataset\MixEvaluation\audio\InTheMeantime\DU-N.mp3,DU-H,50,56,50,6,0,0.6569947399,false,true,true,false,,-0.4125723729,0.6852679326,-2.753896143,-1.243982432e-13,-5.119584048,-7.358249786,0.06981814653,15.76238368,0.03123812377,-0.001944771502,-15.05315078,6.650158226,1.91455362,6.483475792,3.940213907,5.979698958,4.18684257,5.290587141,3.908267969,5.1607888,3.967363417,5.528965549,4.138691156,5.477588768,4.316932371,4.966615417,3.993228815,5.485909339,4.393187916,5.771390301,4.175131348,5.193157023,4.158065623,5.073232218,4.115351354,4.949644485,3.962489965,4.971414781,3.87072594,4.978632973,3.813450342,5.2839388,4.079791628,5.498846683,4.379928785,5.501297766,4.34390292,5.975221383,4.956058461,6.007467479,4.838137107,6.205163552,4.36000765,6.46896359,3.971725775,6.504872586,3.325177991,5.077755352,1.06734565,0.8114285077,0.4129684997,0.6984792348,close_to_moderate,0.3961965663,false,false
PXL-S6,C:\Users\oscar\OneDrive\Public share - Mix Eval Dataset\MixEvaluation\audio\InTheMeantime\PXL-S6.mp3,DU-H,50,56,49.999,6,-1,0.3458613705,false,false,false,false,,0.6699743695,0.4189815937,-0.8383322532,-1.243982432e-13,-5.119584048,-5.648560623,0.06981814653,17.47207312,0.04008109868,-0.004968205001,-13.97060403,6.703575748,3.340067663,6.23728811,4.438846442,5.683030326,4.383909422,5.461024301,4.243455188,5.345439142,4.158420942,5.198573588,4.293757901,5.241161319,4.423343591,5.08801972,4.283162524,5.335404555,4.562919429,5.238562456,4.612297561,5.25671328,4.338956438,5.02298002,4.145766423,4.912527984,4.057810919,4.93985995,4.166832344,5.090496623,4.203025745,5.479967486,4.368162235,5.825579544,4.712241027,5.877014029,4.826433751,6.29078356,5.348251166,6.221545476,5.189992337,6.102023489,5.208451367,6.061529331,5.421212664,5.985160497,5.493419031,4.397065392,3.918218674,0.7553505415,0.1046669712,0.7480636775,close_to_moderate,0.2923652314,false,false
UCP-A1,C:\Users\oscar\OneDrive\Public share - Mix Eval Dataset\MixEvaluation\audio\InTheMeantime\UCP-A1.mp3,DU-H,50,56,49.999,6,-1,0.3683306341,false,false,false,false,,-0.7376354837,0.4104646852,-0.8012760637,9.269067129e-07,-5.119584048,-4.375821701,0.06981815398,18.74481094,0.02898535691,-0.009750700556,-15.37821389,6.594093799,2.800998395,6.402137898,4.02675744,6.044959957,4.162107026,5.948472199,4.028134774,5.516067099,4.00195868,5.3335256,4.030595445,5.416048644,4.138452737,5.414822075,4.086283057,5.692838102,4.246110851,5.569530712,4.172722803,5.59294791,4.336539266,5.373579265,4.136115427,5.175317556,4.16731953,5.150272739,4.320419931,5.189736137,4.3884277,5.457383609,4.371605716,5.746155095,4.69084047,5.809436404,4.785772314,6.196027388,5.175047516,6.117353343,5.02094384,6.067387508,5.088553867,6.177107022,5.335762307,6.209663565,5.359175779,4.671564912,3.748747342,0.9120644459,0.1416152662,0.9010031464,close_to_moderate,0.3570121217,false,false
UCP-A2,C:\Users\oscar\OneDrive\Public share - Mix Eval Dataset\MixEvaluation\audio\InTheMeantime\UCP-A2.mp3,DU-H,50,56,49.999,6,-1,0.3280724438,false,false,false,false,,-0.05623781637,0.3748734707,-0.6576927622,-9.269070596e-07,-5.119584048,-4.26807436,0.06981813908,18.85256043,0.03390926495,-0.03277549148,-14.69681622,6.478378392,3.04476325,6.267931295,4.113915679,6.12055869,4.381535887,5.924094793,4.13302229,5.50778702,4.084348317,5.465871937,4.159537724,5.591866191,4.22708075,5.631603704,4.215311715,5.89467288,4.407432824,5.911590293,4.471793938,5.764887606,4.444673156,5.508913057,4.255560911,5.233270852,4.245617288,5.192445039,4.383423609,5.203039957,4.440140522,5.500395796,4.393372816,5.805081096,4.684696803,5.874942908,4.800698956,6.267754378,5.202417675,6.179724001,5.025598131,6.084705327,5.095582341,6.172860715,5.330439413,6.183464539,5.352530124,4.596351187,3.752674695,1.008688237,0.1569082406,0.9964094361,too_far,0.2151467296,false,false
McG-A,C:\Users\oscar\OneDrive\Public share - Mix Eval Dataset\MixEvaluation\audio\InTheMeantime\McG-A.mp3,DU-H,50,56,50.022,6,22,0.2330510863,false,false,false,false,,0.751924813,0.3354659111,-0.5184995911,1.85381345e-06,-5.119584048,-7.157606402,0.06981816143,15.96302542,0.04084459692,-0.02245915867,-13.88865359,6.66502552,3.250835973,6.12681261,4.061819302,5.814799093,4.385374154,5.473899278,4.259890167,5.254645517,4.159360769,5.400036314,4.543942481,5.569792322,4.768337057,5.342165416,4.528330476,5.56444088,4.685974047,5.552851796,4.782013121,5.560765491,4.417055795,5.308828428,4.163846363,5.055547902,3.973767331,5.034234058,3.9574638,4.997804749,3.884189525,5.243752327,4.00925903,5.520847278,4.199660004,5.481824615,4.234790656,5.804587804,4.594175313,5.687406247,4.475455134,5.562521794,4.463173012,5.518408158,4.562716184,5.494608115,4.655189775,4.735107059,4.000863217,0.7267821065,0.3779653294,0.6207692326,close_to_moderate,0.3496163216,false,false
McG-C,C:\Users\oscar\OneDrive\Public share - Mix Eval Dataset\MixEvaluation\audio\InTheMeantime\McG-C.mp3,DU-H,50,56,50.022,6,22,0.2738106804,false,false,false,false,,2.764976219,0.3543447995,-0.58270073,-1.243982432e-13,-5.119584048,-6.231693109,0.06981814653,16.88894061,0.0649291575,-0.01593384333,-11.87560218,6.706814852,3.064940982,6.252622934,4.56322427,5.816951224,4.698761846,5.300797134,4.325382561,5.139368104,4.074207068,5.194832378,4.538598175,5.22786155,4.808648157,5.167008908,4.500567507,5.478387862,4.622437545,5.426253341,4.834820132,5.346113444,4.290764701,5.184273603,3.98434924,4.957787505,3.812403227,4.966194057,3.789196183,4.938137584,3.832471729,5.123250211,4.001039935,5.281423174,4.218511873,5.381490828,4.268833388,5.863073266,4.806776471,5.856205067,4.832702056,5.831608439,4.86745616,5.810364597,5.078804305,5.782268717,5.241605767,4.975783799,4.569197767,0.6101016278,0.2889297183,0.5373486895,too_close,9999,false,false
McG-H,C:\Users\oscar\OneDrive\Public share - Mix Eval Dataset\MixEvaluation\audio\InTheMeantime\McG-H.mp3,DU-H,50,56,50.022,6,22,0.2619281979,false,false,false,false,,0.2620772609,0.2546479389,-0.2911671833,-1.243982432e-13,-5.119584048,-4.546107501,0.06981814653,18.57452622,0.0364879854,-0.02275109664,-14.37850114,6.496486549,3.46908446,6.230224065,4.077501064,5.87720753,4.187118619,5.52230869,4.002691972,5.390469846,3.816225538,5.374411846,4.326408816,5.496963585,4.562713396,5.405076387,4.347586749,5.673958567,4.53334735,5.521899933,4.680008557,5.615543977,4.231575522,5.390803335,4.043189334,5.202365868,3.981212553,5.22236268,4.014932617,5.311836099,4.14448768,5.642716499,4.286124367,5.996400626,4.545598375,6.071726222,4.688935455,6.570729105,5.116925287,6.548759858,5.139662202,6.459779296,5.339794366,6.477378344,5.660598259,6.470157944,5.93187973,5.708770787,5.183957552,1.020430215,0.106610822,1.014845779,too_far,0.3166789552,false,false
DU-I,C:\Users\oscar\OneDrive\Public share - Mix Eval Dataset\MixEvaluation\audio\InTheMeantime\DU-I.mp3,DU-H,54,60,54,6,0,0.5350754071,false,true,false,false,,4.934683669,0.5277715284,-1.417893774,-1.272912256e-13,-5.139242476,-1.00596053,0.0681316033,22.32706734,0.1295391768,-0.06008414179,-8.875988938,6.379450127,3.893374464,6.213311101,4.903503939,5.908949136,4.887982851,5.876930332,4.870937745,5.787031053,4.778458409,5.463644107,4.789332588,5.47437727,4.894790113,5.379034269,4.75739636,5.700874564,5.183804446,5.406096675,4.78711733,5.282664395,4.667037095,5.111491784,4.488898672,5.197406629,4.792304944,5.319791024,4.70648347,5.445463527,4.869271821,5.611731648,4.992636176,5.945933241,5.298478858,6.060568496,5.312706022,6.516587975,5.690713298,6.612890475,5.715306128,6.677775641,5.592145687,6.947123433,5.885417134,6.834373342,5.912051637,5.162646244,4.42199827,1.61172538,0.9608575246,1.29399054,too_far,2.52563992,false,false
DU-J,C:\Users\oscar\OneDrive\Public share - Mix Eval Dataset\MixEvaluation\audio\InTheMeantime\DU-J.mp3,DU-H,54,60,53.998,6,-2,0.188704674,true,false,false,true,poor_global_alignment_confidence;extreme_stereo_imbalance,7.37440402,0.2211986235,-0.2178680836,9.49851544e-07,-5.139242476,-4.453810792,0.06813161075,18.87921579,0.2271815985,0.5974163413,-6.436268586,6.17515495,5.2730801,6.331189375,5.555521166,5.954962582,5.261931536,5.512354823,4.832409562,5.768083076,4.946735334,5.845691542,5.121661822,5.762916716,5.061125393,5.599238717,5.011487667,5.80056846,5.374449874,5.53533674,4.966202238,5.213678921,4.718813916,5.03188269,4.515064023,5.002652661,4.674513316,5.112772982,4.566946495,5.127501287,4.602405742,5.126834152,4.647010527,5.457860425,4.904794171,5.465687793,4.935014709,5.975994625,5.402967895,6.038201299,5.500117669,5.883248641,5.316474666,6.105147827,5.518400723,5.844836347,5.308023113,3.817470403,3.370404305,1.59575678,1.24290098,1.000818092,excluded,9999,false,false
DU-K,C:\Users\oscar\OneDrive\Public share - Mix Eval Dataset\MixEvaluation\audio\InTheMeantime\DU-K.mp3,DU-H,54,60,54.004,6,4,0.2325206703,false,false,true,false,,5.834136876,0.1879455232,-0.1561828532,9.49851544e-07,-5.139242476,-0.3056939408,0.06813161075,23.02733275,0.1593479365,0.02060799673,-7.97653573,6.22242714,5.344998939,5.968830985,5.286885258,5.857932712,4.576787029,5.50462842,4.291345531,5.433736618,3.783259669,5.632989751,3.202295688,5.739299296,3.347360301,5.345049901,3.664239453,5.553006048,3.156182591,5.200167122,3.476609707,4.917062998,3.701368438,4.70900427,3.373061406,4.939950394,3.508708085,4.886924361,3.814164916,5.161274219,3.828544314,5.412849356,4.1445652,5.658136651,4.445610265,5.52978327,4.304728781,6.109470023,4.518296608,6.118570958,4.205347056,5.711212773,4.18004514,5.755321856,3.799618707,5.37257463,2.472556109,3.285397372,-0.2224092147,1.494274112,1.186825582,0.9079097761,too_far,3.037435409,false,false
DU-L,C:\Users\oscar\OneDrive\Public share - Mix Eval Dataset\MixEvaluation\audio\InTheMeantime\DU-L.mp3,DU-H,54,60,54,6,0,0.6474959252,false,true,false,false,,3.988639073,0.5805492403,-1.785108872,1.899703111e-06,-5.139242476,-6.37105624,0.0681316182,16.96196941,0.1041829512,-0.04978322983,-9.822033534,6.21383004,2.026052254,5.799272835,3.027563078,5.669089778,3.735200855,5.378270268,4.083483001,5.660540241,4.402481345,5.723778289,4.405187686,5.776677199,4.863033135,5.616370622,4.845790215,5.988292822,5.414159822,5.658756124,4.601068423,5.376904676,4.596399981,5.27112702,4.38010151,5.37424977,4.641347761,5.438522669,4.401675795,5.572904349,4.532386391,5.731745331,4.674309339,5.975234197,4.897582956,5.982661848,4.834606145,6.413807522,5.049990227,6.407913081,5.096200265,6.492983535,5.118867676,6.751201007,5.37408938,6.662663263,5.526126035,5.030638151,3.88678525,1.293869753,0.4747898243,1.203608558,too_far,1.876668685,false,false
DU-M,C:\Users\oscar\OneDrive\Public share - Mix Eval Dataset\MixEvaluation\audio\InTheMeantime\DU-M.mp3,DU-H,54,60,54,6,0,0.4214250155,true,false,false,false,,-0.66342099,0.3854705127,-0.6985999285,-1.272912256e-13,-5.139242476,-6.152007105,0.0681316033,17.18102087,0.03569362313,-0.001775102806,-14.4740936,6.182551744,2.806650863,6.107771873,3.995432887,5.849612512,4.151410251,5.694430447,4.139132458,5.813589019,3.968103985,6.025789287,4.018336438,5.959113584,4.163466143,5.719204304,4.230863975,5.980152981,4.744452064,5.694704517,4.135184832,5.318591558,4.034093378,5.055585188,3.824424863,4.978671637,4.117351158,5.075000571,3.799393511,5.132039984,3.943124869,5.184603723,4.055410234,5.49457544,4.204585308,5.528068711,4.250979337,5.994514586,4.350835011,5.961838387,4.313200007,5.844201459,4.318330466,6.04835227,4.396329243,5.958476606,4.330768159,4.300688331,2.362856348,0.830476503,0.1906725688,0.8082915276,close_to_moderate,0.599449106,false,false
DU-N,C:\Users\oscar\OneDrive\Public share - Mix Eval Dataset\MixEvaluation\audio\InTheMeantime\DU-N.mp3,DU-H,54,60,54,6,0,0.6569947399,false,true,true,false,,0.8541668674,0.6693313222,-2.580644237,9.49851544e-07,-5.139242476,-7.598398925,0.06813161075,15.73462763,0.05062318221,0.002262591152,-12.95650574,6.544519255,1.939208312,6.488847286,3.929570009,5.917948488,4.222363153,5.336701458,3.946240665,5.409735235,4.17930192,5.696103732,4.550611873,5.581271997,4.621646455,5.14279385,4.124303126,5.781465264,4.474246419,5.660595873,4.270445501,5.14780717,3.727874011,5.013920524,3.695810461,5.003056764,3.757304274,5.087179994,3.819073331,5.070655554,3.805206513,5.228470245,3.877797145,5.491159104,4.187259777,5.489038846,4.004515175,5.898589059,4.656077831,5.965981484,4.701608758,6.118477168,3.866058888,6.404020167,3.653717476,6.369722018,3.061788891,4.861358316,0.5060186598,0.886162465,0.457054397,0.7592003638,close_to_moderate,0.621896125,false,false
PXL-S6,C:\Users\oscar\OneDrive\Public share - Mix Eval Dataset\MixEvaluation\audio\InTheMeantime\PXL-S6.mp3,DU-H,54,60,53.999,6,-1,0.3458613705,false,false,false,false,,0.7429089563,0.3525074434,-0.5762556137,-9.498519025e-07,-5.139242476,-5.291592057,0.06813159585,18.04143677,0.04934278876,-0.01027457695,-13.06776365,6.624332897,3.388161844,6.270389031,4.503282117,5.711231072,4.402167395,5.492168862,4.360467552,5.507953047,4.362038781,5.515911907,4.516198835,5.432661251,4.534012354,5.20852367,4.413541094,5.521078606,4.867454777,5.273842078,4.448992221,4.986933284,4.263396831,4.780136627,4.107047662,4.839605174,4.234042605,4.979652333,4.262408831,5.159064928,4.299075933,5.312592092,4.3790989,5.709918501,4.724757631,5.7968299,4.883281644,6.230401238,5.251156655,6.197085688,5.251825278,6.060868296,5.14325382,6.195694216,5.346948117,6.028658575,5.321921337,4.271040183,3.728299853,0.7189738238,0.05881551846,0.7165640893,close_to_moderate,0.3542690545,false,false
UCP-A1,C:\Users\oscar\OneDrive\Public share - Mix Eval Dataset\MixEvaluation\audio\InTheMeantime\UCP-A1.mp3,DU-H,54,60,53.999,6,-1,0.3683306341,false,false,false,false,,-0.7742287063,0.3515041809,-0.5727534393,9.49851544e-07,-5.139242476,-4.55912602,0.06813161075,18.77390123,0.03479444236,-0.002558675362,-14.58490131,6.502717823,2.785827769,6.455506422,3.909742871,6.018171664,4.054704239,5.945518273,4.031635876,5.719913956,4.138735115,5.619045736,4.254825405,5.595561894,4.29354324,5.521318013,4.157488015,5.833843578,4.487340649,5.548258656,4.192016046,5.323302314,4.202455203,5.124982629,4.1104917,5.123449871,4.293561926,5.194207724,4.356434331,5.255855949,4.555246085,5.313773485,4.558974655,5.649783001,4.855610908,5.715544078,4.988843409,6.111462502,5.155500154,6.063371186,5.133083271,5.997825076,5.06307163,6.272364869,5.213090964,6.214821516,5.180817856,4.544069389,3.565136228,0.8889678663,0.1160584934,0.8813593441,close_to_moderate,0.34672317,false,false
UCP-A2,C:\Users\oscar\OneDrive\Public share - Mix Eval Dataset\MixEvaluation\audio\InTheMeantime\UCP-A2.mp3,DU-H,54,60,53.999,6,-1,0.3280724438,false,false,false,false,,-0.0725007166,0.3088438179,-0.4353599919,-1.272912256e-13,-5.139242476,-4.574123056,0.0681316033,18.75890482,0.04089617357,-0.02742049471,-13.88317332,6.378902664,3.056046859,6.315591029,4.034899936,6.021629147,4.184124784,5.833317735,4.107996222,5.787080359,4.266593118,5.70374284,4.35451261,5.68400632,4.343927587,5.774964177,4.342997712,6.204652516,4.769827176,5.784898473,4.396529919,5.624041883,4.393367443,5.387084743,4.288037524,5.287642385,4.396464154,5.28008118,4.441379203,5.282530571,4.589435311,5.34323189,4.582475832,5.680396262,4.901764,5.784948097,5.017220547,6.186043434,5.172443703,6.112591333,5.149131729,6.029523717,5.068158005,6.303765813,5.190181923,6.220067837,5.194449739,4.466097093,3.580662614,0.9947095398,0.1042173958,0.9892349585,too_far,0.2068600471,true,false
McG-A,C:\Users\oscar\OneDrive\Public share - Mix Eval Dataset\MixEvaluation\audio\InTheMeantime\McG-A.mp3,DU-H,54,60,54.022,6,22,0.2330510863,false,false,false,false,,1.186897907,0.3288218813,-0.4969537079,1.899703111e-06,-5.139242476,-4.518847465,0.0681316182,18.81417828,0.0546540767,-0.0146845486,-12.6237747,6.566094773,3.270987809,6.123868539,4.063318046,5.775155036,4.348818007,5.417016974,4.219475912,5.532986568,4.527685021,5.730070019,4.745879111,5.683367788,4.696556181,5.492844146,4.725826502,5.845384102,5.16679807,5.583709005,4.649112707,5.307802991,4.380841469,5.061606374,4.152175886,4.998623765,4.204649776,5.021691566,4.112862259,5.044193893,3.981821247,5.013542963,3.895871366,5.369210072,4.142883752,5.359447619,4.193211574,5.75965037,4.565815438,5.69141755,4.586068316,5.54003582,4.404635499,5.661969987,4.565150262,5.492969938,4.574601233,4.482662275,3.773819805,0.6333401226,0.1436861137,0.6168257547,too_close,9999,false,false
McG-C,C:\Users\oscar\OneDrive\Public share - Mix Eval Dataset\MixEvaluation\audio\InTheMeantime\McG-C.mp3,DU-H,54,60,54.022,6,22,0.2738106804,false,false,false,false,,2.616993399,0.3460167666,-0.5538289673,9.49851544e-07,-5.139242476,-6.580307973,0.06813161075,16.75271881,0.07596825808,-0.01433629543,-11.19367921,6.608035486,3.064182139,6.253606533,4.483411046,5.754575921,4.579444411,5.292989051,4.229112166,5.363785258,4.46284875,5.490602686,4.58603826,5.40964171,4.655963935,5.298335989,4.745626766,5.662459909,5.250126575,5.380634092,4.547300978,5.155387723,4.471891582,5.009411368,4.209199019,4.917745647,4.353616374,4.938529596,4.097821855,4.993506728,4.044211829,4.941366034,4.130202479,5.242949018,4.344305112,5.359236809,4.3796035,5.872731945,4.743252326,5.887235528,4.812948539,5.928678316,4.731470053,6.178206135,4.96947433,5.997530306,5.101195054,4.837418291,4.344700535,0.6545882525,0.3506593188,0.552742094,too_close,9999,false,false
McG-H,C:\Users\oscar\OneDrive\Public share - Mix Eval Dataset\MixEvaluation\audio\InTheMeantime\McG-H.mp3,DU-H,54,60,54.022,6,22,0.2619281979,false,false,false,false,,0.387074922,0.2715551783,-0.3326807775,-9.498519025e-07,-5.139242476,-4.28568063,0.06813159585,19.04734813,0.04546112567,-0.03066916019,-13.42359768,6.439738673,3.538138505,6.317438019,4.139181021,5.858709582,4.17038059,5.461532073,4.022941457,5.616954169,4.228696433,5.704199997,4.401521328,5.637866239,4.491049207,5.521937643,4.575840048,5.817501704,5.077439802,5.568984711,4.483433505,5.266127368,4.347739667,5.094299867,4.181420346,5.097216069,4.320218456,5.199931937,4.215419539,5.333566756,4.313315469,5.442450952,4.36803492,5.820677453,4.671615361,5.900092922,4.802847246,6.467850448,5.122828939,6.499487314,5.213959927,6.386248033,5.306714262,6.604504602,5.608613753,6.527739431,5.821972469,5.563950867,5.013959511,0.982437439,0.1593651474,0.9694256399,too_far,0.3106002934,false,false
DU-I,C:\Users\oscar\OneDrive\Public share - Mix Eval Dataset\MixEvaluation\audio\InTheMeantime\DU-I.mp3,DU-H,58,64,58,6,0,0.5350754071,false,true,false,false,,4.311020688,0.5093908599,-1.304624527,-1.282555531e-13,-5.139242476,0.08157690564,0.06765982509,23.47495955,0.1154728085,-0.07059258968,-9.375202273,6.319175794,3.90566408,6.102919984,4.834531676,5.832227856,4.761929381,5.898600776,4.899886026,5.747052618,4.600740797,5.397876212,4.615573287,5.334187251,4.655192661,5.462022918,4.84280342,5.747063255,5.191856843,5.693481671,5.026177335,5.392066501,4.720938073,5.172352804,4.477940107,5.190424333,4.666819306,5.219362526,4.435036121,5.341578854,4.635142582,5.545562336,4.8754326,5.94253612,5.149982172,6.091143784,5.165212016,6.472169387,5.486930778,6.69060453,5.3879531,6.816496694,5.409672304,7.065228277,5.807554154,6.95662139,5.910348667,5.349342395,4.501582378,1.745420481,1.076869718,1.373624499,too_far,2.441052978,false,false
DU-J,C:\Users\oscar\OneDrive\Public share - Mix Eval Dataset\MixEvaluation\audio\InTheMeantime\DU-J.mp3,DU-H,58,64,57.998,6,-2,0.188704674,true,false,false,true,poor_global_alignment_confidence;extreme_stereo_imbalance,7.743696859,0.172480331,-0.1311614113,-9.564750277e-07,-5.139242476,-2.617672449,0.06765981764,20.77571095,0.25453493,0.5943462849,-5.942526102,6.135876742,5.266828218,6.187952166,5.511142328,5.880911259,5.282048462,5.661143875,4.984947328,5.872478122,5.007342923,5.735205404,5.003201786,5.607518545,5.002761755,5.861650563,5.248677786,5.947019301,5.430691097,5.848123719,5.291292166,5.45091433,4.904381118,5.127797377,4.564252737,5.006284793,4.602951784,4.978871223,4.388015049,5.081303893,4.483728911,5.119165052,4.643055205,5.452794097,4.861123722,5.499082498,4.913063012,5.8716296,5.2727026,5.9561542,5.289648446,5.967713181,5.30468979,6.214376118,5.586521187,5.950960356,5.399882188,3.986018027,3.524068214,1.883516613,1.48517615,1.158398306,excluded,9999,false,false
DU-K,C:\Users\oscar\OneDrive\Public share - Mix Eval Dataset\MixEvaluation\audio\InTheMeantime\DU-K.mp3,DU-H,58,64,58.004,6,4,0.2325206703,false,false,true,false,,5.567759369,0.1972236924,-0.1723024553,-1.282555531e-13,-5.139242476,-0.5680709691,0.06765982509,22.8253119,0.1542245895,0.02191308327,-8.118463592,6.19649802,5.258187068,6.094652967,5.178520577,5.838345754,4.447196077,5.632327055,4.154467635,5.262591693,3.647838323,5.331251035,3.069887181,5.252580512,3.198272913,5.379880702,3.558130703,5.548258346,3.044074018,5.480924787,3.35537013,5.028163074,3.564360132,4.606040852,3.182154082,4.837006735,3.342018258,4.695610997,3.607109323,4.986434688,3.662682562,5.312967438,3.990200863,5.557039477,4.289494451,5.493670124,4.132353024,5.883248012,4.360212938,5.861626463,4.010926239,5.637361128,4.000018117,5.759538688,3.627294339,5.360277276,2.405148311,3.337186655,-0.1515506145,1.435378682,1.122667489,0.8943878744,too_far,2.878813133,false,false
DU-L,C:\Users\oscar\OneDrive\Public share - Mix Eval Dataset\MixEvaluation\audio\InTheMeantime\DU-L.mp3,DU-H,58,64,58,6,0,0.6474959252,false,true,false,false,,4.900628322,0.5920760758,-1.874571761,-1.282555531e-13,-5.139242476,-4.528279822,0.06765982509,18.8651026,0.1322636604,-0.05255311355,-8.785594639,6.185304332,2.119261284,5.677177756,2.930768549,5.576918797,3.924984228,5.509732857,4.325808539,5.689774832,4.287438395,5.55151552,4.413970457,5.489002269,4.93521818,5.782852883,5.116928487,6.009665183,5.490278791,5.948978111,5.112154313,5.588442328,4.846945951,5.352576973,4.403415343,5.371253105,4.509186888,5.271057356,4.171392312,5.417105293,4.371374304,5.610736496,4.681426924,6.004859948,4.796252345,6.027571503,4.68122539,6.350463568,5.030996392,6.443635169,4.925888587,6.563540797,4.889438167,6.852620818,5.301786331,6.785885269,5.578531939,5.21425894,3.993687394,1.417992903,0.6065961587,1.281696131,too_far,2.319988072,false,false
DU-M,C:\Users\oscar\OneDrive\Public share - Mix Eval Dataset\MixEvaluation\audio\InTheMeantime\DU-M.mp3,DU-H,58,64,58,6,0,0.4214250155,true,false,false,false,,0.6962981443,0.3828605503,-0.6883835784,-9.564750277e-07,-5.139242476,-4.668949369,0.06765981764,18.72443451,0.05023512617,-0.001099903602,-12.98992482,6.2316087,3.026134231,5.997511717,4.208285315,5.839137148,4.3847944,5.81476138,4.270017125,5.820233235,3.883230531,5.78592745,4.233135487,5.682849944,4.38282491,6.002332283,4.41646545,6.169537164,4.713222538,6.067446202,4.568607997,5.633561066,4.07376725,5.209932993,3.832179654,5.021749974,4.073769085,4.939064703,3.660321904,5.093323625,3.777224923,5.23640731,3.930031671,5.661267675,4.076520897,5.687483727,4.098475058,6.035484438,4.228013942,5.989678132,4.125919466,5.990620209,4.201756256,6.256574971,4.423786752,6.196504191,4.47800813,4.631053331,2.69567804,0.9144305582,0.09982707532,0.9089652363,close_to_moderate,0.6949101652,false,false
DU-N,C:\Users\oscar\OneDrive\Public share - Mix Eval Dataset\MixEvaluation\audio\InTheMeantime\DU-N.mp3,DU-H,58,64,58,6,0,0.6569947399,false,true,true,false,,0.8212712752,0.6635278472,-2.520205445,-1.282555531e-13,-5.139242476,-6.665835565,0.06765982509,16.72754684,0.0517017059,-0.004011449404,-12.86495169,6.520523056,2.137197884,6.322055995,4.007674754,5.86054289,4.215508476,5.340055389,4.184827689,5.329344711,4.211371319,5.599040572,4.293923125,5.504599905,4.361717191,5.18455682,4.345895755,5.784708046,4.723146082,5.923662299,4.656022942,5.136137846,4.079656587,5.049917984,3.785296519,4.974296173,3.822744657,4.914390155,3.600811214,4.992217692,3.711718434,5.179142218,4.048965256,5.476492588,4.22971395,5.456587945,4.176489699,5.876905254,4.574000936,5.98897135,4.512309665,6.225880709,3.917802636,6.572708533,3.861971779,6.571129694,3.223307873,5.117373332,0.8517463229,0.8247461877,0.2874496836,0.7730323107,close_to_moderate,0.5489663904,false,false
