baseline_model,n_trials,n_unique_winner_trials,n_tied_human_trials,strict_unique_winner_accuracy,tie_compatible_accuracy,top2_hit_rate,mean_spearman,mean_ndcg,mae,rmse,mean_predicted_winner_probability,mean_observed_winner_probability_mass,mean_entropy,mean_top2_margin,mean_expected_draws_outside_0_100_prop,predicted_exact_tie_count
categorical_design,180,164,16,0.2865853658536585,0.3388888888888889,0.6,0.3354994736060601,0.918473986137143,23.628764556494577,28.23092088622385,0.8318444444444443,0.3261333333333334,0.44736797103259346,0.6789277777777778,0.004385555555555556,0
