model_name,elpd_loo,se,p_loo,pareto_k_gt_0_7,pareto_k_max,loo_valid,elpd_diff_from_best
primary_feature,-4686.613066757319,18.632769272755493,47.366934137727185,0,0.300837546611232,True,-0.18814751211994007
si_sensitivity,-4686.424919245199,18.67181837295886,47.34467304573991,0,0.355971718636003,True,0.0
