recommended_analysable_participants,scenario,seed,rows,clipped_ratings,sampling_config,elapsed_seconds,warning_count,ppc_boundary_violation_rate,idata_path,divergences,max_rhat,min_ess,operational_success,strict_convergence,episode_specific_interaction_slope_bias_mean,episode_specific_interaction_slope_mae,episode_specific_interaction_slope_rmse,episode_specific_interaction_slope_coverage,episode_specific_interaction_slope_sign_recovery,episode_specific_interaction_slope_hdi_width_mean,main_effect_bias_mean,main_effect_mae,main_effect_rmse,main_effect_coverage,main_effect_sign_recovery,main_effect_hdi_width_mean,coefficient_rmse,coefficient_coverage,coefficient_sign_recovery,coefficient_hdi_width_mean,cell_mean_rmse,cell_mean_mae,cell_mean_coverage,average_cell_hdi_width,winner_accuracy,mean_probability_true_winner,true_winner_probability_gt_0_50_rate,true_winner_tie_count
60,moderate_effects,9166499,1800,2,"{""draws"": 1000, ""tune"": 1000, ""chains"": 4, ""cores"": 1, ""target_accept"": 0.95, ""inference_method"": ""nutpie""}",9.57112741470337,0,0.0010580555555555556,outputs\statistical_baseline\sample_size_simulation\confirmation_fit_idata.nc,0,1.01,211.0,True,True,0.01102049693479452,0.5377134574458852,0.7453237817348299,0.8,0.9,2.0290298616553644,0.3633165171901827,0.5775244902049026,0.8909133630492259,0.75,0.75,1.447938083947116,0.7896645706534341,0.7857142857142857,0.8571428571428571,1.8630036394530076,1.0876246612760883,0.8650281142001326,0.9666666666666667,4.450196623749441,0.85,0.8563124999999999,0.85,0
