model_name,group,episode,song_id,stimulus_id,mix_id,z_RMS,z_CF,z_SW,mean,median,sd,hdi_3,hdi_97,probability_above_zero,probability_below_zero
primary_feature,group_02,EDR-2,pouring_room,pouring_room_mcg_r,mix_0ba76f420c1d,0.2249858589620197,-0.521538265731174,0.8057256670690561,78.97563881299249,78.96631952150463,5.312861631375072,69.24714100106591,89.06120688744002,1.0,0.0
primary_feature,group_02,EDR-2,pouring_room,pouring_room_mcg_t,mix_be2ccd4c43ff,-0.0814371595061495,1.1238301932737935,1.926895983278192,40.344448877591624,40.387664598259875,5.381213509998835,29.984950035757393,50.28815482463335,1.0,0.0
primary_feature,group_02,EDR-2,pouring_room,pouring_room_mcg_v,mix_e08faaf8bbb3,0.2009523983216312,1.112208706920678,-0.2814967551013548,62.47945205937215,62.51293209940952,5.323743830955186,52.49153009893519,72.61812879920211,1.0,0.0
primary_feature,group_02,EDR-2,pouring_room,pouring_room_mcg_x,mix_cbf8555ee2b2,0.4494273963527286,0.780552768870155,0.8086566197405122,61.33467026148498,61.302792912870544,5.223204982609222,51.49129566920599,71.07269112645585,1.0,0.0
primary_feature,group_02,FM-1,in_the_meantime,in_the_meantime_du_h,mix_302f0efe8a80,0.6887214233465396,0.2719152524959843,-0.8693704120952901,68.28604178407984,68.17480830067433,5.2881669092010535,59.18028283752418,79.04788493692473,1.0,0.0
primary_feature,group_02,FM-1,in_the_meantime,in_the_meantime_du_i,mix_9baa86357fd4,-1.8990066727669184,1.9187185345499165,0.5415536857115313,52.355027454143475,52.270463533964566,5.532657307068593,42.27020696829521,63.32038045121109,1.0,0.0
primary_feature,group_02,FM-1,in_the_meantime,in_the_meantime_du_k,mix_56e65a3ce054,-1.1193186569455127,1.7918041562064675,0.9713104079970216,21.489132772738785,21.55165943406897,5.38276769316429,11.609609481434202,31.82358777302655,0.99975,0.00025
primary_feature,group_02,FM-1,in_the_meantime,in_the_meantime_qut_b,mix_c7bdcba64775,-0.6698107538710293,-0.1978340618743536,-1.5468197375217057,44.877929800399144,44.947382683807,5.424463579948805,34.794063309924354,55.01515046022979,1.0,0.0
primary_feature,group_02,FM-1,in_the_meantime,in_the_meantime_qut_pro,mix_cdaef40f2b94,-0.6756280657690176,-1.4346341192827423,1.8511013279434223,55.245864175845256,55.22688923827315,5.3840561689531325,45.56515221826105,65.54212521565097,1.0,0.0
primary_feature,group_02,FM-1,pouring_room,pouring_room_mcg_pro1,mix_132e75f34470,1.177821012274786,0.1366958746221527,-0.3534041622732912,69.13756665355814,69.11126867829876,5.196071102666405,58.98077469276767,78.57175494158047,1.0,0.0
primary_feature,group_02,FM-1,pouring_room,pouring_room_mcg_r,mix_0ba76f420c1d,0.2249858589620197,-0.521538265731174,0.8057256670690561,70.50941511656413,70.5251995543158,5.306966337966963,60.97869783119333,81.09987826564156,1.0,0.0
primary_feature,group_02,FM-1,pouring_room,pouring_room_mcg_t,mix_be2ccd4c43ff,-0.0814371595061495,1.1238301932737935,1.926895983278192,31.87822518116325,31.85733056270735,5.324130529708417,22.20808693372603,42.25942666684089,1.0,0.0
