model_name,elpd_loo,se,p_loo,pareto_k_gt_0_7,pareto_k_max,loo_valid,elpd_diff_from_best
stimulus_model,-4281.126620963018,17.13049927414781,44.188772230538234,0,0.3073959922606579,True,0.0
primary_feature,-4281.366262562854,17.152024963899237,44.16644864312639,0,0.30463837524208026,True,-0.23964159983643185
