model_name,elpd_loo,se,p_loo,pareto_k_gt_0_7,pareto_k_max,loo_valid,elpd_diff_from_best
primary_feature,-4281.366262562854,17.152024963899237,44.16644864312639,0,0.30463837524208026,True,-0.6813248205353375
si_sensitivity,-4280.684937742319,17.156353985033928,43.75413626069712,0,0.3345548806308611,True,0.0
