model_name,icc_scope,icc_label,formula,primary_for_results,term,mean,sd,hdi_3,hdi_97,mcse,mcse_sd,ess_bulk,ess_tail,r_hat
final_stimulus,conditional / final-model ICC,conditional / final-model ICC,rating ~ episode + group + (1 | participant_id) + (1 | stimulus_id),True,participant_variance,155.414,50.622,77.581,252.669,1.787,1.427,878.0,1614.0,1.01
final_stimulus,conditional / final-model ICC,conditional / final-model ICC,rating ~ episode + group + (1 | participant_id) + (1 | stimulus_id),True,stimulus_variance,187.86,75.96,72.172,328.127,2.597,2.624,848.0,1324.0,1.0
final_stimulus,conditional / final-model ICC,conditional / final-model ICC,rating ~ episode + group + (1 | participant_id) + (1 | stimulus_id),True,residual_variance,721.341,33.301,658.89,784.487,0.485,0.604,4725.0,2752.0,1.0
final_stimulus,conditional / final-model ICC,conditional / final-model ICC,rating ~ episode + group + (1 | participant_id) + (1 | stimulus_id),True,participant_ICC,0.145,0.041,0.075,0.219,0.001,0.001,911.0,1501.0,1.01
final_stimulus,conditional / final-model ICC,conditional / final-model ICC,rating ~ episode + group + (1 | participant_id) + (1 | stimulus_id),True,stimulus_ICC,0.173,0.055,0.082,0.279,0.002,0.001,855.0,1523.0,1.0
final_stimulus,conditional / final-model ICC,conditional / final-model ICC,rating ~ episode + group + (1 | participant_id) + (1 | stimulus_id),True,residual_share,0.682,0.056,0.572,0.78,0.002,0.001,796.0,1476.0,1.01
