summary_type,level,mean,median,sd,hdi_3,hdi_97,probability_above_zero,probability_below_zero
episode,EDR-1,53.2082166318114,53.19394256166579,3.9217543845945153,46.577498593847174,61.00252225098901,1.0,0.0
episode,EDR-2,55.410676752213575,55.28345946163505,3.914840577234488,48.02624112259551,62.55362870020022,1.0,0.0
episode,FM-1,46.53274968573564,46.41138513565505,3.959019935121908,39.09168402249336,53.741723162351946,1.0,0.0
