summary_type,level,mean,median,sd,hdi_3,hdi_97,probability_above_zero,probability_below_zero
episode_contrast,EDR-2 minus EDR-1,2.2024601204021756,2.220065981288002,2.0501419591168997,-1.8602457083306305,5.874025546622441,0.8565,0.1435
episode_contrast,FM-1 minus EDR-1,-6.675466946075753,-6.649646701606784,2.044390413206418,-10.64122188565743,-2.893320349209489,0.00075,0.99925
episode_contrast,FM-1 minus EDR-2,-8.877927066477929,-8.85671344634337,2.0882400180884804,-12.69389517396992,-4.949083141680539,0.0,1.0
