model_name,term,mean,sd,hdi_3,hdi_97,mcse,mcse_sd,ess_bulk,ess_tail,r_hat
primary_feature,Intercept,44.8,5.437,34.622,55.207,0.156,0.106,1223.0,1550.0,1.0
primary_feature,episode[EDR-2],2.231,2.118,-1.798,6.13,0.032,0.032,4337.0,3117.0,1.0
primary_feature,episode[FM-1],-6.641,2.122,-10.627,-2.677,0.031,0.03,4576.0,3347.0,1.0
primary_feature,group[group_02],16.766,8.083,2.029,32.145,0.238,0.194,1153.0,1363.0,1.0
primary_feature,z_RMS,5.284,2.799,-0.073,10.389,0.076,0.06,1326.0,1894.0,1.0
primary_feature,z_CF,-6.265,3.197,-12.443,-0.369,0.088,0.08,1317.0,1614.0,1.01
primary_feature,z_SW,-2.795,2.972,-8.416,2.679,0.084,0.073,1266.0,1793.0,1.0
