song,original_mix_name,audio_path,do_not_duplicate_audio
I'd Like To Know,PXL-S3,C:\Users\oscar\Documents\7. QMUL UNIVERSITY\1. Master Program\3. MSc Project\intent2control-dissertation\outputs\stimulus_selection\08_backup_song_expansion\08_supervisor_review_package\candidate_review_audio\I'd Like To Know\Similar Ratings\PXL-S3_28sec.wav,path_reference_only
I'd Like To Know,PXL-S5,C:\Users\oscar\Documents\7. QMUL UNIVERSITY\1. Master Program\3. MSc Project\intent2control-dissertation\outputs\stimulus_selection\08_backup_song_expansion\08_supervisor_review_package\candidate_review_audio\I'd Like To Know\Similar Ratings\PXL-S5_28sec.wav,path_reference_only
I'd Like To Know,PXL-S1,C:\Users\oscar\Documents\7. QMUL UNIVERSITY\1. Master Program\3. MSc Project\intent2control-dissertation\outputs\stimulus_selection\08_backup_song_expansion\08_supervisor_review_package\candidate_review_audio\I'd Like To Know\Similar Ratings\PXL-S1_28sec.wav,path_reference_only
I'd Like To Know,PXL-S2,C:\Users\oscar\Documents\7. QMUL UNIVERSITY\1. Master Program\3. MSc Project\intent2control-dissertation\outputs\stimulus_selection\08_backup_song_expansion\08_supervisor_review_package\candidate_review_audio\I'd Like To Know\Wide Ratings\PXL-S2_28sec.wav,path_reference_only
I'd Like To Know,PXL-S7,C:\Users\oscar\Documents\7. QMUL UNIVERSITY\1. Master Program\3. MSc Project\intent2control-dissertation\outputs\stimulus_selection\08_backup_song_expansion\08_supervisor_review_package\candidate_review_audio\I'd Like To Know\Wide Ratings\PXL-S7_28sec.wav,path_reference_only
