parameter,true_value,posterior_mean,posterior_sd,hdi_3%,hdi_97%,bias,absolute_error,squared_error,covered,hdi_width,scenario,n_participants,replication
residual_share,0.5379488041225564,0.6322070326396129,0.0699845321700152,0.503161653580082,0.7555934262918808,0.0942582285170564,0.0942582285170564,0.0088846136431736,True,0.2524317727117987,moderate_expected,20,6
participant_ICC,0.4046938889822438,0.3133178221147958,0.0806832669057914,0.1866268216644581,0.4698426662957777,-0.0913760668674479,0.0913760668674479,0.0083495855961643,True,0.2832158446313195,moderate_expected,20,7
stimulus_ICC,0.0573573068951996,0.1104223564499619,0.0541472407457198,0.0340092161307988,0.211582335674699,0.0530650495547622,0.0530650495547622,0.0028158994842493,True,0.1775731195439001,moderate_expected,20,7
residual_share,0.5379488041225564,0.5762598214352421,0.0756695624569449,0.4284857027242589,0.7048254486393641,0.0383110173126857,0.0383110173126857,0.0014677340475329,True,0.2763397459151052,moderate_expected,20,7
participant_ICC,0.4046938889822438,0.1454787365226054,0.0566657965329393,0.0548227324666093,0.2444346645114195,-0.2592151524596383,0.2592151524596383,0.0671924952646735,False,0.1896119320448101,moderate_expected,20,8
stimulus_ICC,0.0573573068951996,0.051821232415223,0.0307509022664329,0.002228478430738,0.1058237607390608,-0.0055360744799766,0.0055360744799766,3.064812064784913e-05,True,0.1035952823083227,moderate_expected,20,8
residual_share,0.5379488041225564,0.8027000310621716,0.060523445025756,0.687517878421407,0.8997277699389251,0.2647512269396151,0.2647512269396151,0.0700932121660316,False,0.2122098915175181,moderate_expected,20,8
participant_ICC,0.4046938889822438,0.5470344812653359,0.0800088744425233,0.4116525414585968,0.6906521079427884,0.1423405922830921,0.1423405922830921,0.0202608442115014,False,0.2789995664841915,moderate_expected,20,9
stimulus_ICC,0.0573573068951996,0.0401300896874954,0.0225158183003827,0.0092391034710958,0.0787337877041272,-0.0172272172077042,0.0172272172077042,0.0002967770127214,True,0.0694946842330313,moderate_expected,20,9
residual_share,0.5379488041225564,0.4128354290471686,0.0746515224416174,0.281085366527551,0.5458150799054375,-0.1251133750753878,0.1251133750753878,0.0156533566227546,True,0.2647297133778865,moderate_expected,20,9
participant_ICC,0.4046938889822438,0.2286936211572336,0.0737550690995876,0.1144246987420632,0.3679926169050767,-0.1760002678250101,0.1760002678250101,0.0309760942744752,False,0.2535679181630135,moderate_expected,20,10
stimulus_ICC,0.0573573068951996,0.0658323240423487,0.0365250364240496,0.0074999129702139,0.1254903417963857,0.008475017147149,0.008475017147149,7.182591564447104e-05,True,0.1179904288261717,moderate_expected,20,10
residual_share,0.5379488041225564,0.7054740548004176,0.0734769076622019,0.5762483903334514,0.8387567325208742,0.1675252506778611,0.1675252506778611,0.0280647096146802,False,0.2625083421874228,moderate_expected,20,10
participant_ICC,0.4046938889822438,0.381949625230098,0.0702026697766359,0.2504259243318296,0.5053454698927837,-0.0227442637521457,0.0227442637521457,0.0005173015336271,True,0.2549195455609541,moderate_expected,30,1
stimulus_ICC,0.0573573068951996,0.0768870251023306,0.038264979311924,0.0199471974788184,0.1510322949953354,0.0195297182071309,0.0195297182071309,0.0003814098932499,True,0.1310850975165169,moderate_expected,30,1
residual_share,0.5379488041225564,0.5411633496675712,0.0645427971786892,0.4251073904089952,0.6631184530718349,0.0032145455450147,0.0032145455450147,1.0333303060974297e-05,True,0.2380110626628396,moderate_expected,30,1
participant_ICC,0.4046938889822438,0.4671764663081035,0.075003156558244,0.344087170548446,0.615602187916301,0.0624825773258597,0.0624825773258597,0.003904072469282,True,0.2715150173678549,moderate_expected,30,2
stimulus_ICC,0.0573573068951996,0.0178180565042947,0.0119206721261096,0.000150197796253,0.0398523909758373,-0.0395392503909049,0.0395392503909049,0.0015633523214746,False,0.0397021931795843,moderate_expected,30,2
residual_share,0.5379488041225564,0.5150054771876017,0.0738222118715935,0.3659457417073261,0.6326607679342267,-0.0229433269349547,0.0229433269349547,0.0005263962508442,True,0.2667150262269005,moderate_expected,30,2
participant_ICC,0.4046938889822438,0.4313761743527456,0.075883402800327,0.2891385731350963,0.5560430797708523,0.0266822853705018,0.0266822853705018,0.0007119443525928,True,0.266904506635756,moderate_expected,30,3
stimulus_ICC,0.0573573068951996,0.0368562175868987,0.0218101311774629,0.0079356752944309,0.0789209441833363,-0.0205010893083009,0.0205010893083009,0.0004202946628269,True,0.0709852688889053,moderate_expected,30,3
residual_share,0.5379488041225564,0.5317676080603556,0.0711247969840722,0.4150072477151687,0.6752899484213467,-0.0061811960622008,0.0061811960622008,3.820718475936668e-05,True,0.260282700706178,moderate_expected,30,3
participant_ICC,0.4046938889822438,0.4344785615653299,0.073209734340886,0.2950758260148339,0.5623622576513918,0.029784672583086,0.029784672583086,0.0008871267208816,True,0.2672864316365578,moderate_expected,30,4
stimulus_ICC,0.0573573068951996,0.0642101689526667,0.0307009211048988,0.0202706179015646,0.1230657458228373,0.006852862057467,0.006852862057467,4.696171837867167e-05,True,0.1027951279212727,moderate_expected,30,4
residual_share,0.5379488041225564,0.5013112694820033,0.0675181068521463,0.3792156098378434,0.6289305553694291,-0.036637534640553,0.036637534640553,0.0013423089445377,True,0.2497149455315856,moderate_expected,30,4
participant_ICC,0.4046938889822438,0.2958370501764832,0.0590187306654689,0.1832239479303289,0.3992108888600306,-0.1088568388057605,0.1088568388057605,0.0118498113547833,False,0.2159869409297016,moderate_expected,30,5
stimulus_ICC,0.0573573068951996,0.0684088347243776,0.032359388766097,0.0223546804274525,0.1255231356552791,0.0110515278291779,0.0110515278291779,0.000122136267359,True,0.1031684552278265,moderate_expected,30,5
residual_share,0.5379488041225564,0.6357541150991391,0.0609907867436705,0.5117100823352022,0.73537236503745,0.0978053109765827,0.0978053109765827,0.009565878855226,True,0.2236622827022477,moderate_expected,30,5
participant_ICC,0.4046938889822438,0.3389607703486664,0.0641542698512439,0.221702770555445,0.4622550127851872,-0.0657331186335773,0.0657331186335773,0.0043208428852959,True,0.2405522422297421,moderate_expected,30,6
stimulus_ICC,0.0573573068951996,0.1422112118509673,0.0523286634979105,0.0664954323181198,0.2501164985295033,0.0848539049557676,0.0848539049557676,0.0072001851862424,False,0.1836210662113835,moderate_expected,30,6
residual_share,0.5379488041225564,0.5188280178003662,0.057070269227469,0.4194170246415179,0.6309316016425146,-0.0191207863221901,0.0191207863221901,0.0003656044695788,True,0.2115145770009966,moderate_expected,30,6
participant_ICC,0.4046938889822438,0.4078235761318406,0.0690324875610487,0.2818331517102999,0.5311908073674942,0.0031296871495968,0.0031296871495968,9.794941654351512e-06,True,0.2493576556571943,moderate_expected,30,7
stimulus_ICC,0.0573573068951996,0.0666198182216091,0.0323586232785341,0.0184663048580797,0.1278118316844068,0.0092625113264094,0.0092625113264094,8.579411607186398e-05,True,0.1093455268263271,moderate_expected,30,7
residual_share,0.5379488041225564,0.5255566056465502,0.0644262038547947,0.4048363555289211,0.6374099908992586,-0.0123921984760062,0.0123921984760062,0.0001535665830687,True,0.2325736353703374,moderate_expected,30,7
participant_ICC,0.4046938889822438,0.3272973348103488,0.0639948774213562,0.2201301025619197,0.4453953942554757,-0.0773965541718949,0.0773965541718949,0.005990226597683,True,0.2252652916935559,moderate_expected,30,8
