parameter,true_value,posterior_mean,posterior_sd,hdi_3%,hdi_97%,bias,absolute_error,squared_error,covered,hdi_width,scenario,n_participants,replication
stimulus_ICC,0.0573573068951996,0.0827513688237487,0.0334915574708503,0.0315437142532392,0.1417880841811209,0.025394061928549,0.025394061928549,0.0006448583812309,True,0.1102443699278816,moderate_expected,30,8
residual_share,0.5379488041225564,0.5899512963659025,0.0615350996938505,0.4831662103736693,0.7049501110340937,0.052002492243346,0.052002492243346,0.0027042591995192,True,0.2217839006604243,moderate_expected,30,8
participant_ICC,0.4046938889822438,0.5678025047515667,0.0672395192291323,0.4439705876774622,0.6933204913829669,0.1631086157693229,0.1631086157693229,0.0266044205381846,False,0.2493499037055047,moderate_expected,30,9
stimulus_ICC,0.0573573068951996,0.0425695709285187,0.0221025401195066,0.0111909529309875,0.0824319413444006,-0.0147877359666809,0.0147877359666809,0.0002186771350202,True,0.071240988413413,moderate_expected,30,9
residual_share,0.5379488041225564,0.3896279243199146,0.0610335859222763,0.2788478964950934,0.5082298979244111,-0.1483208798026417,0.1483208798026417,0.0219990833854297,False,0.2293820014293176,moderate_expected,30,9
participant_ICC,0.4046938889822438,0.4549233423573692,0.0709911182908938,0.3151889460975214,0.5760060355266294,0.0502294533751254,0.0502294533751254,0.0025229979863638,True,0.260817089429108,moderate_expected,30,10
stimulus_ICC,0.0573573068951996,0.0529340055937847,0.0269655289722479,0.0142878030980868,0.1018690146224429,-0.0044233013014149,0.0044233013014149,1.9565594403099464e-05,True,0.0875812115243561,moderate_expected,30,10
residual_share,0.5379488041225564,0.4921426520488461,0.0642017467913183,0.3734828694998605,0.6063712441957266,-0.0458061520737103,0.0458061520737103,0.0020982035677998,True,0.2328883746958661,moderate_expected,30,10
participant_ICC,0.4046938889822438,0.3653933629704292,0.0592808566506633,0.2689134089666105,0.4839341492647281,-0.0393005260118145,0.0393005260118145,0.0015445313448053,True,0.2150207402981176,moderate_expected,40,1
stimulus_ICC,0.0573573068951996,0.0367943210962442,0.0223442582717643,0.0062547058904102,0.0709943002588816,-0.0205629857989554,0.0205629857989554,0.000422836384968,True,0.0647395943684714,moderate_expected,40,1
residual_share,0.5379488041225564,0.5978123159333265,0.0583004000046619,0.4953270359779024,0.6968347773285638,0.0598635118107701,0.0598635118107701,0.0035836400463182,True,0.2015077413506614,moderate_expected,40,1
participant_ICC,0.4046938889822438,0.4660776621860846,0.0606304556818858,0.3462166811158956,0.5773101268230451,0.0613837732038408,0.0613837732038408,0.0037679676127405,True,0.2310934457071494,moderate_expected,40,2
stimulus_ICC,0.0573573068951996,0.0593620681061686,0.0296322265155697,0.0189719143876292,0.1141856555121901,0.0020047612109689,0.0020047612109689,4.019067513005641e-06,True,0.0952137411245609,moderate_expected,40,2
residual_share,0.5379488041225564,0.4745602697077468,0.0535459061519227,0.3740204745193919,0.5779185034554511,-0.0633885344148096,0.0633885344148096,0.0040181062952575,True,0.2038980289360592,moderate_expected,40,2
participant_ICC,0.4046938889822438,0.4099315563446047,0.0557958092392338,0.3075922388597087,0.5048845194777453,0.0052376673623609,0.0052376673623609,2.7433159398741385e-05,True,0.1972922806180365,moderate_expected,40,3
stimulus_ICC,0.0573573068951996,0.0908890299371326,0.0370419095730338,0.0381121135758474,0.1574139246022513,0.0335317230419329,0.0335317230419329,0.0011243764501608,True,0.1193018110264039,moderate_expected,40,3
residual_share,0.5379488041225564,0.4991794137182626,0.0500228417392525,0.4114542137917668,0.5986176607757437,-0.0387693904042938,0.0387693904042938,0.0015030656323205,True,0.1871634469839769,moderate_expected,40,3
participant_ICC,0.4046938889822438,0.3563477007807366,0.066930233902939,0.2348321738324905,0.4903830280881253,-0.0483461882015072,0.0483461882015072,0.0023373539136155,True,0.2555508542556348,moderate_expected,40,4
stimulus_ICC,0.0573573068951996,0.0812628929422362,0.0364969261994382,0.0278151987869666,0.1518430183384415,0.0239055860470365,0.0239055860470365,0.0005714770442522,True,0.1240278195514748,moderate_expected,40,4
residual_share,0.5379488041225564,0.5623894062770272,0.0608064555224537,0.4497223426507586,0.6722272878475145,0.0244406021544707,0.0244406021544707,0.0005973430336731,True,0.2225049451967558,moderate_expected,40,4
participant_ICC,0.4046938889822438,0.3761090609525221,0.0604104479864167,0.255419349270174,0.4827457718928556,-0.0285848280297216,0.0285848280297216,0.0008170923934887,True,0.2273264226226815,moderate_expected,40,5
stimulus_ICC,0.0573573068951996,0.095982145259179,0.0404489463859471,0.0361675265539403,0.1659034970961387,0.0386248383639793,0.0386248383639793,0.0014918781386435,True,0.1297359705421983,moderate_expected,40,5
residual_share,0.5379488041225564,0.5279087937882987,0.0533434284999163,0.4388619156210998,0.6318138724508839,-0.0100400103342577,0.0100400103342577,0.000100801807512,True,0.1929519568297841,moderate_expected,40,5
participant_ICC,0.4046938889822438,0.5096893616301391,0.0668944160483803,0.3811563012849143,0.6359600471674438,0.1049954726478953,0.1049954726478953,0.0110240492765549,True,0.2548037458825294,moderate_expected,40,6
stimulus_ICC,0.0573573068951996,0.0935545030625206,0.0408457205626416,0.0354640832017734,0.1667779179814731,0.0361971961673209,0.0361971961673209,0.0013102370103755,True,0.1313138347796997,moderate_expected,40,6
residual_share,0.5379488041225564,0.3967561353073403,0.0549119562392268,0.2959861223643661,0.4935760047077738,-0.1411926688152161,0.1411926688152161,0.0199353697271633,False,0.1975898823434076,moderate_expected,40,6
participant_ICC,0.4046938889822438,0.3543351965509315,0.0604526454943621,0.2496253914128895,0.4781131128992528,-0.0503586924313123,0.0503586924313123,0.0025359979033915,True,0.2284877214863632,moderate_expected,40,7
stimulus_ICC,0.0573573068951996,0.0723518482629073,0.0314567335183556,0.0242781334571313,0.1303835307859352,0.0149945413677076,0.0149945413677076,0.0002248362708278,True,0.1061053973288038,moderate_expected,40,7
residual_share,0.5379488041225564,0.5733129551861611,0.0596115853626848,0.4714287322547033,0.6951988080679112,0.0353641510636046,0.0353641510636046,0.0012506231804494,True,0.2237700758132079,moderate_expected,40,7
participant_ICC,0.4046938889822438,0.4483431706914493,0.0612254342676307,0.3345962303384172,0.5653224033229738,0.0436492817092055,0.0436492817092055,0.0019052597937295,True,0.2307261729845566,moderate_expected,40,8
stimulus_ICC,0.0573573068951996,0.072079507486412,0.0326889652777549,0.0236784062730437,0.1200121528261059,0.0147222005912123,0.0147222005912123,0.0002167431902478,True,0.0963337465530621,moderate_expected,40,8
residual_share,0.5379488041225564,0.4795773218221386,0.0541870791135616,0.3848740840336355,0.5859225749026657,-0.0583714823004178,0.0583714823004178,0.0034072299459479,True,0.2010484908690302,moderate_expected,40,8
participant_ICC,0.4046938889822438,0.4641652292656086,0.061663865728258,0.3454814112299706,0.5663967951677691,0.0594713402833648,0.0594713402833648,0.0035368403150997,True,0.2209153839377984,moderate_expected,40,9
stimulus_ICC,0.0573573068951996,0.0761312844120736,0.0339705207072362,0.0234256405737586,0.1379734448232693,0.0187739775168739,0.0187739775168739,0.000352462231804,True,0.1145478042495105,moderate_expected,40,9
residual_share,0.5379488041225564,0.4597034863223178,0.05587278087452,0.3658195891036077,0.5690604847633741,-0.0782453178002386,0.0782453178002386,0.0061223297576603,True,0.2032408956597663,moderate_expected,40,9
participant_ICC,0.4046938889822438,0.4352191076338157,0.0578720039509858,0.3255622422182455,0.5413070893030523,0.0305252186515719,0.0305252186515719,0.0009317889737262,True,0.2157448470848068,moderate_expected,40,10
stimulus_ICC,0.0573573068951996,0.0316280610913221,0.0157281117641139,0.0083417185054048,0.0595073974586185,-0.0257292458038775,0.0257292458038775,0.0006619940896363,True,0.0511656789532137,moderate_expected,40,10
residual_share,0.5379488041225564,0.5331528312748621,0.0547527015192733,0.4265380349975555,0.6296185880926081,-0.0047959728476942,0.0047959728476942,2.300135555582083e-05,True,0.2030805530950525,moderate_expected,40,10
participant_ICC,0.4046938889822438,0.4488500870054955,0.055625565674244,0.357835074373635,0.5623746493891778,0.0441561980232517,0.0441561980232517,0.0019497698238686,True,0.2045395750155427,moderate_expected,50,1
stimulus_ICC,0.0573573068951996,0.0624153666897548,0.0279081548728705,0.0199683086047575,0.1133636375998995,0.0050580597945551,0.0050580597945551,2.558396888529561e-05,True,0.0933953289951419,moderate_expected,50,1
residual_share,0.5379488041225564,0.4887345463047496,0.0497929557539403,0.398791448140778,0.5838901689715614,-0.0492142578178067,0.0492142578178067,0.0024220431725575,True,0.1850987208307834,moderate_expected,50,1
participant_ICC,0.4046938889822438,0.3929603694779785,0.0522304220438941,0.2907638115943712,0.4808239993771767,-0.0117335195042652,0.0117335195042652,0.0001376754799569,True,0.1900601877828054,moderate_expected,50,2
stimulus_ICC,0.0573573068951996,0.0693376873154311,0.0312626179394835,0.0267478774143075,0.1276964163363255,0.0119803804202314,0.0119803804202314,0.0001435295150134,True,0.100948538922018,moderate_expected,50,2
residual_share,0.5379488041225564,0.5377019432065905,0.0478087901938779,0.4606030557844459,0.6303937161168212,-0.0002468609159659,0.0002468609159659,6.094031183153778e-08,True,0.1697906603323752,moderate_expected,50,2
participant_ICC,0.4046938889822438,0.3906856565267304,0.0522660783046485,0.2957279398074208,0.4850439071230299,-0.0140082324555133,0.0140082324555133,0.0001962305765276,True,0.1893159673156091,moderate_expected,50,3
stimulus_ICC,0.0573573068951996,0.0932294507304661,0.0388696002731566,0.0295906327859641,0.1671559141351301,0.0358721438352664,0.0358721438352664,0.001286810703338,True,0.1375652813491659,moderate_expected,50,3
residual_share,0.5379488041225564,0.5160848927428034,0.0477249167819415,0.4222493527427244,0.6018064647973782,-0.0218639113797529,0.0218639113797529,0.0004780306208216,True,0.1795571120546537,moderate_expected,50,3
participant_ICC,0.4046938889822438,0.4807859228437252,0.0553241609460428,0.3858042233556173,0.5893452192751968,0.0760920338614814,0.0760920338614814,0.0057899976171768,True,0.2035409959195794,moderate_expected,50,4
stimulus_ICC,0.0573573068951996,0.0426055357647304,0.0216069353615718,0.0139618885616284,0.0841817603920407,-0.0147517711304692,0.0147517711304692,0.0002176147514857,True,0.0702198718304122,moderate_expected,50,4
residual_share,0.5379488041225564,0.4766085413915444,0.0517739677221884,0.3851277840263544,0.57388378394992,-0.061340262731012,0.061340262731012,0.0037626278319095,True,0.1887559999235656,moderate_expected,50,4
participant_ICC,0.4046938889822438,0.3808586609883428,0.0514155777210888,0.2883685579806237,0.4796319422750564,-0.0238352279939009,0.0238352279939009,0.0005681180935212,True,0.1912633842944326,moderate_expected,50,5
stimulus_ICC,0.0573573068951996,0.0800660881922221,0.0361485908922851,0.0265659111197396,0.1412872691900654,0.0227087812970224,0.0227087812970224,0.0005156887479959,True,0.1147213580703257,moderate_expected,50,5
residual_share,0.5379488041225564,0.5390752508194351,0.0443612284206559,0.4534128216638406,0.6197701543026911,0.0011264466968786,0.0011264466968786,1.268882160908864e-06,True,0.1663573326388504,moderate_expected,50,5
participant_ICC,0.4046938889822438,0.3650881736901255,0.0508228656157453,0.2689683333584747,0.4594593924488667,-0.0396057152921182,0.0396057152921182,0.0015686126838003,True,0.190491059090392,moderate_expected,50,6
stimulus_ICC,0.0573573068951996,0.0728699236326188,0.039483261677469,0.02304143144859,0.1364602446897624,0.0155126167374191,0.0155126167374191,0.000240641278042,True,0.1134188132411724,moderate_expected,50,6
residual_share,0.5379488041225564,0.5620419026772556,0.0510389124522983,0.4650533619179586,0.6535375507995803,0.0240930985546992,0.0240930985546992,0.0005804773979664,True,0.1884841888816216,moderate_expected,50,6
participant_ICC,0.4046938889822438,0.3817790643820812,0.0527320635266881,0.2905190439455354,0.479804440296216,-0.0229148246001625,0.0229148246001625,0.0005250891864562,True,0.1892853963506806,moderate_expected,50,7
stimulus_ICC,0.0573573068951996,0.0385833956872233,0.0175301645581768,0.0110365728739991,0.0701346537281209,-0.0187739112079763,0.0187739112079763,0.0003524597420449,True,0.0590980808541217,moderate_expected,50,7
residual_share,0.5379488041225564,0.5796375399306954,0.0522687396379368,0.4779720660053361,0.6689773739375566,0.041688735808139,0.041688735808139,0.0017379506932808,True,0.1910053079322205,moderate_expected,50,7
participant_ICC,0.4046938889822438,0.4817508429638132,0.0539898736187126,0.3756722835553618,0.5776483665801335,0.0770569539815694,0.0770569539815694,0.0059377741569177,True,0.2019760830247716,moderate_expected,50,8
stimulus_ICC,0.0573573068951996,0.0299615514501917,0.0153053466742685,0.0086798556139906,0.0593856130457019,-0.0273957554450079,0.0273957554450079,0.0007505274164026,True,0.0507057574317113,moderate_expected,50,8
residual_share,0.5379488041225564,0.488287605585995,0.0522001954506286,0.372866218180591,0.5715028401954553,-0.0496611985365614,0.0496611985365614,0.0024662346400877,True,0.1986366220148642,moderate_expected,50,8
participant_ICC,0.4046938889822438,0.3557286321546677,0.0516301040129494,0.2522698216499333,0.4453567555031336,-0.048965256827576,0.048965256827576,0.0023975963761904,True,0.1930869338532003,moderate_expected,50,9
stimulus_ICC,0.0573573068951996,0.0802585899352238,0.0346753437388364,0.0271268159430131,0.1447762210802504,0.0229012830400242,0.0229012830400242,0.0005244687648793,True,0.1176494051372373,moderate_expected,50,9
residual_share,0.5379488041225564,0.5640127779101083,0.0504524965678662,0.4590192161020001,0.6546244742398757,0.0260639737875518,0.0260639737875518,0.0006793307295981,True,0.1956052581378755,moderate_expected,50,9
participant_ICC,0.4046938889822438,0.4337968844672803,0.0521005940670798,0.3468263595732853,0.5310703774680509,0.0291029954850365,0.0291029954850365,0.000846984346202,True,0.1842440178947655,moderate_expected,50,10
stimulus_ICC,0.0573573068951996,0.0804427726794604,0.0339470519724213,0.0234360564134501,0.1413246625687,0.0230854657842607,0.0230854657842607,0.0005329387304762,True,0.1178886061552499,moderate_expected,50,10
residual_share,0.5379488041225564,0.4857603428532592,0.0459431355669027,0.3999670168693218,0.571556710052335,-0.0521884612692972,0.0521884612692972,0.0027236354896569,True,0.1715896931830131,moderate_expected,50,10
participant_ICC,0.4046938889822438,0.3822818594839693,0.0476272661589573,0.301766411431269,0.4794351128688954,-0.0224120294982744,0.0224120294982744,0.0005022990662315,True,0.1776687014376264,moderate_expected,60,1
stimulus_ICC,0.0573573068951996,0.0459419911148355,0.0214309811144494,0.0133098841021369,0.0842251787380211,-0.0114153157803641,0.0114153157803641,0.0001303094343654,True,0.0709152946358841,moderate_expected,60,1
residual_share,0.5379488041225564,0.5717761494011951,0.0452723506086252,0.4784781107636743,0.6479295629431789,0.0338273452786387,0.0338273452786387,0.0011442892886002,True,0.1694514521795046,moderate_expected,60,1
participant_ICC,0.4046938889822438,0.3975099633971428,0.0506501871861903,0.3124017756036035,0.4960112221238542,-0.007183925585101,0.007183925585101,5.160878681226879e-05,True,0.1836094465202507,moderate_expected,60,2
stimulus_ICC,0.0573573068951996,0.0863892134312631,0.0389747894556967,0.0252477027754486,0.1511784994870701,0.0290319065360634,0.0290319065360634,0.0008428515971187,True,0.1259307967116214,moderate_expected,60,2
residual_share,0.5379488041225564,0.5161008231715941,0.0446501291090838,0.4406780481904587,0.5975354448839049,-0.0218479809509622,0.0218479809509622,0.0004773342716336,True,0.1568573966934461,moderate_expected,60,2
participant_ICC,0.4046938889822438,0.4525640655845018,0.0499370243148776,0.357803964342704,0.537808754656692,0.047870176602258,0.047870176602258,0.0022915538079313,True,0.1800047903139879,moderate_expected,60,3
stimulus_ICC,0.0573573068951996,0.059763547084979,0.0265151064008005,0.0192660007795185,0.1054204913843994,0.0024062401897793,0.0024062401897793,5.78999185090919e-06,True,0.0861544906048809,moderate_expected,60,3
residual_share,0.5379488041225564,0.4876723873305192,0.0456837148838155,0.3931157917216027,0.5630864722454667,-0.0502764167920371,0.0502764167920371,0.0025277180854466,True,0.169970680523864,moderate_expected,60,3
