design_version,scenario,n_participants,rows,runtime_seconds,sampler,draws,tune,chains,cores,target_accept,inference_method,divergences,max_rhat,min_bulk_ess,min_tail_ess,max_treedepth_warnings,clipped_rating_count,operational_success,strong_convergence,feature_coefficient_rmse,feature_coefficient_mae,feature_hdi_coverage,feature_sign_recovery,mean_feature_hdi_width,mean_fixed_posterior_sd,participant_icc_bias,participant_icc_squared_error,participant_icc_covered,participant_icc_hdi_width,stimulus_icc_bias,stimulus_icc_squared_error,stimulus_icc_covered,stimulus_icc_hdi_width,cell_mean_rmse,cell_mean_hdi_coverage,mean_cell_hdi_width,winner_accuracy,posterior_probability_true_winner,true_winner_probability_gt_0_50,draw_level_tie_rate,final_probability_tie_rate,ppc_outside_0_100
phase3c_final_5mix_3episode_20stimulus_additive_feature_v1,moderate_expected,50,1500,18.485210200073197,nutpie,1000,1000,4,1,0.95,nutpie,0,1.02,372.0,641.0,0,19,True,False,1.433593398896644,1.241973501412157,0.6666666666666666,1.0,3.300330357373049,1.1664220214412504,0.028267213081782094,0.0007990353354108728,True,0.20098566577566995,0.0028920474776896812,8.363938613211247e-06,True,0.08916403061736429,1.1964811024397901,1.0,7.772952221044478,0.25,0.4965937500000001,0.25,0.00018750000000000003,0.0,0.009601166666666666
