parameter,true_value,posterior_mean,posterior_sd,hdi_3%,hdi_97%,bias,absolute_error,squared_error,covered,sign_recovered,hdi_width,scenario,n_participants,replication
z_RMS,2.2,1.9777287249305373,0.7192397673719353,0.6987912507337635,3.3581150902339263,-0.2222712750694628,0.2222712750694628,0.0494045197210048,True,True,2.659323839500163,moderate_expected,30,3
z_CF,-1.7,-1.8141735790253213,0.7974219231097576,-3.392593024130203,-0.4103023617117967,-0.1141735790253213,0.1141735790253213,0.0130356061474512,True,True,2.9822906624184062,moderate_expected,30,3
z_SW,1.9,1.3571384310539534,0.7969655916487526,-0.1902638462719921,2.661896520847095,-0.5428615689460465,0.5428615689460465,0.2946986830385632,True,True,2.8521603671190867,moderate_expected,30,3
episode[EDR-2],-1.4,-2.489403018817704,0.7909147290837466,-3.986323476470248,-1.0992247803412492,-1.0894030188177042,1.0894030188177042,1.1867989374091272,True,True,2.887098696128999,moderate_expected,30,4
episode[FM-1],2.0,1.2798244856205887,0.8116931188147617,-0.3604486412703696,2.667639309161132,-0.7201755143794113,0.7201755143794113,0.5186527715116497,True,True,3.0280879504315013,moderate_expected,30,4
group[group_02],1.2,-5.543122325520435,3.817149910031956,-12.4327032928937,1.7098722424539936,-6.743122325520435,6.743122325520435,45.46969869693212,True,False,14.142575535347692,moderate_expected,30,4
z_RMS,2.2,0.449077643803454,0.9080469461706788,-1.3440481144290533,2.1059839525593382,-1.750922356196546,1.750922356196546,3.0657290974288647,False,True,3.4500320669883915,moderate_expected,30,4
z_CF,-1.7,-1.1102210716159395,0.937146185167322,-2.7983347580822664,0.5935080788637126,0.5897789283840602,0.5897789283840602,0.3478391843658504,True,True,3.3918428369459788,moderate_expected,30,4
z_SW,1.9,1.141512168459922,0.8672246244028007,-0.2972674128763291,2.8376981332377618,-0.758487831540078,0.758487831540078,0.5753037905943698,True,True,3.134965546114091,moderate_expected,30,4
episode[EDR-2],-1.4,-0.7760879294476358,0.7860118094367814,-2.1622023458323065,0.701056892590251,0.6239120705523641,0.6239120705523641,0.3892662717809381,True,True,2.863259238422557,moderate_expected,30,5
episode[FM-1],2.0,1.4634095289383262,0.7941460280885226,0.0461480794395792,2.96382626933955,-0.5365904710616738,0.5365904710616738,0.287929333634189,True,True,2.917678189899971,moderate_expected,30,5
