baseline_model,group,n_trials,n_unique_winner_trials,n_tied_human_trials,strict_unique_winner_accuracy,tie_compatible_accuracy,top2_hit_rate,mean_spearman,mean_ndcg,mae,rmse,mean_predicted_winner_probability,mean_observed_winner_probability_mass,mean_entropy,mean_top2_margin,mean_expected_draws_outside_0_100_prop,predicted_exact_tie_count
categorical_design,group_01,102,95,7,0.25263157894736843,0.28431372549019607,0.5882352941176471,0.2516070537024122,0.8988830434295587,22.67125811473331,26.8800043926571,0.7969117647058823,0.271,0.6069320801022328,0.6417450980392158,0.003735294117647059,0
categorical_design,group_02,96,87,9,0.3563218390804598,0.40625,0.6041666666666666,0.4721463986719129,0.9359073255940323,23.300819594906844,28.331962292434916,0.8005625,0.37716666666666665,0.43030100420697864,0.6107187499999999,0.0025416666666666665,0
primary_acoustic,group_01,102,95,7,0.25263157894736843,0.28431372549019607,0.5882352941176471,0.2516070537024122,0.8988830434295587,22.675003970647122,26.869467362921753,0.8080686274509805,0.27353921568627454,0.5637482649121509,0.6453235294117646,0.0038784313725490197,0
primary_acoustic,group_02,96,87,9,0.3563218390804598,0.40625,0.6458333333333334,0.48963510190810716,0.9385512398142156,23.347429345598545,28.337883557148025,0.8268229166666666,0.37822916666666667,0.3786025973227492,0.6568229166666667,0.0029125,0
