prediction_example_id,trial_id,participant_id,baseline_model,model_label,formula,fit_status,message,fit_method,runtime_seconds,training_row_count,target_candidate_count,target_rows_excluded,target_trial_training_rows,participant_other_trial_rows_retained,same_stimulus_other_participant_rows_retained,target_exclusion_validated,random_seed,cores,sampler_settings,checkpoint_compatibility_version,cleaned_ratings_sha256,cleaning_manifest_sha256,cleaning_dataset_version,raw_sha256,analysable_n,group_split,rating_count,target_count,model_fit_count,target_manifest_sha256,target_manifest_version,model_definitions,inference_method,sampler,chains,tune,draws,target_accept,feature_table_sha256,feature_table_path,compatible_hash,target_trial_id,fold_id,model_name,model_formula,model_formula_sha256,divergences,max_rhat,min_bulk_ess,min_tail_ess
real_loto__P018__trial_06,P018__trial_06,P018,categorical_design,Stimulus baseline,rating ~ episode + group + (1 | participant_id) + (1 | stimulus_id),convergence_warning,,mcmc,12.63300359994173,985,5,5,0,25,235,True,20260925,,"{'draws': 500, 'tune': 500, 'chains': 2, 'cores': None, 'target_accept': 0.95, 'inference_method': 'nutpie', 'random_seed': 20260925}",real_heldout_mcmc_checkpoint_v2_strict_n33,cb9089289c3fa5e0dbd843d8dc12fe233e6122a3d35c4cf74f81b0a052208a46,35e3181131d6fe63ed9c8c261ec4564ce4fdfe6af0d39d099c9643ea154c953f,statistical-modeling\data\real\raw\listening_preference_responses_33_immutable.xlsx,5bab388fbf564e0caf5c1ca8a5a722bf8d517e23c018e48375d076e75dba0bdd,33,"{'group_01': 17, 'group_02': 16}",990,198,396,eede3f8f27e9eae8d1916af4fbac4b7717cec7d07924258f38063bf03f14cf96,phase6_leave_one_trial_out_n33_v1,"[{'model_id': 'categorical_design', 'model_label': 'Stimulus baseline', 'role': 'primary', 'formula': 'rating ~ episode + group + (1 | participant_id) + (1 | stimulus_id)', 'seed_offset': 0}, {'model_id': 'primary_acoustic', 'model_label': 'Primary acoustic feature baseline', 'role': 'primary', 'formula': 'rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id)', 'seed_offset': 10000}]",mcmc,nutpie,2,500,500,0.95,6b3d3a7b475590c50510acbaf3ad4e394baaddf68b2410a83ba0d4d77a76b922,statistical-modeling\outputs\acoustic-features\final_20_stimulus_feature_table.csv,14041cb7d1829711c8c7d45781f79939166414c151b807bf518934dbf289f457,P018__trial_06,108,categorical_design,rating ~ episode + group + (1 | participant_id) + (1 | stimulus_id),4747f4864a86066bf294e85ef2f92db3f5668c4a870394553812f4bff0a0b45f,0,1.0305269488121993,118.63918782425789,192.4916414321389
real_loto__P018__trial_06,P018__trial_06,P018,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),convergence_warning,,mcmc,13.866288054734468,985,5,5,0,25,235,True,20270925,,"{'draws': 500, 'tune': 500, 'chains': 2, 'cores': None, 'target_accept': 0.95, 'inference_method': 'nutpie', 'random_seed': 20270925}",real_heldout_mcmc_checkpoint_v2_strict_n33,cb9089289c3fa5e0dbd843d8dc12fe233e6122a3d35c4cf74f81b0a052208a46,35e3181131d6fe63ed9c8c261ec4564ce4fdfe6af0d39d099c9643ea154c953f,statistical-modeling\data\real\raw\listening_preference_responses_33_immutable.xlsx,5bab388fbf564e0caf5c1ca8a5a722bf8d517e23c018e48375d076e75dba0bdd,33,"{'group_01': 17, 'group_02': 16}",990,198,396,eede3f8f27e9eae8d1916af4fbac4b7717cec7d07924258f38063bf03f14cf96,phase6_leave_one_trial_out_n33_v1,"[{'model_id': 'categorical_design', 'model_label': 'Stimulus baseline', 'role': 'primary', 'formula': 'rating ~ episode + group + (1 | participant_id) + (1 | stimulus_id)', 'seed_offset': 0}, {'model_id': 'primary_acoustic', 'model_label': 'Primary acoustic feature baseline', 'role': 'primary', 'formula': 'rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id)', 'seed_offset': 10000}]",mcmc,nutpie,2,500,500,0.95,6b3d3a7b475590c50510acbaf3ad4e394baaddf68b2410a83ba0d4d77a76b922,statistical-modeling\outputs\acoustic-features\final_20_stimulus_feature_table.csv,14041cb7d1829711c8c7d45781f79939166414c151b807bf518934dbf289f457,P018__trial_06,108,primary_acoustic,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),591be69cf1edaa572970444b197776106ef64cce32ac23fc3574aea8f7cc5970,0,1.0179431434907813,142.12167287038312,281.11481711192835
real_loto__P019__trial_01,P019__trial_01,P019,categorical_design,Stimulus baseline,rating ~ episode + group + (1 | participant_id) + (1 | stimulus_id),convergence_warning,,mcmc,12.184437669813633,985,5,5,0,25,235,True,20260926,,"{'draws': 500, 'tune': 500, 'chains': 2, 'cores': None, 'target_accept': 0.95, 'inference_method': 'nutpie', 'random_seed': 20260926}",real_heldout_mcmc_checkpoint_v2_strict_n33,cb9089289c3fa5e0dbd843d8dc12fe233e6122a3d35c4cf74f81b0a052208a46,35e3181131d6fe63ed9c8c261ec4564ce4fdfe6af0d39d099c9643ea154c953f,statistical-modeling\data\real\raw\listening_preference_responses_33_immutable.xlsx,5bab388fbf564e0caf5c1ca8a5a722bf8d517e23c018e48375d076e75dba0bdd,33,"{'group_01': 17, 'group_02': 16}",990,198,396,eede3f8f27e9eae8d1916af4fbac4b7717cec7d07924258f38063bf03f14cf96,phase6_leave_one_trial_out_n33_v1,"[{'model_id': 'categorical_design', 'model_label': 'Stimulus baseline', 'role': 'primary', 'formula': 'rating ~ episode + group + (1 | participant_id) + (1 | stimulus_id)', 'seed_offset': 0}, {'model_id': 'primary_acoustic', 'model_label': 'Primary acoustic feature baseline', 'role': 'primary', 'formula': 'rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id)', 'seed_offset': 10000}]",mcmc,nutpie,2,500,500,0.95,6b3d3a7b475590c50510acbaf3ad4e394baaddf68b2410a83ba0d4d77a76b922,statistical-modeling\outputs\acoustic-features\final_20_stimulus_feature_table.csv,14041cb7d1829711c8c7d45781f79939166414c151b807bf518934dbf289f457,P019__trial_01,109,categorical_design,rating ~ episode + group + (1 | participant_id) + (1 | stimulus_id),4747f4864a86066bf294e85ef2f92db3f5668c4a870394553812f4bff0a0b45f,0,1.0312533607074161,84.67465961569796,107.4591848342718
real_loto__P019__trial_01,P019__trial_01,P019,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),convergence_warning,,mcmc,13.893158808350563,985,5,5,0,25,235,True,20270926,,"{'draws': 500, 'tune': 500, 'chains': 2, 'cores': None, 'target_accept': 0.95, 'inference_method': 'nutpie', 'random_seed': 20270926}",real_heldout_mcmc_checkpoint_v2_strict_n33,cb9089289c3fa5e0dbd843d8dc12fe233e6122a3d35c4cf74f81b0a052208a46,35e3181131d6fe63ed9c8c261ec4564ce4fdfe6af0d39d099c9643ea154c953f,statistical-modeling\data\real\raw\listening_preference_responses_33_immutable.xlsx,5bab388fbf564e0caf5c1ca8a5a722bf8d517e23c018e48375d076e75dba0bdd,33,"{'group_01': 17, 'group_02': 16}",990,198,396,eede3f8f27e9eae8d1916af4fbac4b7717cec7d07924258f38063bf03f14cf96,phase6_leave_one_trial_out_n33_v1,"[{'model_id': 'categorical_design', 'model_label': 'Stimulus baseline', 'role': 'primary', 'formula': 'rating ~ episode + group + (1 | participant_id) + (1 | stimulus_id)', 'seed_offset': 0}, {'model_id': 'primary_acoustic', 'model_label': 'Primary acoustic feature baseline', 'role': 'primary', 'formula': 'rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id)', 'seed_offset': 10000}]",mcmc,nutpie,2,500,500,0.95,6b3d3a7b475590c50510acbaf3ad4e394baaddf68b2410a83ba0d4d77a76b922,statistical-modeling\outputs\acoustic-features\final_20_stimulus_feature_table.csv,14041cb7d1829711c8c7d45781f79939166414c151b807bf518934dbf289f457,P019__trial_01,109,primary_acoustic,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),591be69cf1edaa572970444b197776106ef64cce32ac23fc3574aea8f7cc5970,0,1.0169443311401547,260.439747148727,274.65070226373217
real_loto__P019__trial_02,P019__trial_02,P019,categorical_design,Stimulus baseline,rating ~ episode + group + (1 | participant_id) + (1 | stimulus_id),convergence_warning,,mcmc,12.567191276699305,985,5,5,0,25,235,True,20260927,,"{'draws': 500, 'tune': 500, 'chains': 2, 'cores': None, 'target_accept': 0.95, 'inference_method': 'nutpie', 'random_seed': 20260927}",real_heldout_mcmc_checkpoint_v2_strict_n33,cb9089289c3fa5e0dbd843d8dc12fe233e6122a3d35c4cf74f81b0a052208a46,35e3181131d6fe63ed9c8c261ec4564ce4fdfe6af0d39d099c9643ea154c953f,statistical-modeling\data\real\raw\listening_preference_responses_33_immutable.xlsx,5bab388fbf564e0caf5c1ca8a5a722bf8d517e23c018e48375d076e75dba0bdd,33,"{'group_01': 17, 'group_02': 16}",990,198,396,eede3f8f27e9eae8d1916af4fbac4b7717cec7d07924258f38063bf03f14cf96,phase6_leave_one_trial_out_n33_v1,"[{'model_id': 'categorical_design', 'model_label': 'Stimulus baseline', 'role': 'primary', 'formula': 'rating ~ episode + group + (1 | participant_id) + (1 | stimulus_id)', 'seed_offset': 0}, {'model_id': 'primary_acoustic', 'model_label': 'Primary acoustic feature baseline', 'role': 'primary', 'formula': 'rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id)', 'seed_offset': 10000}]",mcmc,nutpie,2,500,500,0.95,6b3d3a7b475590c50510acbaf3ad4e394baaddf68b2410a83ba0d4d77a76b922,statistical-modeling\outputs\acoustic-features\final_20_stimulus_feature_table.csv,14041cb7d1829711c8c7d45781f79939166414c151b807bf518934dbf289f457,P019__trial_02,110,categorical_design,rating ~ episode + group + (1 | participant_id) + (1 | stimulus_id),4747f4864a86066bf294e85ef2f92db3f5668c4a870394553812f4bff0a0b45f,0,1.0257038243436776,98.84309807617078,126.76548735441496
real_loto__P019__trial_02,P019__trial_02,P019,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),convergence_warning,,mcmc,13.688043039292097,985,5,5,0,25,235,True,20270927,,"{'draws': 500, 'tune': 500, 'chains': 2, 'cores': None, 'target_accept': 0.95, 'inference_method': 'nutpie', 'random_seed': 20270927}",real_heldout_mcmc_checkpoint_v2_strict_n33,cb9089289c3fa5e0dbd843d8dc12fe233e6122a3d35c4cf74f81b0a052208a46,35e3181131d6fe63ed9c8c261ec4564ce4fdfe6af0d39d099c9643ea154c953f,statistical-modeling\data\real\raw\listening_preference_responses_33_immutable.xlsx,5bab388fbf564e0caf5c1ca8a5a722bf8d517e23c018e48375d076e75dba0bdd,33,"{'group_01': 17, 'group_02': 16}",990,198,396,eede3f8f27e9eae8d1916af4fbac4b7717cec7d07924258f38063bf03f14cf96,phase6_leave_one_trial_out_n33_v1,"[{'model_id': 'categorical_design', 'model_label': 'Stimulus baseline', 'role': 'primary', 'formula': 'rating ~ episode + group + (1 | participant_id) + (1 | stimulus_id)', 'seed_offset': 0}, {'model_id': 'primary_acoustic', 'model_label': 'Primary acoustic feature baseline', 'role': 'primary', 'formula': 'rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id)', 'seed_offset': 10000}]",mcmc,nutpie,2,500,500,0.95,6b3d3a7b475590c50510acbaf3ad4e394baaddf68b2410a83ba0d4d77a76b922,statistical-modeling\outputs\acoustic-features\final_20_stimulus_feature_table.csv,14041cb7d1829711c8c7d45781f79939166414c151b807bf518934dbf289f457,P019__trial_02,110,primary_acoustic,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),591be69cf1edaa572970444b197776106ef64cce32ac23fc3574aea8f7cc5970,0,1.0188709448563393,265.5240961075542,318.3955346987528
real_loto__P019__trial_03,P019__trial_03,P019,categorical_design,Stimulus baseline,rating ~ episode + group + (1 | participant_id) + (1 | stimulus_id),convergence_warning,,mcmc,14.385863207280636,985,5,5,0,25,235,True,20260928,,"{'draws': 500, 'tune': 500, 'chains': 2, 'cores': None, 'target_accept': 0.95, 'inference_method': 'nutpie', 'random_seed': 20260928}",real_heldout_mcmc_checkpoint_v2_strict_n33,cb9089289c3fa5e0dbd843d8dc12fe233e6122a3d35c4cf74f81b0a052208a46,35e3181131d6fe63ed9c8c261ec4564ce4fdfe6af0d39d099c9643ea154c953f,statistical-modeling\data\real\raw\listening_preference_responses_33_immutable.xlsx,5bab388fbf564e0caf5c1ca8a5a722bf8d517e23c018e48375d076e75dba0bdd,33,"{'group_01': 17, 'group_02': 16}",990,198,396,eede3f8f27e9eae8d1916af4fbac4b7717cec7d07924258f38063bf03f14cf96,phase6_leave_one_trial_out_n33_v1,"[{'model_id': 'categorical_design', 'model_label': 'Stimulus baseline', 'role': 'primary', 'formula': 'rating ~ episode + group + (1 | participant_id) + (1 | stimulus_id)', 'seed_offset': 0}, {'model_id': 'primary_acoustic', 'model_label': 'Primary acoustic feature baseline', 'role': 'primary', 'formula': 'rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id)', 'seed_offset': 10000}]",mcmc,nutpie,2,500,500,0.95,6b3d3a7b475590c50510acbaf3ad4e394baaddf68b2410a83ba0d4d77a76b922,statistical-modeling\outputs\acoustic-features\final_20_stimulus_feature_table.csv,14041cb7d1829711c8c7d45781f79939166414c151b807bf518934dbf289f457,P019__trial_03,111,categorical_design,rating ~ episode + group + (1 | participant_id) + (1 | stimulus_id),4747f4864a86066bf294e85ef2f92db3f5668c4a870394553812f4bff0a0b45f,0,1.0661303287123138,28.66832657500143,104.76491700277565
real_loto__P019__trial_03,P019__trial_03,P019,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),convergence_warning,,mcmc,16.26061875745654,985,5,5,0,25,235,True,20270928,,"{'draws': 500, 'tune': 500, 'chains': 2, 'cores': None, 'target_accept': 0.95, 'inference_method': 'nutpie', 'random_seed': 20270928}",real_heldout_mcmc_checkpoint_v2_strict_n33,cb9089289c3fa5e0dbd843d8dc12fe233e6122a3d35c4cf74f81b0a052208a46,35e3181131d6fe63ed9c8c261ec4564ce4fdfe6af0d39d099c9643ea154c953f,statistical-modeling\data\real\raw\listening_preference_responses_33_immutable.xlsx,5bab388fbf564e0caf5c1ca8a5a722bf8d517e23c018e48375d076e75dba0bdd,33,"{'group_01': 17, 'group_02': 16}",990,198,396,eede3f8f27e9eae8d1916af4fbac4b7717cec7d07924258f38063bf03f14cf96,phase6_leave_one_trial_out_n33_v1,"[{'model_id': 'categorical_design', 'model_label': 'Stimulus baseline', 'role': 'primary', 'formula': 'rating ~ episode + group + (1 | participant_id) + (1 | stimulus_id)', 'seed_offset': 0}, {'model_id': 'primary_acoustic', 'model_label': 'Primary acoustic feature baseline', 'role': 'primary', 'formula': 'rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id)', 'seed_offset': 10000}]",mcmc,nutpie,2,500,500,0.95,6b3d3a7b475590c50510acbaf3ad4e394baaddf68b2410a83ba0d4d77a76b922,statistical-modeling\outputs\acoustic-features\final_20_stimulus_feature_table.csv,14041cb7d1829711c8c7d45781f79939166414c151b807bf518934dbf289f457,P019__trial_03,111,primary_acoustic,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),591be69cf1edaa572970444b197776106ef64cce32ac23fc3574aea8f7cc5970,0,1.0156333174044854,234.2606305563237,307.1465365503709
real_loto__P019__trial_04,P019__trial_04,P019,categorical_design,Stimulus baseline,rating ~ episode + group + (1 | participant_id) + (1 | stimulus_id),convergence_warning,,mcmc,14.832720823585987,985,5,5,0,25,235,True,20260929,,"{'draws': 500, 'tune': 500, 'chains': 2, 'cores': None, 'target_accept': 0.95, 'inference_method': 'nutpie', 'random_seed': 20260929}",real_heldout_mcmc_checkpoint_v2_strict_n33,cb9089289c3fa5e0dbd843d8dc12fe233e6122a3d35c4cf74f81b0a052208a46,35e3181131d6fe63ed9c8c261ec4564ce4fdfe6af0d39d099c9643ea154c953f,statistical-modeling\data\real\raw\listening_preference_responses_33_immutable.xlsx,5bab388fbf564e0caf5c1ca8a5a722bf8d517e23c018e48375d076e75dba0bdd,33,"{'group_01': 17, 'group_02': 16}",990,198,396,eede3f8f27e9eae8d1916af4fbac4b7717cec7d07924258f38063bf03f14cf96,phase6_leave_one_trial_out_n33_v1,"[{'model_id': 'categorical_design', 'model_label': 'Stimulus baseline', 'role': 'primary', 'formula': 'rating ~ episode + group + (1 | participant_id) + (1 | stimulus_id)', 'seed_offset': 0}, {'model_id': 'primary_acoustic', 'model_label': 'Primary acoustic feature baseline', 'role': 'primary', 'formula': 'rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id)', 'seed_offset': 10000}]",mcmc,nutpie,2,500,500,0.95,6b3d3a7b475590c50510acbaf3ad4e394baaddf68b2410a83ba0d4d77a76b922,statistical-modeling\outputs\acoustic-features\final_20_stimulus_feature_table.csv,14041cb7d1829711c8c7d45781f79939166414c151b807bf518934dbf289f457,P019__trial_04,112,categorical_design,rating ~ episode + group + (1 | participant_id) + (1 | stimulus_id),4747f4864a86066bf294e85ef2f92db3f5668c4a870394553812f4bff0a0b45f,0,1.0291289782722124,135.9303008850631,224.2666833088306
real_loto__P019__trial_04,P019__trial_04,P019,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),convergence_warning,,mcmc,16.15068107098341,985,5,5,0,25,235,True,20270929,,"{'draws': 500, 'tune': 500, 'chains': 2, 'cores': None, 'target_accept': 0.95, 'inference_method': 'nutpie', 'random_seed': 20270929}",real_heldout_mcmc_checkpoint_v2_strict_n33,cb9089289c3fa5e0dbd843d8dc12fe233e6122a3d35c4cf74f81b0a052208a46,35e3181131d6fe63ed9c8c261ec4564ce4fdfe6af0d39d099c9643ea154c953f,statistical-modeling\data\real\raw\listening_preference_responses_33_immutable.xlsx,5bab388fbf564e0caf5c1ca8a5a722bf8d517e23c018e48375d076e75dba0bdd,33,"{'group_01': 17, 'group_02': 16}",990,198,396,eede3f8f27e9eae8d1916af4fbac4b7717cec7d07924258f38063bf03f14cf96,phase6_leave_one_trial_out_n33_v1,"[{'model_id': 'categorical_design', 'model_label': 'Stimulus baseline', 'role': 'primary', 'formula': 'rating ~ episode + group + (1 | participant_id) + (1 | stimulus_id)', 'seed_offset': 0}, {'model_id': 'primary_acoustic', 'model_label': 'Primary acoustic feature baseline', 'role': 'primary', 'formula': 'rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id)', 'seed_offset': 10000}]",mcmc,nutpie,2,500,500,0.95,6b3d3a7b475590c50510acbaf3ad4e394baaddf68b2410a83ba0d4d77a76b922,statistical-modeling\outputs\acoustic-features\final_20_stimulus_feature_table.csv,14041cb7d1829711c8c7d45781f79939166414c151b807bf518934dbf289f457,P019__trial_04,112,primary_acoustic,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),591be69cf1edaa572970444b197776106ef64cce32ac23fc3574aea8f7cc5970,0,1.0151949358470551,221.3951059417734,257.15793577533606
real_loto__P019__trial_05,P019__trial_05,P019,categorical_design,Stimulus baseline,rating ~ episode + group + (1 | participant_id) + (1 | stimulus_id),convergence_warning,,mcmc,12.45941674336791,985,5,5,0,25,235,True,20260930,,"{'draws': 500, 'tune': 500, 'chains': 2, 'cores': None, 'target_accept': 0.95, 'inference_method': 'nutpie', 'random_seed': 20260930}",real_heldout_mcmc_checkpoint_v2_strict_n33,cb9089289c3fa5e0dbd843d8dc12fe233e6122a3d35c4cf74f81b0a052208a46,35e3181131d6fe63ed9c8c261ec4564ce4fdfe6af0d39d099c9643ea154c953f,statistical-modeling\data\real\raw\listening_preference_responses_33_immutable.xlsx,5bab388fbf564e0caf5c1ca8a5a722bf8d517e23c018e48375d076e75dba0bdd,33,"{'group_01': 17, 'group_02': 16}",990,198,396,eede3f8f27e9eae8d1916af4fbac4b7717cec7d07924258f38063bf03f14cf96,phase6_leave_one_trial_out_n33_v1,"[{'model_id': 'categorical_design', 'model_label': 'Stimulus baseline', 'role': 'primary', 'formula': 'rating ~ episode + group + (1 | participant_id) + (1 | stimulus_id)', 'seed_offset': 0}, {'model_id': 'primary_acoustic', 'model_label': 'Primary acoustic feature baseline', 'role': 'primary', 'formula': 'rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id)', 'seed_offset': 10000}]",mcmc,nutpie,2,500,500,0.95,6b3d3a7b475590c50510acbaf3ad4e394baaddf68b2410a83ba0d4d77a76b922,statistical-modeling\outputs\acoustic-features\final_20_stimulus_feature_table.csv,14041cb7d1829711c8c7d45781f79939166414c151b807bf518934dbf289f457,P019__trial_05,113,categorical_design,rating ~ episode + group + (1 | participant_id) + (1 | stimulus_id),4747f4864a86066bf294e85ef2f92db3f5668c4a870394553812f4bff0a0b45f,0,1.0281696521896926,81.45338214913464,160.55225741391544
real_loto__P019__trial_05,P019__trial_05,P019,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),convergence_warning,,mcmc,13.815323483198881,985,5,5,0,25,235,True,20270930,,"{'draws': 500, 'tune': 500, 'chains': 2, 'cores': None, 'target_accept': 0.95, 'inference_method': 'nutpie', 'random_seed': 20270930}",real_heldout_mcmc_checkpoint_v2_strict_n33,cb9089289c3fa5e0dbd843d8dc12fe233e6122a3d35c4cf74f81b0a052208a46,35e3181131d6fe63ed9c8c261ec4564ce4fdfe6af0d39d099c9643ea154c953f,statistical-modeling\data\real\raw\listening_preference_responses_33_immutable.xlsx,5bab388fbf564e0caf5c1ca8a5a722bf8d517e23c018e48375d076e75dba0bdd,33,"{'group_01': 17, 'group_02': 16}",990,198,396,eede3f8f27e9eae8d1916af4fbac4b7717cec7d07924258f38063bf03f14cf96,phase6_leave_one_trial_out_n33_v1,"[{'model_id': 'categorical_design', 'model_label': 'Stimulus baseline', 'role': 'primary', 'formula': 'rating ~ episode + group + (1 | participant_id) + (1 | stimulus_id)', 'seed_offset': 0}, {'model_id': 'primary_acoustic', 'model_label': 'Primary acoustic feature baseline', 'role': 'primary', 'formula': 'rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id)', 'seed_offset': 10000}]",mcmc,nutpie,2,500,500,0.95,6b3d3a7b475590c50510acbaf3ad4e394baaddf68b2410a83ba0d4d77a76b922,statistical-modeling\outputs\acoustic-features\final_20_stimulus_feature_table.csv,14041cb7d1829711c8c7d45781f79939166414c151b807bf518934dbf289f457,P019__trial_05,113,primary_acoustic,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),591be69cf1edaa572970444b197776106ef64cce32ac23fc3574aea8f7cc5970,0,1.0139778126376828,168.9063063147571,216.8260630522751
real_loto__P019__trial_06,P019__trial_06,P019,categorical_design,Stimulus baseline,rating ~ episode + group + (1 | participant_id) + (1 | stimulus_id),convergence_warning,,mcmc,12.222071345895529,985,5,5,0,25,235,True,20260931,,"{'draws': 500, 'tune': 500, 'chains': 2, 'cores': None, 'target_accept': 0.95, 'inference_method': 'nutpie', 'random_seed': 20260931}",real_heldout_mcmc_checkpoint_v2_strict_n33,cb9089289c3fa5e0dbd843d8dc12fe233e6122a3d35c4cf74f81b0a052208a46,35e3181131d6fe63ed9c8c261ec4564ce4fdfe6af0d39d099c9643ea154c953f,statistical-modeling\data\real\raw\listening_preference_responses_33_immutable.xlsx,5bab388fbf564e0caf5c1ca8a5a722bf8d517e23c018e48375d076e75dba0bdd,33,"{'group_01': 17, 'group_02': 16}",990,198,396,eede3f8f27e9eae8d1916af4fbac4b7717cec7d07924258f38063bf03f14cf96,phase6_leave_one_trial_out_n33_v1,"[{'model_id': 'categorical_design', 'model_label': 'Stimulus baseline', 'role': 'primary', 'formula': 'rating ~ episode + group + (1 | participant_id) + (1 | stimulus_id)', 'seed_offset': 0}, {'model_id': 'primary_acoustic', 'model_label': 'Primary acoustic feature baseline', 'role': 'primary', 'formula': 'rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id)', 'seed_offset': 10000}]",mcmc,nutpie,2,500,500,0.95,6b3d3a7b475590c50510acbaf3ad4e394baaddf68b2410a83ba0d4d77a76b922,statistical-modeling\outputs\acoustic-features\final_20_stimulus_feature_table.csv,14041cb7d1829711c8c7d45781f79939166414c151b807bf518934dbf289f457,P019__trial_06,114,categorical_design,rating ~ episode + group + (1 | participant_id) + (1 | stimulus_id),4747f4864a86066bf294e85ef2f92db3f5668c4a870394553812f4bff0a0b45f,0,1.0536905422857137,61.35385997724392,135.89825543756203
real_loto__P019__trial_06,P019__trial_06,P019,primary_acoustic,Primary acoustic feature baseline,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),convergence_warning,,mcmc,14.399503219872713,985,5,5,0,25,235,True,20270931,,"{'draws': 500, 'tune': 500, 'chains': 2, 'cores': None, 'target_accept': 0.95, 'inference_method': 'nutpie', 'random_seed': 20270931}",real_heldout_mcmc_checkpoint_v2_strict_n33,cb9089289c3fa5e0dbd843d8dc12fe233e6122a3d35c4cf74f81b0a052208a46,35e3181131d6fe63ed9c8c261ec4564ce4fdfe6af0d39d099c9643ea154c953f,statistical-modeling\data\real\raw\listening_preference_responses_33_immutable.xlsx,5bab388fbf564e0caf5c1ca8a5a722bf8d517e23c018e48375d076e75dba0bdd,33,"{'group_01': 17, 'group_02': 16}",990,198,396,eede3f8f27e9eae8d1916af4fbac4b7717cec7d07924258f38063bf03f14cf96,phase6_leave_one_trial_out_n33_v1,"[{'model_id': 'categorical_design', 'model_label': 'Stimulus baseline', 'role': 'primary', 'formula': 'rating ~ episode + group + (1 | participant_id) + (1 | stimulus_id)', 'seed_offset': 0}, {'model_id': 'primary_acoustic', 'model_label': 'Primary acoustic feature baseline', 'role': 'primary', 'formula': 'rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id)', 'seed_offset': 10000}]",mcmc,nutpie,2,500,500,0.95,6b3d3a7b475590c50510acbaf3ad4e394baaddf68b2410a83ba0d4d77a76b922,statistical-modeling\outputs\acoustic-features\final_20_stimulus_feature_table.csv,14041cb7d1829711c8c7d45781f79939166414c151b807bf518934dbf289f457,P019__trial_06,114,primary_acoustic,rating ~ episode + group + z_RMS + z_CF + z_SW + (1 | participant_id) + (1 | stimulus_id),591be69cf1edaa572970444b197776106ef64cce32ac23fc3574aea8f7cc5970,0,1.0126626543259087,214.27338375542263,268.5216521660048
