baseline_model,n_trials,n_unique_winner_trials,n_tied_human_trials,strict_unique_winner_accuracy,tie_compatible_accuracy,top2_hit_rate,mean_spearman,mean_ndcg,mae,rmse,mean_predicted_winner_probability,mean_observed_winner_probability_mass,mean_entropy,mean_top2_margin,mean_expected_draws_outside_0_100_prop,predicted_exact_tie_count
categorical_design,198,182,16,0.3021978021978022,0.3434343434343434,0.5959595959595959,0.355458914561066,0.9167306461139716,22.97650004451442,27.59352702530551,0.798681818181818,0.32247474747474747,0.521292770577261,0.6267020202020203,0.0031565656565656565,0
