baseline_model,participant_id,group,n_trials,n_unique_winner_trials,n_tied_human_trials,strict_unique_winner_accuracy,tie_compatible_accuracy,top2_hit_rate,mean_spearman,mean_ndcg,mae,rmse,mean_predicted_winner_probability,mean_observed_winner_probability_mass,mean_entropy,mean_top2_margin,mean_expected_draws_outside_0_100_prop,predicted_exact_tie_count
categorical_design,P011,group_02,6,6,0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.7166666666666667,0.9597969473599467,22.779383261071583,27.624110295368652,0.7776666666666666,0.2635,0.44959664525439186,0.5663333333333332,3.3333333333333335e-05,0
categorical_design,P012,group_01,6,4,2,0.25,0.5,0.6666666666666666,0.042795064764316756,0.7648977304106349,28.93483635694559,35.10303075768853,0.8263333333333333,0.4638333333333333,0.5496587074628705,0.6943333333333332,0.051666666666666666,0
categorical_design,P013,group_02,6,2,4,0.0,0.6666666666666666,0.6666666666666666,0.4690355937288491,0.9830224634378663,12.159187282213669,14.810497756111046,0.8078333333333333,0.6718333333333333,0.41271569595541197,0.6235,0.0164,0
categorical_design,P014,group_01,6,6,0,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.05000000000000001,0.8135718919314954,28.889091184803085,34.09979066718962,0.8186666666666668,0.16366666666666665,0.5559738129296236,0.6705,0.0,0
categorical_design,P015,group_01,6,6,0,0.16666666666666666,0.16666666666666666,0.5,0.1333333333333333,0.9335681061774151,18.154000144701527,20.917742864644914,0.7956666666666666,0.19449999999999998,0.6157224568633238,0.6413333333333333,0.0005666666666666666,0
categorical_design,P016,group_01,6,6,0,0.0,0.0,0.0,-0.20941576467021475,0.8856487453520804,17.458757386992826,20.745278278277002,0.8076666666666666,0.009833333333333333,0.5762395665440007,0.6508333333333333,0.0,0
categorical_design,P017,group_02,6,5,1,0.2,0.16666666666666666,0.3333333333333333,0.30188747756753115,0.9025438998584129,27.081036693827702,33.20214340994528,0.8064999999999999,0.15716666666666665,0.4194991325020461,0.62,3.3333333333333335e-05,0
categorical_design,P018,group_02,6,2,4,0.0,0.6666666666666666,0.8333333333333334,-0.3334429644276751,0.9713484193905515,41.866026826505006,47.7114805610069,0.8095,0.6696666666666666,0.40917261280570605,0.6268333333333334,0.0,0
categorical_design,P019,group_02,6,6,0,0.6666666666666666,0.6666666666666666,0.8333333333333334,0.7499999999999999,0.9577998982206228,22.08755143233354,24.732157941013906,0.8045,0.6333333333333333,0.44835235383143285,0.622,9.999999999999999e-05,0
categorical_design,P020,group_02,6,6,0,0.0,0.0,0.3333333333333333,0.2508659450695051,0.9431090549733024,24.617464829009826,28.063367883622547,0.8091666666666667,0.12066666666666666,0.4188693638804009,0.6266666666666667,0.007033333333333333,0
categorical_design,P021,group_01,6,3,3,0.0,0.3333333333333333,0.8333333333333334,0.020272626962312457,0.9856519312097681,7.498395467246306,9.069770034238813,0.8056666666666666,0.3423333333333333,0.5983787962012445,0.6576666666666666,0.0,0
categorical_design,P022,group_01,6,6,0,0.5,0.5,1.0,0.5333333333333333,0.913412853238008,28.921126761699426,31.338828575409984,0.7853333333333333,0.4386666666666667,0.6298449344987689,0.6305000000000001,0.0,0
categorical_design,P023,group_02,6,6,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5166666666666666,0.9368936681215394,24.44833925067166,28.67943891784522,0.7916666666666666,0.25866666666666666,0.4517588408603719,0.5963333333333333,6.666666666666667e-05,0
categorical_design,P024,group_01,6,6,0,0.6666666666666666,0.6666666666666666,1.0,0.7333333333333333,0.950417232497868,29.829836873347347,32.54043186785902,0.7743333333333333,0.5711666666666667,0.659882645760446,0.6041666666666666,0.0,0
categorical_design,P025,group_01,6,6,0,0.5,0.5,1.0,0.7666666666666666,0.973198726110224,27.808486872525975,30.478422902503457,0.7906666666666666,0.45999999999999996,0.6452520503690699,0.6436666666666665,0.0,0
categorical_design,P026,group_02,6,6,0,0.16666666666666666,0.16666666666666666,0.5,-0.03333333333333335,0.9021977981319572,25.335317745447984,32.087767812005396,0.8068333333333334,0.2728333333333333,0.43034058962214145,0.6236666666666667,0.0002666666666666667,0
categorical_design,P027,group_02,6,6,0,0.8333333333333334,0.8333333333333334,1.0,0.6999999999999998,0.9512695619922886,23.836136873250357,27.594681180559686,0.7785000000000001,0.6195,0.45576045563752504,0.5666666666666668,0.0008999999999999999,0
categorical_design,P028,group_01,6,6,0,0.0,0.0,0.8333333333333334,0.5333333333333333,0.9134338423166602,32.51737858524897,34.6051222564668,0.789,0.1165,0.6345708978733658,0.6461666666666666,0.0,0
categorical_design,P029,group_02,6,6,0,0.3333333333333333,0.3333333333333333,0.8333333333333334,0.6166666666666666,0.9062232960721701,24.426174423620477,28.951659043446636,0.8218333333333333,0.46416666666666667,0.43199156039129316,0.6549999999999999,0.0014999999999999998,0
categorical_design,P030,group_02,6,6,0,0.0,0.0,0.6666666666666666,0.5666666666666667,0.9157276525817911,25.07347293021368,28.455024994331904,0.8184999999999999,0.169,0.40181615972420354,0.644,6.666666666666667e-05,0
categorical_design,P031,group_01,6,6,0,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.8320640244151982,16.977288889138073,22.291266950506152,0.8211666666666666,0.17400000000000002,0.545040155970743,0.6726666666666666,0.0006,0
categorical_design,P032,group_02,6,6,0,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8499999999999998,0.9729479132615162,13.294014716085814,16.235342938158155,0.7841666666666667,0.6265000000000001,0.4512314050805369,0.5784999999999999,0.0032333333333333333,0
categorical_design,P033,group_02,6,6,0,0.3333333333333333,0.3333333333333333,0.5,0.5000000000000001,0.9061166641230174,17.854143587432247,22.403205606049973,0.7841666666666667,0.2085,0.42661095591293957,0.5771666666666666,0.010666666666666666,0
primary_acoustic,P001,group_01,6,6,0,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.08333333333333333,0.8872216682493749,18.096934103868115,20.424179154253356,0.8121666666666666,0.13766666666666666,0.5464679707880801,0.6469999999999999,0.0,0
primary_acoustic,P002,group_01,6,6,0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.2333333333333333,0.9097436983595023,20.110553586154406,23.196145861121057,0.802,0.32483333333333336,0.5796754685110387,0.6356666666666667,0.0,0
primary_acoustic,P003,group_01,6,6,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.08333333333333333,0.8776143845010932,24.990150732125688,28.334695564419054,0.7751666666666667,0.26,0.6057269447371665,0.5781666666666666,0.0,0
primary_acoustic,P004,group_01,6,6,0,0.3333333333333333,0.3333333333333333,0.5,0.20678021598280927,0.8284148290584108,28.67334831065192,32.12023385869724,0.7921666666666667,0.2645,0.5759393828701836,0.6105,9.999999999999999e-05,0
primary_acoustic,P005,group_02,6,6,0,0.0,0.0,0.16666666666666666,-0.2333333333333333,0.8899273213433753,22.063731777485337,26.305684183824564,0.8451666666666666,0.0018333333333333333,0.3511533481196342,0.6928333333333333,0.0002,0
primary_acoustic,P006,group_01,6,6,0,0.16666666666666666,0.16666666666666666,0.8333333333333334,0.45,0.9315720608296921,19.90234033361819,23.392987070112056,0.8211666666666666,0.19816666666666669,0.5371609249589783,0.6706666666666666,0.0,0
primary_acoustic,P007,group_02,6,6,0,0.5,0.5,0.6666666666666666,0.7278143214758916,0.9337700083453981,24.471953387039655,27.98797409325882,0.8290000000000001,0.42733333333333334,0.373857743751883,0.6608333333333333,0.0004333333333333333,0
primary_acoustic,P008,group_01,6,6,0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3833333333333333,0.9162454058876737,19.013066389482454,23.36587099756722,0.8058333333333333,0.31216666666666665,0.579832086147735,0.6445,0.0,0
primary_acoustic,P009,group_02,6,6,0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.7166666666666665,0.9592363528405463,21.777647133204802,24.609672395677386,0.8064999999999999,0.48216666666666663,0.3930414426206792,0.6156666666666667,0.0,0
primary_acoustic,P010,group_01,6,4,2,0.0,0.16666666666666666,0.16666666666666666,-0.21181848464596076,0.9420037222542429,17.83924418069549,20.144428177161487,0.8083333333333335,0.17049999999999998,0.5564164300073174,0.6426666666666668,0.010866666666666669,0
primary_acoustic,P011,group_02,6,6,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6833333333333332,0.9570531640199148,23.053551993015308,28.022148984512437,0.8173333333333334,0.2735,0.385958076074068,0.6376666666666666,0.00013333333333333334,0
primary_acoustic,P012,group_01,6,4,2,0.25,0.5,0.6666666666666666,0.042795064764316756,0.7648977304106349,28.92055926380352,35.0656916679665,0.8335,0.46316666666666667,0.5127691566458829,0.6941666666666667,0.05353333333333333,0
primary_acoustic,P013,group_02,6,2,4,0.0,0.6666666666666666,1.0,0.5690355937288492,0.9850985224773771,12.37101641979208,14.87360663186435,0.8346666666666667,0.6713333333333332,0.3588716883737637,0.6715,0.018600000000000002,0
primary_acoustic,P014,group_01,6,6,0,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.05000000000000001,0.8135718919314954,28.939374614474545,34.20749992555488,0.816,0.15116666666666667,0.5314302465861531,0.6515000000000001,0.0,0
primary_acoustic,P015,group_01,6,6,0,0.16666666666666666,0.16666666666666666,0.5,0.1333333333333333,0.9335681061774151,18.11715546849935,20.85992853562724,0.8113333333333334,0.19533333333333333,0.5727919815658886,0.6586666666666666,0.0007333333333333333,0
primary_acoustic,P016,group_01,6,6,0,0.0,0.0,0.0,-0.20941576467021475,0.8856487453520804,17.703973939331156,21.033442101607452,0.8106666666666666,0.010166666666666666,0.5569476863152526,0.648,0.0,0
primary_acoustic,P017,group_02,6,5,1,0.2,0.16666666666666666,0.5,0.3352208109008645,0.9127708282398576,27.053527497002232,33.2104841185576,0.8184999999999999,0.1585,0.39088539127063066,0.6398333333333334,0.0,0
primary_acoustic,P018,group_02,6,2,4,0.0,0.6666666666666666,0.6666666666666666,-0.3834429644276751,0.9711801988832895,41.879409532087855,47.653957525801516,0.8304999999999999,0.6671666666666667,0.3641552924322984,0.6633333333333332,0.0,0
primary_acoustic,P019,group_02,6,6,0,0.6666666666666666,0.6666666666666666,0.8333333333333334,0.7833333333333331,0.9675721977956275,21.904621558116894,24.61811331825327,0.8205,0.6426666666666666,0.3975884909565541,0.6456666666666666,3.3333333333333335e-05,0
primary_acoustic,P020,group_02,6,6,0,0.0,0.0,0.6666666666666666,0.34318207053830063,0.948387604076272,24.490502523863313,27.86812536042303,0.843,0.09933333333333334,0.3640737949948704,0.6890000000000001,0.007533333333333334,0
primary_acoustic,P021,group_01,6,3,3,0.0,0.3333333333333333,0.8333333333333334,0.020272626962312457,0.9856519312097681,7.7811962283691285,9.431750799619506,0.8233333333333334,0.35966666666666663,0.5358862101982456,0.6718333333333334,0.0,0
primary_acoustic,P022,group_01,6,6,0,0.5,0.5,1.0,0.5333333333333333,0.913412853238008,28.95229252928092,31.305645861943038,0.8093333333333333,0.45316666666666666,0.5676134436568503,0.6513333333333333,0.0,0
primary_acoustic,P023,group_02,6,6,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.4333333333333333,0.9306824706427714,24.388380507454166,28.56359838005547,0.8151666666666667,0.27133333333333337,0.40155766347427574,0.6336666666666666,0.0,0
primary_acoustic,P024,group_01,6,6,0,0.6666666666666666,0.6666666666666666,1.0,0.7333333333333333,0.950417232497868,29.57929290355843,32.25802411524056,0.7864999999999999,0.5818333333333333,0.6100413710309543,0.6066666666666667,0.0,0
primary_acoustic,P025,group_01,6,6,0,0.5,0.5,1.0,0.7666666666666666,0.973198726110224,27.51727977048162,30.12502224625702,0.7971666666666666,0.4723333333333333,0.61467137839578,0.6351666666666667,0.0,0
primary_acoustic,P026,group_02,6,6,0,0.16666666666666666,0.16666666666666666,0.5,-0.01666666666666668,0.9031733284463638,25.293878315667467,32.001501854172,0.8395,0.25699999999999995,0.37939073772586873,0.6833333333333332,0.00016666666666666666,0
primary_acoustic,P027,group_02,6,6,0,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.6833333333333332,0.947299829103149,23.95347593214269,27.67450669644963,0.8059999999999999,0.6421666666666667,0.40165448999113823,0.6158333333333332,0.0012333333333333332,0
primary_acoustic,P028,group_01,6,6,0,0.0,0.0,0.8333333333333334,0.5333333333333333,0.9134338423166602,32.30924625624141,34.43949923825583,0.807,0.12366666666666666,0.5774045001929777,0.6528333333333334,0.0,0
primary_acoustic,P029,group_02,6,6,0,0.3333333333333333,0.3333333333333333,1.0,0.6999999999999998,0.9230126022259917,24.23245037428133,28.56137700698513,0.8536666666666667,0.4506666666666666,0.37168821133155977,0.7128333333333332,0.0020666666666666667,0
primary_acoustic,P030,group_02,6,6,0,0.0,0.0,0.6666666666666666,0.5833333333333334,0.9173789643324005,25.090642807119558,28.389264423236213,0.8481666666666667,0.143,0.35573193770311184,0.6983333333333333,6.666666666666667e-05,0
primary_acoustic,P031,group_01,6,6,0,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.8320640244151982,17.029058890364748,22.45481240038546,0.8255,0.1718333333333333,0.5229453208980815,0.6711666666666667,0.0007,0
primary_acoustic,P032,group_02,6,6,0,0.8333333333333334,0.8333333333333334,1.0,0.8666666666666666,0.9755615107463923,13.518979637593192,16.3440910027522,0.8096666666666666,0.6488333333333334,0.3956064034356596,0.6233333333333334,0.004166666666666667,0
primary_acoustic,P033,group_02,6,6,0,0.3333333333333333,0.3333333333333333,0.5,0.5,0.905591253198414,18.015100133710934,22.582034467682995,0.8118333333333334,0.21483333333333335,0.37242684490799133,0.6255000000000001,0.011966666666666667,0
