baseline_model,song_id,n_trials,n_unique_winner_trials,n_tied_human_trials,strict_unique_winner_accuracy,tie_compatible_accuracy,top2_hit_rate,mean_spearman,mean_ndcg,mae,rmse,mean_predicted_winner_probability,mean_observed_winner_probability_mass,mean_entropy,mean_top2_margin,mean_expected_draws_outside_0_100_prop,predicted_exact_tie_count
categorical_design,id_like_to_know,51,46,5,0.17391304347826086,0.23529411764705882,0.5490196078431373,0.22509234693394536,0.897781760288836,21.978166365097106,25.896001778196805,0.7392156862745098,0.23576470588235293,0.7525050145342576,0.5596470588235294,0.0008980392156862746,0
categorical_design,in_the_meantime,48,46,2,0.32608695652173914,0.3541666666666667,0.5,0.45339797056159703,0.9240784320268799,23.621615197769234,28.412015946499167,0.95525,0.3426666666666667,0.2104507937908685,0.9292291666666666,0.003141666666666667,0
categorical_design,lead_me,51,49,2,0.32653061224489793,0.3333333333333333,0.6274509803921569,0.2770819680485862,0.8999627327832083,23.364349864369522,27.829235781856415,0.854607843137255,0.30623529411764705,0.461359145670208,0.7238431372549019,0.006572549019607843,0
categorical_design,pouring_room,48,41,7,0.3902439024390244,0.4583333333333333,0.7083333333333334,0.49312678250964725,0.9477362191611848,22.98002399204446,28.251681800129788,0.6458750000000001,0.4116666666666666,0.6501512146230889,0.29220833333333335,0.0019416666666666668,0
primary_acoustic,id_like_to_know,51,46,5,0.17391304347826086,0.23529411764705882,0.5490196078431373,0.22509234693394536,0.897781760288836,21.94643421595178,25.87830194305243,0.7616666666666666,0.24005882352941174,0.6801935805739635,0.5723333333333334,0.000811764705882353,0
primary_acoustic,in_the_meantime,48,46,2,0.32608695652173914,0.3541666666666667,0.5833333333333334,0.4950255149875819,0.9299833903897525,23.74619965430422,28.442851368855823,0.9739374999999999,0.34754166666666664,0.1327026167222293,0.9540625,0.0035708333333333334,0
primary_acoustic,lead_me,51,49,2,0.32653061224489793,0.3333333333333333,0.6274509803921569,0.2770819680485862,0.8999627327832083,23.403573725342465,27.82534889769477,0.8544705882352942,0.30701960784313725,0.44730294925033826,0.7183137254901961,0.0069450980392156865,0
primary_acoustic,pouring_room,48,41,7,0.3902439024390244,0.4583333333333333,0.7083333333333334,0.48360297298583776,0.9471190892386787,22.94865903689288,28.232525480483268,0.6797083333333332,0.40891666666666665,0.624502577923269,0.3595833333333333,0.0022541666666666665,0
